resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,,step,,,Villas,,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 1,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 2,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 3,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 4,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 5,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 6,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 7,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 8,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 9,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 10,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 11,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 12,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 13,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 14,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 15,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 16,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 17,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 18,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 19,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 20,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 21,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 22,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 23,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 24,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 25,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 26,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 27,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 28,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 29,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 30,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 31,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 32,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 33,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 34,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 35,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 36,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 37,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 38,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 39,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 40,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 41,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 42,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 43,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 44,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 45,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 46,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 47,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 48,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 49,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 50,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 51,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 52,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 53,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 54,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 55,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 56,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 57,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 58,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 59,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 60,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 61,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 62,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 63,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 64,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 65,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 66,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 67,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 68,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 69,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 70,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 71,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 72,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 73,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 74,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 75,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 76,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 77,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 78,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 79,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 80,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 81,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 82,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 83,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 84,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 85,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 86,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 87,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 88,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 89,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 90,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 91,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 92,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 93,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 94,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 95,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 96,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 97,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 98,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 99,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 100,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 101,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 102,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 103,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 104,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 105,,,,,,,
