resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 106,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 107,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 108,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 109,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 110,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 111,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 112,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 113,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 114,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 115,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 116,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 117,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 118,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 119,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 120,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 121,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 122,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 123,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 124,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 125,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 126,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 127,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 128,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 129,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 130,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 131,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 132,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 133,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 134,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 135,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 136,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 137,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 138,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 139,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 140,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 141,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 142,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 143,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 144,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 145,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 146,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 147,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 148,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 149,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 150,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 151,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 152,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 153,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 154,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 155,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 156,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 157,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 158,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 159,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 160,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 161,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 162,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 163,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 164,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 165,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 166,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 167,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 168,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 169,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 170,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 171,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 172,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 173,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 174,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 175,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 176,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 177,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 178,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 179,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 180,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 181,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 182,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 183,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 184,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 185,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 186,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 187,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 188,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 189,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 190,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 191,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 192,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 193,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 194,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 195,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 196,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 197,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 198,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 199,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 200,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 201,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 202,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 203,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 204,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 205,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 206,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 207,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 208,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 209,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 210,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 211,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 212,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 213,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 214,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 215,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 216,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 217,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 218,,,,,,,
Pre Wire,Terminated & Tested,Fit Off,Villa Commissioning,Completion Documents,folder-with-checklists,,,,Villa 219,,,,,,,
