"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc0e83f4-f806-4d2d-b0c3-0a8e85174c6a","","pass","","folder","TRUE","FALSE","Site QA - Building 1"
"ecac26ef-d6fb-48c5-8818-adb4be09865e","","pass","","folder","TRUE","FALSE","Site QA - Building 1","Generator Room 1"
"9a023894-3f77-4642-936c-1f8e85408cec","","pass","Joint Sealant Checklist","checklist","FALSE","FALSE","Site QA - Building 1","Generator Room 1","A. Internal Airseal Checklist"
"c498ef0c-7406-4ace-ad76-9d4f79f47a7f","","pass","Joint Sealant Checklist","checklist","FALSE","FALSE","Site QA - Building 1","Generator Room 1","B. External Airseal Checklist"
"35ef3218-7479-47cc-af41-d1aa53640818","","pass","","folder","TRUE","FALSE","Site QA - Building 1","Generator Room 2"
"91eb523e-d89c-4c3d-84e7-4ad33acd054b","","pass","Joint Sealant Checklist","checklist","FALSE","FALSE","Site QA - Building 1","Generator Room 2","A. Internal Airseal Checklist"
"a846b9c8-b90a-46c0-a9ac-d96b07640956","","pass","Joint Sealant Checklist","checklist","FALSE","FALSE","Site QA - Building 1","Generator Room 2","B. External Airseal Checklist"
"79147459-933d-4c30-875c-1b9079b2b7d3","","pass","","folder","TRUE","FALSE","Site QA - Building 1","Generator Room 3"
"4f25e378-8055-44b5-b771-c41ff1c8e513","","pass","Joint Sealant Checklist","checklist","FALSE","FALSE","Site QA - Building 1","Generator Room 3","A. Internal Airseal Checklist"
"14272bb6-7d5c-4b38-92ff-14dfbcd794fa","","pass","Joint Sealant Checklist","checklist","FALSE","FALSE","Site QA - Building 1","Generator Room 3","B. External Airseal Checklist"
"bfc50f79-4441-40d9-97f7-02ec3f3ef28b","","pass","","folder","TRUE","FALSE","Site QA - Building 1","Generator Room 4"
"0b0979f3-2cae-46ce-b29a-996fb4e6e12e","","pass","Joint Sealant Checklist","checklist","FALSE","FALSE","Site QA - Building 1","Generator Room 4","A. Internal Airseal Checklist"
"1b2d1e53-14d6-4778-9de2-5631f3bc36ea","","pass","Joint Sealant Checklist","checklist","FALSE","FALSE","Site QA - Building 1","Generator Room 4","B. External Airseal Checklist"
"9ee826c1-8b06-46d9-ba37-2d20d406f095","","pass","","folder","TRUE","FALSE","Site QA - Building 1","Generator Room 5"
"14f9b57f-1e7b-4313-80cb-5167a3dc4c6e","","pass","Joint Sealant Checklist","checklist","FALSE","FALSE","Site QA - Building 1","Generator Room 5","A. Internal Airseal Checklist"
"2353d72b-250b-4357-9a39-fce9faf5bd96","","pass","Joint Sealant Checklist","checklist","FALSE","FALSE","Site QA - Building 1","Generator Room 5","B. External Airseal Checklist"
"326231c1-6cf0-4a97-9de0-ece2f389024c","","pass","","folder","TRUE","FALSE","Site QA - Building 1","Generator Room 6"
"67edd400-344c-400c-afad-1d8de85f5592","","pass","Joint Sealant Checklist","checklist","FALSE","FALSE","Site QA - Building 1","Generator Room 6","A. Internal Airseal Checklist"
