"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7f7a482a-0755-469e-b594-d7a917cf71ec","","pass","","folder","TRUE","FALSE","Asphalt"
"3aded73f-57be-4902-8df3-909af2bbbf5f","","pass","","folder","TRUE","FALSE","Asphalt","Knighton"
"3825041c-196e-4059-aa1f-e47a9a40f640","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Knighton","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"ced1a480-8ddc-4468-8e03-46f25abbbde8","","pass","","folder","TRUE","FALSE","Asphalt","Discovery Dr North Bound"
"bac6d6f2-e06a-4894-8a05-6d806d0cc116","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Discovery Dr North Bound","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"e2abdcac-a527-4a1e-8f33-95e1ffbe82c9","","pass","","folder","TRUE","FALSE","Asphalt","Commerce st"
"b98e3581-d52a-435e-8047-054894e3e180","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Commerce st","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"3a67402b-f2c6-4867-8f74-d3b3e7f5fc18","","pass","","folder","TRUE","FALSE","Asphalt","High St"
"99fabd3b-6013-43a9-8fc5-275c1c7c8f29","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","High St","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"9dcec899-2708-4c81-a5e0-d12821ed7928","","pass","","folder","TRUE","FALSE","Asphalt","Tuhikaramea Rd"
"4e151d2d-bc91-4f84-a04f-cd561f1cdfe5","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Tuhikaramea Rd","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"b3f4ee06-b066-41d9-811d-5251684b62e9","","pass","","folder","TRUE","FALSE","Asphalt","Wairere Dr Resolution to Hukanui"
"d741813f-1ec1-426b-b76c-b5254c012ca0","","pass","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN Rev 1","checklist","FALSE","FALSE","Asphalt","Wairere Dr Resolution to Hukanui","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"efd5ffb9-e8f2-4af7-af8f-72fd0c0b17c6","","pass","","folder","TRUE","FALSE","Asphalt","Lake Domain Dr"
"38f5dba6-0a50-4d10-ae5f-790750d36528","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Lake Domain Dr","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"24667da6-255d-43df-ba50-55948a58f419","","pass","","folder","TRUE","FALSE","Asphalt","King Street"
"68027dbf-d5f0-4d27-85ae-41ea8f01f23c","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","King Street","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"eda13c63-94b8-46e7-b71d-df1c2c20f4da","","pass","","folder","TRUE","FALSE","Asphalt","Hall Street"
"b15759a8-a672-4b43-9705-0d94abf7bfd7","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Hall Street","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"a7914267-be97-4b22-8aa4-0e9dc1711c00","","pass","","folder","TRUE","FALSE","Asphalt","Clyde St"
"af6e63c1-40bc-4f75-9143-944bd689d028","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Clyde St","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"fce28a1d-0d24-4348-b096-c3917cc3e7f2","","pass","","folder","TRUE","FALSE","Asphalt","Hood St"
"549fa9a5-61e6-4c50-af44-bbf05a6e5078","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Hood St","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"2b60e571-d602-4611-b321-e66a336161f9","","pass","","folder","TRUE","FALSE","Asphalt","Lake RD- Queen Ave RAB"
"4bf379e8-b7ba-4730-b18a-c13ebdc90973","","pass","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN Rev 1","checklist","FALSE","FALSE","Asphalt","Lake RD- Queen Ave RAB","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"386f3c00-c53c-4683-adf8-099135cd71cd","","pass","","folder","TRUE","FALSE","Asphalt","Lake Rd- Tainui Rd intersection"
"8c69aa88-170d-46a0-bc06-498defe97f0f","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Lake Rd- Tainui Rd intersection","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"42d9b480-d701-4cf3-9bc9-14cb88465607","","pass","","folder","TRUE","FALSE","Asphalt","Wairere Dr/ Naylor St"
"25cd0e21-654a-4f07-8e5a-a66bcc335c9b","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Wairere Dr/ Naylor St","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"d08e8bed-7938-444b-9e44-50f279daf241","","pass","","folder","TRUE","FALSE","Asphalt","Memorial Dr"
"a1f6e98e-509c-4cf1-839a-15dcbb8e1203","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Memorial Dr","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"865ca188-8c4b-4b69-adb5-20be77bf775e","","pass","","folder","TRUE","FALSE","Asphalt","Endeavour Avenue"
"2a46e0ce-c27c-4b51-8450-9fda1a3d1372","","pass","0dc878f4b9809146a3739c94d00e84740c30312ab0ca01c1ad2c30985db787e9","checklist","FALSE","FALSE","Asphalt","Endeavour Avenue","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"4612bf79-be9c-43c8-b0ef-1cdffa85adeb","","pass","","folder","TRUE","FALSE","Asphalt","Killarney Rd Xing"
"6e74dd97-911c-4cf2-8bdd-b80eb9aa879e","","pass","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN Rev 1","checklist","FALSE","FALSE","Asphalt","Killarney Rd Xing","ITP - AC SURFACE RENEWAL KILLARNEY RD XING"
"08834170-33f4-4694-a21a-a001441861e4","","pass","","folder","TRUE","FALSE","Asphalt","Kahikatea Dr"
"765543a7-b5a6-48b7-9bcf-8315b288c64a","","pass","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN Rev 1","checklist","FALSE","FALSE","Asphalt","Kahikatea Dr","ITP - ASPHALT SURFACE RENEWAL INSPECTION TESTING PLAN"
"96122de8-2439-409b-9513-997f3174dd38","","pass","","folder","TRUE","FALSE","Rehab"
"e73310f9-13b0-4ca0-904b-7564ceffef04","","pass","","folder","TRUE","FALSE","Rehab","Tuhikaramea RD"
"23e5b41f-d9dc-4fb9-add1-72b351eba8ec","","pass","83abb9a8799eb212f07b5deaff6d8118923c22261ed223e4c0c12d4e873cec8f","checklist","FALSE","FALSE","Rehab","Tuhikaramea RD","Tuhikaramea Rd - GRANULAR REHAB ITP "
"424e9283-d711-4356-950c-7bad6bedc6a0","","pass","","folder","TRUE","FALSE","Rehab","Prisk St"
"64e2b478-220e-4c68-8895-40fbda0cbff2","","pass","ITP - GRANULAR REHAB INSPECTION TESTING PLAN Rev 1","checklist","FALSE","FALSE","Rehab","Prisk St","Prisk St ITP - GRANULAR REHAB"
"37844087-ccbb-4850-b46f-554379128178","","pass","","folder","TRUE","FALSE","Rehab","Pine Ave"
"13e219fc-7444-4f4f-a9a9-545fd09dabaf","","pass","83abb9a8799eb212f07b5deaff6d8118923c22261ed223e4c0c12d4e873cec8f","checklist","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - GRANULAR REHAB"
"4cb504e5-7107-4a3a-9fb2-ca9d7a9dd7c1","","pass","ITP - STRUCTURAL REHAB INSPECTION TESTING PLAN Rev 1","checklist","FALSE","FALSE","Rehab","Pine Ave","Pine Ave ITP - STRUCTURAL REHAB"
"5c9a07e3-f805-41cf-9b6f-f0b0dcb77391","","pass","","folder","TRUE","FALSE","Rehab","Rimu St"
"265cfefb-f9c8-4d2b-af30-b00bd7386efe","","pass","ITP - STRUCTURAL REHAB INSPECTION TESTING PLAN Rev 1","checklist","FALSE","FALSE","Rehab","Rimu St","ITP - STRUCTURAL REHAB INSPECTION TESTING PLAN"
"05a91cab-0b11-4752-bfac-d80ae7d0ed89","","no-status-not-started","","folder","TRUE","FALSE","Rehab","Arthur Porter Drive"
"f53a5f2a-fc8c-4c0d-bcac-0edc80e3e51c","","no-status-not-started","","folder","TRUE","FALSE","Rehab","higgins"
