"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"Level 2","dynamic","level 2","site qa"
,,"Level 3","dynamic","level 3","site qa"
,,"Level 4","dynamic","level 4","site qa"
,,"Level 5","dynamic","level 5","site qa"
,,"Level 6","dynamic","level 6","site qa"
,,"Level 7","dynamic","level 7","site qa"
,,"Level 8","dynamic","level 8","site qa"
,,"Level 9","dynamic","level 9","site qa"
,,"Level 10","dynamic","level 10","site qa"
,,"Level 11","dynamic","level 11","site qa"
,,"Level 12","dynamic","level 12","site qa"
,"Columns"
,,"Removal",,"removal"
,,"Grouting",,"grouting"
,,"M-Social Management Signoff",,"m-social management signoff"

