"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7f12ffde-42b5-415d-9ae6-0f239438c3af","","folder-normal","pass","","step","TRUE","FALSE","Project QA"
"2a28ad04-7ac1-4b2e-9730-3efb19f94a3f","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 1"
"53dfa671-0739-5663-a9df-ad9b1b6c6736","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 1","Job Details"
"436eac0e-b179-408b-81b9-d4aad75c4698","","checklist-flat","not-applicable","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 2"
"d4d7fbe4-683a-5d54-bd27-c81d1db2550d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Project QA","WM 2","Job Details"
"a2d227a7-22e2-4c24-88e7-932b99bdc278","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 3"
"a71840ae-a6d2-597d-be9e-ff94ea9b4a58","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 3","Job Details"
"01dc2c23-c1a8-4770-80d5-b704c9714359","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 4"
"3618778c-e67a-5c79-9c1b-e3013dabe033","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 4","Job Details"
"7d024a77-2fd1-4094-91f3-8692395ea4fe","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 5"
"ffb792d6-d380-5819-9453-47b38500008b","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 5","Job Details"
"3d812374-c48a-4cc4-a404-cd3adf2d0ba2","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 6"
"cf8a1bd8-cc0e-50e7-bc7a-77d9612f00e7","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 6","Job Details"
"7b9e4283-ee65-4329-a931-05d988035ff9","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 7"
"b4aab617-1bf3-58db-98e5-550870941ae6","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 7","Job Details"
"2a22e18f-7ae9-4804-a835-7c7217f710b0","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 8"
"e86658b7-1251-5763-8ff8-15d10c7f9045","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 8","Job Details"
"7e3e4537-ed15-4340-9f6f-f05172a3ef8f","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 9"
"4b0411b8-7271-5266-a46a-71b8a2c6a6bc","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 9","Job Details"
"c70745ce-90c8-4b18-81cd-8fe879e80ab5","","checklist-flat","not-applicable","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 10"
"481fa147-dfc1-597c-9d66-e6985370b18a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Project QA","WM 10","Job Details"
"52b616da-333a-4f4c-a76c-7ef83e1f2188","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 11"
"325d7ab7-7968-56a0-b91e-7b40dc4c48f6","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 11","Job Details"
"4d41b571-85f3-46ce-ba1a-8e4403ca4ef9","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 12"
"72adbddc-82bd-5966-b53e-79ef8b4c869e","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 12","Job Details"
"cbf1e96d-1369-488c-ac2f-fb91d531c82d","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 13"
"8d680d7d-bc75-506f-95cb-532d5af3de2f","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 13","Job Details"
"3b5f17d0-76a5-4529-b896-56f4d9c62cb7","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 14"
"17ba8f3f-3a67-59c9-9359-690413fd3769","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 14","Job Details"
"ad7cbf4c-23a1-48c0-bd24-3b058e1a9114","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 15"
"67f4eade-490b-59f8-bb66-2a4ebab2e611","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 15","Job Details"
"a9c70a9c-2666-473e-8ca0-21bdbcc2efb9","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 16"
"d37d2c19-d9ef-5ee3-a977-c0fe5e137bbc","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 16","Job Details"
"7642db4a-d1d2-49ce-bd85-088b69c3c04d","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 17"
"7b39b9b0-2965-5fa6-b188-05b4e5e2eda8","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 17","Job Details"
"7aaa4bf6-d3ac-4879-8890-0dc95cacf356","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 18"
"a8447759-d05c-59cd-a23a-5824e02e50ea","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 18","Job Details"
"9c7bcc53-d94b-4a8e-9838-c0ba12345bb1","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 19"
"d054c90f-5031-56cc-b141-ac7fd434132b","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 19","Job Details"
"b977c52a-6c90-44f0-a6ee-e280c567f6f9","","checklist-flat","pass","QA - Water Metres","checklist-flat","FALSE","FALSE","Project QA","WM 20"
"3a87699f-454b-5217-8a52-63fcf6d64ba0","","checkpoint-status","pass","","","TRUE","TRUE","Project QA","WM 20","Job Details"
