"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b7fb5dcb-864d-4df6-97e3-0c36e86f272d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"bba66228-5cbf-4ed0-a025-fd7efd218ffd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1"
"891fcc24-1c60-4bdc-8e4a-1d7735c0c195","","checklist-sectioned","work-in-progress","c71d241eff5be67b2b78867b32e286c30e424d8a15b1441cd158a6f013a6a5cd","checklist","FALSE","FALSE","Site QA","Level 1","External"
"44fe3c77-7bbf-5177-9727-c154ba557a49","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 1","External","Eastside"
"dcabeb6b-2a98-54d4-9fb6-ba8ed24d37a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W01","Handover"
"da13fce4-59a9-4e5a-9ac8-6c795130ad3b","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 10","1003","W05"
"13d69115-e8a6-54d1-a33e-bfa9b49d8149","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W05","Waterproofing angle completed"
"cd717c57-b762-576e-acf7-8b98afefcbb8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W05","Installation of sub-sill and caulked"
"43e74252-8b3d-524e-8738-c5a73138625a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W05","Installation of sub-head and caulked"
"cc416cfa-24aa-5b56-8468-107bddc67860","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W05","Install frames including trims to doors"
"0bd9dc27-581d-5420-b621-41d8ceabaaeb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W05","Install windows and trimming"
"07b2cf96-4f23-5551-ad72-c3868ab9ad97","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W05","Install door panels"
"2288b84a-837d-51d3-95ea-ad6d872127c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W05","Installation of all hardware"
"3e9be652-9661-52ab-8036-7fc57a8648f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W05","Ensure all external and internal angles are sealed"
"f93e79c1-4ddd-5a0f-84a6-ffb9e3bd7217","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W05","Handover"
"f461d578-6b9f-4d3a-a3a2-4366179a55a2","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 10","1003","W02"
"52e6fcc6-5f6c-5ab0-b3bd-85fa41f91fb3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W02","Waterproofing angle completed"
"1c5dee01-7d04-5397-bca8-1b918dff62fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W02","Installation of sub-sill and caulked"
"2d4c4b44-3a4d-5846-b198-bf3a5bd07a47","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W02","Installation of sub-head and caulked"
"8dbf949b-0e78-5712-883d-f49bd9da49ea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W02","Install frames including trims to doors"
"b15b44dd-003d-5e01-9253-626f1b8b3b5e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W02","Install windows and trimming"
"991d78a4-c74b-595c-9fe3-fe2f54c50302","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W02","Install door panels"
"f057b7f1-76a3-5675-a2d2-cda51340eb66","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W02","Installation of all hardware"
"5685e9ec-3dfa-5fd7-bc7a-118fd1836c08","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W02","Ensure all external and internal angles are sealed"
"0670787b-f29d-5424-9885-6c6aff4b5a58","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W02","Handover"
"b4908ffc-09f4-4722-ab4d-3c39cb9c4e08","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 10","1003","W07-B"
"1e88811e-28c9-5545-97a8-bfbb3b3b38a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W07-B","Waterproofing angle completed"
"ba38f348-1dd7-58d8-ae44-ecd57f75a78b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W07-B","Installation of sub-sill and caulked"
"d162263f-a7b2-53f3-9df8-e02af813cf54","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W07-B","Installation of sub-head and caulked"
"967dc919-1f7f-5653-8778-1de51033ddb7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W07-B","Install frames including trims to doors"
"c9c76337-0e69-5d9d-b781-2884abdaa72b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W07-B","Install windows and trimming"
"677f5345-406d-5813-8d5c-fab41028401c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W07-B","Install door panels"
"443f3aa4-b36a-5943-b46b-2047374b649e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W07-B","Installation of all hardware"
"37e45fe5-fcc6-5de0-a68e-bde6d7b868d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W07-B","Ensure all external and internal angles are sealed"
"9c478ce7-6b8c-53d8-8244-c3a8c5152f91","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1003","W07-B","Handover"
"fe8a2d8c-ebbb-4030-a999-19120b509abe","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Level 10","1004"
"4e627e51-fd82-4b18-8cc4-38ac8e7cbb97","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 10","1004","W07-B"
"f0b3f6de-f816-58e7-881c-91531e83e59f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W07-B","Waterproofing angle completed"
"37e699f7-c03f-55d7-aa7e-b9e1181dce53","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W07-B","Installation of sub-sill and caulked"
"f01d22c8-b5a6-5c91-bfba-20caf520e0d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W07-B","Installation of sub-head and caulked"
"939a8b18-6446-556a-8afa-ff44ff6c4561","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W07-B","Install frames including trims to doors"
"bf461e96-7f8d-54f2-b720-48af70c48b72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W07-B","Install windows and trimming"
"ef7d2992-0e36-52e3-aba6-f28cb095860a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W07-B","Install door panels"
"17c927af-809f-5533-9a83-829191d0f798","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W07-B","Installation of all hardware"
"567da2e3-078d-5639-ab11-6e0eb61d6cf6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W07-B","Ensure all external and internal angles are sealed"
"da0848e1-e17b-58bd-96cc-d9c3443a4227","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W07-B","Handover"
"9b69f9d9-ed09-435c-b77c-3da6de31e088","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 10","1004","W02"
"b38c9aa6-823d-5c00-944f-3b1285adbfa0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W02","Waterproofing angle completed"
"46011c98-4d98-527a-8835-504e8cec83fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W02","Installation of sub-sill and caulked"
"a75e6dd5-53a9-5d24-aa8a-d8c290676c67","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W02","Installation of sub-head and caulked"
"6a770095-afa7-5c43-9e44-4f6907b87c89","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W02","Install frames including trims to doors"
"a06d0274-5e2a-5a08-b5f1-e12a5323cc52","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W02","Install windows and trimming"
"dbdc3c9a-09c3-5763-957e-07d6e2c80662","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W02","Install door panels"
"abe742cb-f208-53d7-85a6-99caf9f79048","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W02","Installation of all hardware"
"5a861b73-1039-5599-96e2-dac6de0cc8f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W02","Ensure all external and internal angles are sealed"
"9ed737c4-1fc6-5ac0-b49c-521bd61a533f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W02","Handover"
"76da6fcb-37b6-42db-a636-8a55ba4435d6","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 10","1004","W05"
"fb796cae-5c86-57dd-b586-c2010996a373","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W05","Waterproofing angle completed"
"2889725f-06c2-509f-9fb3-0b4f23acb355","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W05","Installation of sub-sill and caulked"
"5e6f1ecc-b162-539a-b134-4652002f2ed9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W05","Installation of sub-head and caulked"
"a7265cf0-1f2d-51d1-a62a-cfad4a50baff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W05","Install frames including trims to doors"
"075c595e-ff0c-5e12-9ea0-9bd01a1559a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W05","Install windows and trimming"
"80f5adce-6099-513b-9a18-d8ec82831c39","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W05","Install door panels"
"ea6c68f6-1666-5c9d-a26f-64ac046a0a43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W05","Installation of all hardware"
"ff2ebd7a-64d0-5719-8a95-9ea23489ff21","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W05","Ensure all external and internal angles are sealed"
"57ac93b6-5ce3-5985-9873-be7383c4ac53","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W05","Handover"
"2f60c8f9-0916-4dfa-9ada-4f1a5eb4d8b5","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 10","1004","W01"
"bcb1cba7-97d9-5add-b7c2-252fa00c1b6f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W01","Waterproofing angle completed"
"efdfce72-f3a3-5297-bf20-6523ae692385","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W01","Installation of sub-sill and caulked"
"c112f6ad-905e-52b3-8e0f-d044bbf60fef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W01","Installation of sub-head and caulked"
"b9603a0b-e896-5707-909b-b62cf6000e0e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W01","Install frames including trims to doors"
"8b5a89a6-ac6a-5215-8bc4-737f3206f4cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W01","Install windows and trimming"
"765c6e3b-9461-551b-9e33-4369911b6736","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W01","Install door panels"
"6bf86024-abc9-5740-89c7-c47da853d76f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W01","Installation of all hardware"
"283c8797-e3fe-5ae3-854e-b7c62881f9b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W01","Ensure all external and internal angles are sealed"
"a72a2ff7-a6d3-551d-a8ef-6db561856194","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W01","Handover"
"620ddf70-04bb-4f51-8649-359238d5b078","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 10","1004","W30"
"d522f41a-50cc-553e-aa64-e43095016cca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W30","Waterproofing angle completed"
"cb38c60d-ea55-5353-b7fd-f73f0091d093","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W30","Installation of sub-sill and caulked"
"8cd6d027-9c11-53c4-a0ac-df8bac141b3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W30","Installation of sub-head and caulked"
"fd919c33-abae-5313-a7d1-23310bdcc32e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W30","Install frames including trims to doors"
"33d55118-8354-51ef-a663-c6e8084e1905","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W30","Install windows and trimming"
"706e80d2-3c72-5df1-896b-ed046cf5dbc0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W30","Install door panels"
"188a37bf-6fef-50f6-ae44-8e556f1adf54","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W30","Installation of all hardware"
"9d2e4ea6-4200-5ac2-8724-ea3df2594ce8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W30","Ensure all external and internal angles are sealed"
"e7f30e82-4967-56df-850e-d288945c3ea1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1004","W30","Handover"
"b9310e79-367d-4754-9801-8b95eb5675ee","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 10","1005"
"c3230f14-dd01-448d-b095-1a99d22530b0","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 10","1005","W04-L"
"d5b6a1f7-18ff-575d-b575-52f4ab4bb0a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W04-L","Waterproofing angle completed"
"9399a6a5-be28-57f9-bc65-cd77ffd20a18","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W04-L","Installation of sub-sill and caulked"
"cd926b97-d7db-5937-90ea-a83d51e03dba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W04-L","Installation of sub-head and caulked"
"a8849458-bd7b-578d-93de-559f0965dfc6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W04-L","Install frames including trims to doors"
"b8dd73d6-ff6b-5747-acd4-d09df4fa4807","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W04-L","Install windows and trimming"
"a10bdefe-bf40-566e-8524-739c529dc167","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W04-L","Install door panels"
"ea1e8477-aedf-530d-904c-651a12312f11","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W04-L","Installation of all hardware"
"77d80e5f-df76-544b-a42c-43b20e0249d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W04-L","Ensure all external and internal angles are sealed"
"e7eea003-2c13-5837-a98e-f6ce0a424655","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W04-L","Handover"
"6a203dc2-072f-4d10-8ebb-d37f7cbc2c54","","checklist-flat","not-started","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 10","1005","W02-B"
"ed2df72e-7da8-54d7-b549-87f04a8ca19e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W02-B","Waterproofing angle completed"
"df77859d-5136-584d-b970-27a967701600","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W02-B","Installation of sub-sill and caulked"
"8777558d-c667-5d27-9dea-2c9fd15b1b64","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W02-B","Installation of sub-head and caulked"
"0364ded1-f89a-5e97-8e97-1c7112b4d3f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W02-B","Install frames including trims to doors"
"add4c7e6-e946-5534-b672-08a5520595bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W02-B","Install windows and trimming"
"ad3ac988-d976-5db0-9e90-8086ed3cca4a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W02-B","Install door panels"
"cfc9ed22-f8eb-56f3-b2cb-b226bf835979","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W02-B","Installation of all hardware"
"5ff7c42a-62e1-5363-8fa4-bba938dfe0dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W02-B","Ensure all external and internal angles are sealed"
"3da416cc-b829-5ce9-98d5-604e242af05c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W02-B","Handover"
"b1fa2390-3cdb-4aa3-b8dc-af063b8c0762","","checklist-flat","work-in-progress","f3c77bb95971a3dc6374f234fe5745820ee1fbeb5b0721021b695169403b5d53","checklist-flat","FALSE","FALSE","Site QA","Level 10","1005","W20-A"
"03d1f548-35cc-52cf-8bee-cd425a05b1d0","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 10","1005","W20-A","Waterproofing angle completed"
"1339648e-6081-55d9-9b65-9f63d4cbd9dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W20-A","Installation of sub-sill and caulked"
"4486b18f-b3c7-573d-b59e-e1b451e47aed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W20-A","Installation of sub-head and caulked"
"01f04752-f9ea-5a63-b013-6ebde2c2ac06","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W20-A","Install frames including trims to doors"
"98561432-0846-5b29-9f9c-48b41c86fcc2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 10","1005","W20-A","Install windows and trimming"
