"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3e3a2d1f-150a-4120-a257-d301fd111b68","","pass","","folder","TRUE","FALSE","Block 01"
"b55b6f36-4553-42ae-90d0-ca690c332cd6","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 01","QA - Brickwork"
"318062e5-451e-4515-a750-f0b4b22c75d2","","pass","","folder","TRUE","FALSE","Block 02"
"d9e5730c-6661-483a-8a29-22626e755370","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 02","QA - Brickwork"
"2f7ebfa4-cae7-4090-a309-74a0fae1a777","","pass","","folder","TRUE","FALSE","Block C"
"8eba99b6-24ce-4a99-9895-28b1814033b7","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block C","QA - Brickwork"
"7b385c3e-3aab-4cad-8152-10b90ed5db61","","pass","","folder","TRUE","FALSE","Kahu - North- Ground Floor"
"c4f3fd60-d5f8-4039-945c-54441137dab8","","pass","QA - Brickwork","checklist","FALSE","FALSE","Kahu - North- Ground Floor","QA - Brickwork"
"60b73bf4-968b-401e-8b08-1027bc7bd3d1","","pass","","folder","TRUE","FALSE","Kahu - South - Podium Floor"
"4e2d48eb-c482-4c06-807c-85f2783b400b","","pass","QA - Brickwork","checklist","FALSE","FALSE","Kahu - South - Podium Floor","QA - Brickwork"
"6f0a810d-a515-48c1-a2ad-d7e5d155a46a","","pass","","folder","TRUE","FALSE","Kahu - North - Level 01"
"be6896e0-e5a6-438e-a14d-54675a331ef1","","pass","QA - Brickwork","checklist","FALSE","FALSE","Kahu - North - Level 01","QA - Brickwork"
"1bb98426-c898-42cb-bd80-72e9e5a1f78d","","pass","","folder","TRUE","FALSE","Kahu - South - Level 02"
"4195941c-d084-454e-907f-dbeebd669222","","pass","QA - Brickwork","checklist","FALSE","FALSE","Kahu - South - Level 02","QA - Brickwork"
"13dcbfb8-e0e2-47e0-a328-2e338a6508f1","","pass","","folder","TRUE","FALSE","Kahu - South - Level 03"
"cfcd5d4d-bf82-4755-9831-c9f82e15adc4","","pass","QA - Brickwork","checklist","FALSE","FALSE","Kahu - South - Level 03","QA - Brickwork"
"9298e839-1215-43f1-b20c-fdecf004fffa","","pass","","folder","TRUE","FALSE","Kahu - West "
"09e91339-ec2d-4ad2-aef3-e0fca71aa8b3","","pass","QA - Brickwork","checklist","FALSE","FALSE","Kahu - West ","QA - Brickwork"
"06e957db-7a1c-47e1-bfe8-dd8572c091e5","","pass","","folder","TRUE","FALSE","Kahu - East"
"a5909b08-4d13-4ab7-99fa-776a28a8bfc0","","pass","QA - Brickwork","checklist","FALSE","FALSE","Kahu - East","QA - Brickwork"
"04cd6c95-6977-43a6-80b4-355f7f4831b4","","work-in-progress","","folder","TRUE","FALSE","Kahu - North - Podium to Level 03"
"bd1d9510-2307-4b8d-86ef-47e1c027f5eb","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Kahu - North - Podium to Level 03","QA - Brickwork"
"580befec-be29-4962-a25d-c8684a967e3c","","work-in-progress","","folder","TRUE","FALSE","JUTLAND "
"e4c3bb5f-f990-4632-b81c-ed75122a1e7e","","pass","QA - Brickwork","checklist","FALSE","FALSE","JUTLAND ","QA - Brickwork-Block B"
"88d17d1a-68c0-415f-96f7-311dff15ea37","","pass","QA - Brickwork","checklist","FALSE","FALSE","JUTLAND ","QA - Brickwork- Lot1 "
"08da17d7-5f6d-4ee8-8b07-80293fe88270","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","JUTLAND ","QA - Brickwork- Lot 2"
"a8db8e1c-787e-420e-8842-2203ee0106f6","","not-started","","folder","TRUE","FALSE","KAMANA RESIDENCES"
"02a3f91e-05f5-4f50-8404-7faae1a79b18","","not-started","QA - Blocklaying","checklist","FALSE","FALSE","KAMANA RESIDENCES","QA - Blocklaying KAMANA RESIDENCES"
