"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fcb89016-bb93-45a7-9045-eead0ad95708","","work-in-progress","","folder","TRUE","FALSE","Block 01"
"ad67699e-82f3-4d4e-a0bc-17b10520c8dd","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block 01","QA - Brickwork"
"9328190f-b7e6-47c8-a3e4-68d023e0b65a","","work-in-progress","","folder","TRUE","FALSE","Block 02"
"7da1ce05-72df-41a3-9cc3-0c467f79d5bd","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block 02","QA - Brickwork"
"8866979a-29f5-400e-b809-3744c7bac352","","work-in-progress","","folder","TRUE","FALSE","Block 03"
"4f1c8a8c-77c8-4336-bdef-706ba0f3eaa8","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block 03","QA - Brickwork"
"2268d15f-a2bb-48be-ab52-c1664662c4e1","","work-in-progress","","folder","TRUE","FALSE","Block 04"
"8b4a32a7-4091-47c8-ade5-816a52f5b058","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block 04","QA - Brickwork"
"d92db000-029b-4495-b04d-51f843ac0983","","work-in-progress","","folder","TRUE","FALSE","Block 06"
"f0a5eeea-2ead-4e1b-92a3-277ed5e73161","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block 06","QA - Brickwork"
"0c759c35-c89d-4d5c-b03d-9afdd5f462fe","","work-in-progress","","folder","TRUE","FALSE","Block 05"
"10f15c98-c706-41b6-b8a5-9f95190820e6","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block 05","QA - Brickwork"
"46759f8f-df63-4021-8f7f-681cd45b7df0","","work-in-progress","","folder","TRUE","FALSE","Block 08"
"ba4f72bd-0278-4b36-91d5-f5218b2e38aa","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block 08","QA - Brickwork"
"0654b48e-2ebb-4ddc-8fa0-6b7be5d6e4bd","","work-in-progress","","folder","TRUE","FALSE","Block 07"
"74281231-87fa-441f-a978-567d7110fa4b","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block 07","QA - Brickwork"
"160980ec-9540-45e6-990c-72f9d38c72dc","","work-in-progress","","folder","TRUE","FALSE","Block 12"
"b2e1963b-7799-435e-a817-27f633e616e9","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block 12","QA - Brickwork"
"4d80bd29-21aa-47c8-abc8-7a066493a51e","","pass","","folder","TRUE","FALSE","Block 13"
"0a6c59b3-47a3-4b8c-834c-1d08819ddaa6","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 13","QA - Brickwork"
"93d93ef3-66a4-4410-b316-d6dcdcd5213c","","work-in-progress","","folder","TRUE","FALSE","Block14"
"104a97c0-42fb-4a14-aa8e-51cbe8fbf5c9","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block14","QA - Brickwork"
"1627679b-ea9a-4b9d-b3a2-2669730a4323","","work-in-progress","","folder","TRUE","FALSE","Block 15"
"cd700d05-823e-4643-82e9-6769ae9a1549","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block 15","QA - Brickwork"
"ccc2d372-e1eb-41c3-89fb-c7c600f5968e","","pass","","folder","TRUE","FALSE","Block 16"
"d91797f9-70e5-4c5c-93dc-15f4c9e60d70","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 16","QA - Brickwork"
"c260e45e-b356-4f86-ad2b-85118d4d8d2c","","pass","","folder","TRUE","FALSE","Block 17"
"cff47a7a-9d9a-451b-97fb-1a2619c24647","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 17","QA - Brickwork"
"2ddc658e-15bb-41ad-abae-4f425eb75441","","pass","","folder","TRUE","FALSE","Block 22"
"6f0fa215-7a47-4489-9e00-aee6eb58b3e0","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 22","QA - Brickwork"
"9e042996-24f2-4f2f-a144-0298fa83c0cd","","pass","","folder","TRUE","FALSE","Block 18"
"0012fa36-dd80-4459-8a0a-1f61c9d2369c","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 18","QA - Brickwork"
"80bdf110-95ba-4613-8e11-b703658303b7","","pass","","folder","TRUE","FALSE","Block 23"
"d701e4d5-6b59-4f18-a1c0-cd130debf139","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 23","QA - Brickwork"
"5b16c874-d860-48f3-a646-17eea32364ca","","pass","","folder","TRUE","FALSE","Block 24"
"c40bfc2d-08f1-4922-a007-41c378968ec6","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 24","QA - Brickwork"
"b5403fe9-5bc7-440d-ad14-c38b02159056","","pass","","folder","TRUE","FALSE","Block 21"
"6fe38202-05d6-4f00-8760-9ad3a5adedb3","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 21","QA - Brickwork"
"3d9d4429-6c0d-4207-9946-cd0f79f8a888","","pass","QA - Tiling","checklist","FALSE","FALSE","Block 21","QA - Tiling"
"48d10fdd-f31d-4276-b6df-605a53fc107d","","pass","","folder","TRUE","FALSE","Block 25"
"26198aab-d2d7-47af-a9f5-eda0b44e0408","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 25","QA - Brickwork"
"2117a26c-9975-4231-9805-341ba46c10db","","work-in-progress","","folder","TRUE","FALSE","Block 19"
"b52bc5f0-3896-44e8-a387-6772e826a51d","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 19","QA - Brickwork"
"c1a50804-c2e1-4e16-b5bf-905a2d8a1464","","work-in-progress","QA - Tiling","checklist","FALSE","FALSE","Block 19","QA - Tiling"
"e86a3597-988c-4005-8d0a-9182b1a331fa","","work-in-progress","","folder","TRUE","FALSE","Block 20"
"83308e52-40e8-47db-ac2a-a6b011aea396","","pass","QA - Brickwork","checklist","FALSE","FALSE","Block 20","QA - Brickwork"
"496d90b3-d8fe-41b2-9f9b-7df0e832f34c","","work-in-progress","QA - Tiling","checklist","FALSE","FALSE","Block 20","QA - Tiling"
"210eacb7-0255-45b3-8e6d-e8e1738f9734","","work-in-progress","","folder","TRUE","FALSE","Block 26"
"bdda4716-792f-4844-be1b-96f85a728d19","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","Block 26","QA - Brickwork"
"141527c2-feca-4482-a3ed-83154d845307","","work-in-progress","QA - Tiling","checklist","FALSE","FALSE","Block 26","QA - Tiling"
"977424c9-3cc2-4a1f-89bb-fa9099daf2ce","","work-in-progress","","folder","TRUE","FALSE","46 TAIKATA RD, TE ATATU"
"7933e75c-1f56-424e-a182-88646596295b","","work-in-progress","QA - Brickwork","checklist","FALSE","FALSE","46 TAIKATA RD, TE ATATU","QA - Brickwork Lot 4-12"
