Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Foundations,grouping,foundations,
,,Piling Platform Compaction,,piling platform compaction,
,,Building A - Zone 1,,building a,zone 1
,,Building A - Zone 2,,zone 2,building a
,,Building B - Zone 1,,building b,zone 1
,,Building B - Zone 2,,zone 2,building b
,,Stair Rafts / Core Rafts,grouping,stair rafts / core rafts,
,,Stair Raft - 6 - 11.09.2021,,stair raft - 6 - 11.09.2021,
,,CRF1 - GL 8A - 14.09.2021,,crf1 - gl 8a - 14.09.2021,
,,Stair Raft - 4 - 18.09.2021,,stair raft - 4 - 18.09.2021,
,,CRF1 - Goods Lift - 22.10.2021,,crf1 - goods lift - 22.10.2021,
,,CRF GL-1 - 26.10.2021,,crf gl-1 - 26.10.2021,
,,Cafe rafts RF3,,cafe rafts rf3,
,,Slab Pours,grouping,building-a slab pours,
,,Building A - Pour 1 - 02/09/2021,,building a - pour 1 - 02/09/2021,
,,Building A - Pour 1 - 02/09/2021,,building a - pour 1 - 02/09/2021,
,,Building A - Pour 2 - 11/09/2021,,building a - pour 2 - 11/09/2021,
,,Building A - Pour 2 - 11/09/2021,,building a - pour 2 - 11/09/2021,
,,Zone2 corridor+tank slab 24/11/2021,,zone2 corridor+tank slab 24/11/2021,
,,Zone 1A  North Corridor slabs Pour 1,,zone 1a  north corridor slabs pour 1,
,,Zone 1A  North Corridor slabs Pour 1,,zone 1a  north corridor slabs pour 1,
,,Zone 1A Corridor slab pour 2,,zone 1a corridor slab pour 2,
,,Zone 1A North slabs and Rafts connecting corridor pour 3,,zone 1a north slabs and rafts connecting corridor pour 3,
,,Zone 1A North slabs and Rafts connecting corridor pour 3,,zone 1a north slabs and rafts connecting corridor pour 3,
,,HV 1 - Lower Section - 28.08.2021,,hv 1 - lower section - 28.08.2021,
,,HV 2 - Lower Section - 15.09.2021,,hv 2 - lower section - 15.09.2021,
,,Zone 1 - Slab pour 1 - 09.10.2021,,zone 1 - slab pour 1 - 09.10.2021,
,,Zone 1 - Bicycle stand - 09.10.2021,,zone 1 - bicycle stand - 09.10.2021,
,,Zone 1 - Slab pour 2 -  13.10.2021,,zone 1 - slab pour 2 -  13.10.2021,
,,Zone 2 HV 1 - Slab Pour - 22.10.2021,,zone 2 hv 1 - slab pour - 22.10.2021,
,,Slab - Concrete Pre/Post-Pour,,slab - concrete pre/post-pour,
,,GL/13 slab pour -26/11/2021,,gl/13 slab pour -26/11/2021,
,,HV Ramp pour 26/11/2021,,hv ramp pour 26/11/2021,
,,Pedestrian ramp pour 30/11/2021,,pedestrian ramp pour 30/11/2021,
,,Lower Ground,grouping,lower ground,
,,Zone 1B,,zone 1b,lower ground
,,Zone 1E,,zone 1e,lower ground
,,Cafe,grouping,Cafe,
,,CA-EAF-G-01,,CA-EAF-G-01,Cafe
,,CA-EAF-G-02,,CA-EAF-G-02,Cafe
,,CA-OAF-G-01,,CA-OAF-G-01,Cafe
,,CA-TEF-G-01,,CA-TEF-G-01,Cafe
,,Ground,grouping,ground,
,,Zone 1A,,ground,zone 1a
,,Zone 1B,,ground,zone 1b
,,Zone 1C,,zone 1c,ground
,,Zone 1D,,zone 1d,ground
,,Zone 1E,,zone 1e,ground
,,Suspended Slab - SW Corner,,suspended slab - sw corner,
,,Level 1,grouping,level 1,
,,Zone 1A,,level 1,zone 1a
,,Zone 1B,,level 1,zone 1b
,,Zone 1C,,zone 1c,level 1
,,Zone 1D,,zone 1d,level 1
,,Zone 1E,,level 1,zone 1e
,,South Corridor Grids (12-13/A-F),,south corridor grids (12-13/a-f),
,,Level 1 North Conventional Slab,,level 1 north conventional slab,
,,Level 1 East office pt slab 2,,level 1 east office pt slab 2,
,,Level 1 PT East Slab 4,,level 1 pt east slab 4,
,,Level 2,grouping,level 2,
,,Zone 1A,,zone 1a,level 2
,,Zone 1B,,level 2,zone 1b
,,Zone 1C,,zone 1c,level 2
,,Zone 1D,,zone 1d,level 2
