"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c8c61406-73e5-4548-b89f-db4ca6da7335","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1"
"3cdae1e2-880a-4d9e-8411-c5c1c79f899e","","folder-normal","pass","","step","TRUE","FALSE","Stage 1","Item 2 -W02b"
"40dd36a2-132f-4e3b-a544-57833f8db3e6","","checklist-sectioned","pass","Commercial Checklist","checklist","FALSE","FALSE","Stage 1","Item 2 -W02b","Commercial Checklist"
"b5e09fc9-9d44-50af-9a9c-4acd752a4ee6","","checkpoint-group","pass","","","FALSE","FALSE","Stage 1","Item 2 -W02b","Commercial Checklist","Job Pre Start"
"a4a57b80-7793-5b1d-85b8-a9ba4b19b4db","","checkpoint-status","pass","","","TRUE","TRUE","Stage 1","Item 2 -W02b","Commercial Checklist","Job Pre Start","Photo of Opening (Including tapping)"
"bd5eebf2-a9bc-5862-975c-cf65ef95bd6d","","checkpoint-group","pass","","","FALSE","FALSE","Stage 1","Item 2 -W02b","Commercial Checklist","Delivery"
"a353273d-db5a-5166-906c-be894a8d4bb2","","checkpoint-status","pass","","","TRUE","TRUE","Stage 1","Item 2 -W02b","Commercial Checklist","Delivery","Photo of unit (both sides)"
"ad5b349e-4c94-517d-93b1-9227824e3256","","checkpoint-group","pass","","","FALSE","FALSE","Stage 1","Item 2 -W02b","Commercial Checklist","Installation"
"ef03e818-3eb3-582d-addd-9322a0cf1d52","","checkpoint-status","pass","","","TRUE","TRUE","Stage 1","Item 2 -W02b","Commercial Checklist","Installation","Installation"
"eb97289f-16aa-58db-9858-7810b4cd4667","","holdpoint","pass","","","TRUE","TRUE","Stage 1","Item 2 -W02b","Commercial Checklist","Installation","Sign off"
"5f30b715-e9e3-42bf-8912-bd1eae7cfcb8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1","Item 3 - W02a-D02a"
"90a45338-e4a4-49c0-8647-2cb7604a74d0","","checklist-sectioned","work-in-progress","Commercial Checklist","checklist","FALSE","FALSE","Stage 1","Item 3 - W02a-D02a","Commercial Checklist"
"c5a4d6f8-014a-54dd-abf5-bbf65a584faf","","checkpoint-group","pass","","","FALSE","FALSE","Stage 1","Item 3 - W02a-D02a","Commercial Checklist","Job Pre Start"
"11afc658-8853-5dc3-bf8f-d34eec929513","","checkpoint-status","pass","","","TRUE","TRUE","Stage 1","Item 3 - W02a-D02a","Commercial Checklist","Job Pre Start","Photo of Opening (Including tapping)"
"7572619e-4bb2-5df7-8dcf-f2b851f9c33c","","checkpoint-group","pass","","","FALSE","FALSE","Stage 1","Item 3 - W02a-D02a","Commercial Checklist","Delivery"
"27271e51-4d9d-5a73-a347-42e51e56f754","","checkpoint-status","pass","","","TRUE","TRUE","Stage 1","Item 3 - W02a-D02a","Commercial Checklist","Delivery","Photo of unit (both sides)"
"a0e803ef-602c-5ab1-8973-fc77d9645949","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Stage 1","Item 3 - W02a-D02a","Commercial Checklist","Installation"
"d77fffac-6925-5bb7-ac94-3eb59f0d1afd","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Stage 1","Item 3 - W02a-D02a","Commercial Checklist","Installation","Installation"
"2f75f7ef-949b-5504-b158-cb233b2fb21f","","holdpoint","work-in-progress","","","TRUE","TRUE","Stage 1","Item 3 - W02a-D02a","Commercial Checklist","Installation","Sign off"
"da35a387-e905-4f7d-a92e-0126af1907db","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1","Item 4 - w01a"
"0bee0a32-af2b-4317-a6fd-a08663ee2455","","checklist-sectioned","work-in-progress","Commercial Checklist","checklist","FALSE","FALSE","Stage 1","Item 4 - w01a","Commercial Checklist"
"23a7c303-e11e-5f2d-adc7-d8b548e03b8e","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Stage 1","Item 4 - w01a","Commercial Checklist","Job Pre Start"
"a3d07b5f-b107-50b0-a44c-10bec79f3ee5","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Stage 1","Item 4 - w01a","Commercial Checklist","Job Pre Start","Photo of Opening (Including tapping)"
"3f74d1ad-a26c-52b5-9823-30c7cf077b00","","checkpoint-group","not-started","","","FALSE","FALSE","Stage 1","Item 4 - w01a","Commercial Checklist","Delivery"
"9987dfaf-b17b-52d9-b5d3-abf80790579e","","checkpoint-status","not-started","","","TRUE","TRUE","Stage 1","Item 4 - w01a","Commercial Checklist","Delivery","Photo of unit (both sides)"
"e9b4d32e-c200-5294-99f9-9bdcbf078a72","","checkpoint-group","not-started","","","FALSE","FALSE","Stage 1","Item 4 - w01a","Commercial Checklist","Installation"
"b38eb299-b4d1-5392-a8dc-f6f409ed057c","","checkpoint-status","not-started","","","TRUE","TRUE","Stage 1","Item 4 - w01a","Commercial Checklist","Installation","Installation"
"9bf12b4c-d5c1-5fd1-94ce-cf2011ee4f40","","holdpoint","not-started","","","TRUE","TRUE","Stage 1","Item 4 - w01a","Commercial Checklist","Installation","Sign off"
"ed7f4067-9ed2-4105-a53a-0d97776758d8","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","Item 5 -w02c-w02b"
"3fb77cd2-58b3-4581-9f8d-55e6cf2168ff","","checklist-sectioned","not-started","Commercial Checklist","checklist","FALSE","FALSE","Stage 1","Item 5 -w02c-w02b","Commercial Checklist"
"fe136eaa-b923-5586-b993-17ed46e76f68","","checkpoint-group","not-started","","","FALSE","FALSE","Stage 1","Item 5 -w02c-w02b","Commercial Checklist","Job Pre Start"
"6b912240-2398-539d-91eb-55f3a92044b0","","checkpoint-status","not-started","","","TRUE","TRUE","Stage 1","Item 5 -w02c-w02b","Commercial Checklist","Job Pre Start","Photo of Opening (Including tapping)"
"8cb4989f-de74-5c13-a506-24f1817dc996","","checkpoint-group","not-started","","","FALSE","FALSE","Stage 1","Item 5 -w02c-w02b","Commercial Checklist","Delivery"
"ffa177df-5388-5a61-84ea-1eb852d5a2c1","","checkpoint-status","not-started","","","TRUE","TRUE","Stage 1","Item 5 -w02c-w02b","Commercial Checklist","Delivery","Photo of unit (both sides)"
"2972c636-12ff-50cc-83e0-7b64432555d0","","checkpoint-group","not-started","","","FALSE","FALSE","Stage 1","Item 5 -w02c-w02b","Commercial Checklist","Installation"
"bb6d0e7b-0c9d-5206-8528-d44f6fe3fa8e","","checkpoint-status","not-started","","","TRUE","TRUE","Stage 1","Item 5 -w02c-w02b","Commercial Checklist","Installation","Installation"
"c187ae51-bbc7-5811-9d16-a5bd934c6b47","","holdpoint","not-started","","","TRUE","TRUE","Stage 1","Item 5 -w02c-w02b","Commercial Checklist","Installation","Sign off"
"6c8be092-9eb6-47fc-ac60-5944dc1120df","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","Item 6 - w02d"
"8faa2e84-f0d2-4a05-b60a-ebaec5d85e17","","checklist-sectioned","not-started","Commercial Checklist","checklist","FALSE","FALSE","Stage 1","Item 6 - w02d","Commercial Checklist"
"ec11e4ce-5345-58b0-a45a-927d0c1b9122","","checkpoint-group","not-started","","","FALSE","FALSE","Stage 1","Item 6 - w02d","Commercial Checklist","Job Pre Start"
"68b0a057-75c2-5a91-aad1-d071df670138","","checkpoint-status","not-started","","","TRUE","TRUE","Stage 1","Item 6 - w02d","Commercial Checklist","Job Pre Start","Photo of Opening (Including tapping)"
