"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3da7e23a-c790-40df-a5a8-f9b988f7d734","","work-in-progress","","folder","TRUE","FALSE","STANDARD 2000L DETENTION TANK LIDS"
"500ca73d-90d0-434e-a1e5-a04a33323361","","work-in-progress","","folder","TRUE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty"
"93a46e24-d897-4c90-a3e5-56fbeaffdc3f","","pass","","folder","TRUE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed"
"275ec5ce-71de-4d68-88d2-27623752bfca","","pass","8375886c9103db2086bdd4c8c065a44dfacd849f5676afe29a8ad63271482faa","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","001 L/D Standard"
"7b64212b-6608-4a7a-9a5b-1f4e79e3d901","","pass","8375886c9103db2086bdd4c8c065a44dfacd849f5676afe29a8ad63271482faa","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","002 L/D Standard"
"90c7a08e-6f30-41b9-8ab1-f2bbae941042","","pass","8375886c9103db2086bdd4c8c065a44dfacd849f5676afe29a8ad63271482faa","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","003 L/D Standard"
"d87b0eb8-1e71-4763-b6b8-39babeed2417","","pass","8375886c9103db2086bdd4c8c065a44dfacd849f5676afe29a8ad63271482faa","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","004 L/D Standard"
"88720912-3287-4376-a426-d3342c7e8e5b","","pass","8375886c9103db2086bdd4c8c065a44dfacd849f5676afe29a8ad63271482faa","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","005 L/D Standard"
"9e9722d3-b17d-46df-ac41-82fdd27b0c38","","pass","8375886c9103db2086bdd4c8c065a44dfacd849f5676afe29a8ad63271482faa","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","006 L/D Standard"
"a465be18-e515-425a-941f-87b018ec9aa3","","pass","8375886c9103db2086bdd4c8c065a44dfacd849f5676afe29a8ad63271482faa","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","007 L/D Standard"
"b322048f-20eb-4740-8724-efede2a57e39","","pass","8375886c9103db2086bdd4c8c065a44dfacd849f5676afe29a8ad63271482faa","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","008 L/D Standard "
"67d338f3-b4db-4788-8573-e25dcbe79026","","pass","8375886c9103db2086bdd4c8c065a44dfacd849f5676afe29a8ad63271482faa","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","009 L/D Standard "
"d11a18f5-e690-4664-8d19-230cce185bac","","pass","8375886c9103db2086bdd4c8c065a44dfacd849f5676afe29a8ad63271482faa","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","010 L/D Standard "
"690f40a9-0865-4a84-b356-9b8a988cdeff","","pass","8375886c9103db2086bdd4c8c065a44dfacd849f5676afe29a8ad63271482faa","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","011 L/D NO Hole "
"b8d9f2ea-c785-4935-86b5-086577ee2a6b","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","012 L/D Standard "
"f328ece2-451e-490c-8bba-92e9284f63cf","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","013 L/D Standard "
"e5299d38-de5a-4420-9f4a-d798bfaaf4b4","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","014 L/D Standard "
"8d85b331-f93e-430f-9346-d1c486ff0f27","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","015 L/D Standard "
"3c23514e-798f-4b7b-96d1-57d6e0578444","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","016 L/D Standard "
"0417a3e8-36bd-47f4-9c97-9366a60ba28f","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","017 L/D Standard "
"2371b3a0-d7e0-480b-a6aa-d217ba755ed8","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","018 L/D Standard "
"a694de4d-d898-49cf-ba9a-3d5f20b8a8bd","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","019 L/D Standard "
"879a7119-d9b0-463d-92f5-383f7cd40e04","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","020 L/D Standard "
"2e6f20e2-d9d8-463e-8fa1-5e4e1448b23c","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","021 L/D Standard "
"ae202844-8670-47cd-aa93-e5eb0b8b9db3","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","022 L/D Standard"
"d0eeb982-402b-457a-a0e5-9fed7c7da6fe","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","023 L/D Standard"
"5f2e37fc-c907-426a-90da-0b6ae3a84959","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","024 L/D Standard"
"e53c9181-d9e0-4b6c-853c-a1ef62e8944a","","pass","8fd08378f2f36ed2e48a20f3041b61dc8a9ec7e83917618ba2a9a7c832ba5eb3","checklist","FALSE","FALSE","STANDARD 2000L DETENTION TANK LIDS","Light Duty","Completed","025 L/D Standard"
