"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f3bac94e-6ca3-4eac-b07f-b30dec21dafd","","not-started","Job Details","checklist","FALSE","FALSE","Job Details"
"882b096a-7eca-4a6a-8659-cc75a19af15c","","fail","","folder","TRUE","FALSE","Rough In"
"68f5599b-a036-4689-9ebd-c2c818a1e14b","","fail","","folder","TRUE","FALSE","Rough In","BUILDING-A"
"99d60e0f-2b63-425d-bb4c-6dbe46881ed7","","fail","","folder","TRUE","FALSE","Rough In","BUILDING-A","Level-1"
"ac1b0331-e44a-405e-87b9-a444d8f9dd42","","work-in-progress","","folder","TRUE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure"
"a3a33684-e94f-4d0f-8e62-715573b51f14","","work-in-progress","","folder","TRUE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A101"
"9db10b7d-42a5-4313-a063-357bdfa371e5","","pass","Wall Closure Checklist 2 Rough In [P]","checklist","FALSE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A101","Wall Closure Checklist 2 Rough In [P]"
"08a0d04e-2db2-45f0-a5d4-5ecc6f24edeb","","not-started","Sign Off","checklist","FALSE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A101","Sign Off"
"d863cb24-a09a-44bb-a540-1ce7fa47eed4","","work-in-progress","","folder","TRUE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A102"
"8edd4b6e-84a3-4440-915f-557723b3010e","","pass","Wall Closure Checklist 2 Rough In [P]","checklist","FALSE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A102","Wall Closure Checklist 2 Rough In [P]"
"528db010-5d27-4ae1-a54a-68bde89ae1a3","","not-started","Sign Off","checklist","FALSE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A102","Sign Off"
"f75501f3-53a7-45c1-b9c5-0ce19008e2a7","","work-in-progress","","folder","TRUE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A103"
"28ef43f6-e607-495e-9c63-d95bde5859d7","","pass","Wall Closure Checklist 2 Rough In [P]","checklist","FALSE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A103","Wall Closure Checklist 2 Rough In [P]"
"632695e7-17c7-467b-a32f-483f554a9bea","","not-started","Sign Off","checklist","FALSE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A103","Sign Off"
"e705a717-6378-457e-8d34-79d32e1c7911","","work-in-progress","","folder","TRUE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A104"
"7f17755f-49bd-484d-a0c5-5f6658979c7d","","pass","Wall Closure Checklist 2 Rough In [P]","checklist","FALSE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A104","Wall Closure Checklist 2 Rough In [P]"
"2e8e04ab-6c73-462a-9f57-cc3b2ecd15e1","","not-started","Sign Off","checklist","FALSE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Wall Closure","A104","Sign Off"
"bcb89953-e31e-4f80-9794-4a66a59d9bff","","fail","","folder","TRUE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Ceiling Closure"
"887d6fb6-6e3b-4ba4-ae19-ab1be4f2ebea","","fail","","folder","TRUE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Ceiling Closure","A101"
"98b16485-f629-4e9b-8962-b16e7e3cf160","","fail","Ceiling Closure Checklist 2 Rough In [Q]","checklist","FALSE","FALSE","Rough In","BUILDING-A","Level-1","Apartment Ceiling Closure","A101","Ceiling Closure Checklist 2 Rough In [Q]"
