Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
d7356b4e-e734-5e8c-814c-cc0007b6e1a0,,pass,,checkpoint,TRUE,TRUE,Site QA,McGregor Rd/Freeway - North,1630-P200-SYM-QAC-0013 Subsoil Drainage Installation,1630-SYM-DRL-0123 - SSD Install - Freeway North On Ramp 8.2.24,4.0 Work Lot Close Out,"4.1 - Flushing of Subsoil Lines Flushed after Completion of Flushers, Outlets"
87c24d8f-068f-59d3-81b2-56f22a01ea43,,pass,,checkpoint,TRUE,TRUE,Site QA,McGregor Rd/Freeway - North,1630-P200-SYM-QAC-0013 Subsoil Drainage Installation,1630-SYM-DRL-0125 - SSD Install - Freeway North On ramp 9.2.24,4.0 Work Lot Close Out,"4.1 - Flushing of Subsoil Lines Flushed after Completion of Flushers, Outlets"
9554126c-b3ff-5f3d-8bcc-4d0e93b4b432,,pass,,checkpoint,TRUE,TRUE,Site QA,McGregor Rd/Freeway - North,1630-P200-SYM-QAC-0013 Subsoil Drainage Installation,1630-SYM-DRL-0126 - SSD Install - Freeway North 13.2.24,4.0 Work Lot Close Out,"4.1 - Flushing of Subsoil Lines Flushed after Completion of Flushers, Outlets"
8bb7cea1-c5ad-5bea-8adf-abb96ca395b8,,pass,,checkpoint,TRUE,TRUE,Site QA,McGregor Rd/Freeway - North,1630-P200-SYM-QAC-0013 Subsoil Drainage Installation,1630-SYM-DRL-0127 - SSD Install - Freeway North 14.2.24,4.0 Work Lot Close Out,"4.1 - Flushing of Subsoil Lines Flushed after Completion of Flushers, Outlets"
8d2cfa61-4c95-5cd1-9388-494ba4cba1ad,,pass,,checkpoint,TRUE,TRUE,Site QA,McGregor Rd/Freeway - North,1630-P200-SYM-QAC-0013 Subsoil Drainage Installation,1630-SYM-DRL-0128 - SSD Install - Freeway North 15.2.24,4.0 Work Lot Close Out,"4.1 - Flushing of Subsoil Lines Flushed after Completion of Flushers, Outlets"
2dbf413a-e9a1-580e-9c05-0ce7147d2db2,,pass,,checkpoint,TRUE,TRUE,Site QA,McGregor Rd/Freeway - North,1630-P200-SYM-QAC-0013 Subsoil Drainage Installation,1630-SYM-DRL-0130 - SSD Install - Freeway North 16.2.24 Smooth Type 3,4.0 Work Lot Close Out,"4.1 - Flushing of Subsoil Lines Flushed after Completion of Flushers, Outlets"
7f680868-cac9-5edc-a098-e894cba57ac3,,pass,,checkpoint,TRUE,TRUE,Site QA,McGregor Rd/Freeway - North,1630-P200-SYM-QAC-0013 Subsoil Drainage Installation,1630-SYM-DRL-0131 - SSD Install - Freeway North Entry Ramp RHS - 19.2.24,4.0 Work Lot Close Out,"4.1 - Flushing of Subsoil Lines Flushed after Completion of Flushers, Outlets"
1c78adcd-e7f9-51b4-abbd-db646f08346c,,pass,,checkpoint,TRUE,TRUE,Site QA,McGregor Rd/Freeway - North,1630-P200-SYM-QAC-0013 Subsoil Drainage Installation,1630-SYM-DRL-0137 - SSD Install - Freeway North On Ramp Interface Type 2 29.2.24,4.0 Work Lot Close Out,"4.1 - Flushing of Subsoil Lines Flushed after Completion of Flushers, Outlets"
7bf61da2-0129-5375-b2db-0ee07288853c,,pass,,checkpoint,TRUE,TRUE,Site QA,McGregor Rd/Freeway - North,1630-P200-SYM-QAC-0013 Subsoil Drainage Installation,1630-SYM-DRL-0132 - SSD Install: McGregor Road Entry Ramp Interface Type 2 23/3/24,4.0 Work Lot Close Out,"4.1 - Flushing of Subsoil Lines Flushed after Completion of Flushers, Outlets"
b50b73cf-cf9a-51ef-b51c-29c6386123ed,,pass,,checkpoint,TRUE,TRUE,Site QA,McGregor Rd/Freeway - South,1630-P200-SYM-QAC-ITP-0013 Subsurface Drainage,1630-SYM-DRL-0013 - SSD Install - McGregor South Offramp Type 3 17.07.23,4.0 Work Lot Close Out,"4.1 - Flushing of Subsoil Lines Flushed after Completion of Flushers, Outlets"
