Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Testing & Commissioning - Low Voltage Cable (Mains/Submains),,,,,,,,
,Scope,,,Testing & Commissioning,,,,
,Rows,,,,,,,
,,Terminal - Main Switchboards - EL-MSBE-01-301 (T1),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-301 (T1),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-MSBN-01-301 (T1),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-301 (T1),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-MSBE-01-401 (T2),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-401 (T2),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-MSBN-01-401 (T2),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-401 (T2),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-MSB-01-203 (T3),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-203 (T3),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-MSBE-01-203 (T3),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-203 (T3),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-MSBN-01-203 (T3),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-203 (T3),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-MSB-01-201 (PC),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-201 (PC),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-MSBE-01-201 (PC),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-201 (PC),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-MSBN-01-201 (PC),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-201 (PC),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-MSB-01-701 (COOLING),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-701 (COOLING),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-SDB-01-701 (COOLING),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-SDB-01-701 (COOLING),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-SDB-01-702 (COOLING),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-SDB-01-702 (COOLING),Low Voltage Cables (Mains/Submains)
,,Terminal - Main Switchboards - EL-SDB-01-703 (COOLING),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-SDB-01-703 (COOLING),Low Voltage Cables (Mains/Submains)
,,Terminal - House Main Distribution Boards - EL-HMDBE-01-201 - East,dynamic,Testing & Commissioning,Terminal,House Main Distribution Boards,EL-HMDBE-01-201 - East,Low Voltage Cables (Mains/Submains)
,,Terminal - House Main Distribution Boards - EL-HMDBN-01-201 - East,dynamic,Testing & Commissioning,Terminal,House Main Distribution Boards,EL-HMDBN-01-201 - East,Low Voltage Cables (Mains/Submains)
,,Terminal - House Main Distribution Boards - EL-HMDBE-02-101 - West,dynamic,Testing & Commissioning,Terminal,House Main Distribution Boards,EL-HMDBE-02-101 - West,Low Voltage Cables (Mains/Submains)
,,Terminal - House Main Distribution Boards - EL-HMDBN-02-101 - West,dynamic,Testing & Commissioning,Terminal,House Main Distribution Boards,EL-HMDBN-02-101 - West,Low Voltage Cables (Mains/Submains)
,,Terminal - Tenant Main Distribution Boards - EL-TMDB-02-101,dynamic,Testing & Commissioning,Terminal,Tenant Main Distribution Boards,EL-TMDB-02-101,Low Voltage Cables (Mains/Submains)
,,Terminal - Tenant Main Distribution Boards - EL-TMDB-02-401,dynamic,Testing & Commissioning,Terminal,Tenant Main Distribution Boards,EL-TMDB-02-401,Low Voltage Cables (Mains/Submains)
,,Terminal - Tenant Main Distribution Boards - EL-TMDB-02-501,dynamic,Testing & Commissioning,Terminal,Tenant Main Distribution Boards,EL-TMDB-02-501,Low Voltage Cables (Mains/Submains)
,,Terminal - Tenant Main Distribution Boards - EL-TMDB-02-601,dynamic,Testing & Commissioning,Terminal,Tenant Main Distribution Boards,EL-TMDB-02-601,Low Voltage Cables (Mains/Submains)
,,Terminal - Tenant Main Distribution Boards - EL-TMDB-05-101,dynamic,Testing & Commissioning,Terminal,Tenant Main Distribution Boards,EL-TMDB-05-101,Low Voltage Cables (Mains/Submains)
,,Terminal - Tenant Main Distribution Boards - EL-TMDB-05-301,dynamic,Testing & Commissioning,Terminal,Tenant Main Distribution Boards,EL-TMDB-05-301,Low Voltage Cables (Mains/Submains)
,,Terminal - Tenant Main Distribution Boards - EL-TMDB-05-401,dynamic,Testing & Commissioning,Terminal,Tenant Main Distribution Boards,EL-TMDB-05-401,Low Voltage Cables (Mains/Submains)
,,Terminal - Tenant Main Distribution Boards - EL-TMDB-05-501,dynamic,Testing & Commissioning,Terminal,Tenant Main Distribution Boards,EL-TMDB-05-501,Low Voltage Cables (Mains/Submains)
,,Terminal - Tenant Main Distribution Boards - EL-TMDB-05-601,dynamic,Testing & Commissioning,Terminal,Tenant Main Distribution Boards,EL-TMDB-05-601,Low Voltage Cables (Mains/Submains)
,,Terminal - Tenant Main Distribution Boards - EL-TMDB-06-301,dynamic,Testing & Commissioning,Terminal,Tenant Main Distribution Boards,EL-TMDB-06-301,Low Voltage Cables (Mains/Submains)
,,Terminal - UPS MDBs - EL-UPSIO-01-301 (T),dynamic,Testing & Commissioning,Terminal,UPS MDBs,EL-UPSIO-01-301 (T),Low Voltage Cables (Mains/Submains)
,,Terminal - UPS MDBs - EL-UPSIO-01-201 (PC),dynamic,Testing & Commissioning,Terminal,UPS MDBs,EL-UPSIO-01-201 (PC),Low Voltage Cables (Mains/Submains)
,,Terminal - UPS MDBs - EL-UPSIO-02-102 (PW),dynamic,Testing & Commissioning,Terminal,UPS MDBs,EL-UPSIO-02-102 (PW),Low Voltage Cables (Mains/Submains)
,,Terminal - UPS MDBs - EL-UPSIO-02-203 (PE),dynamic,Testing & Commissioning,Terminal,UPS MDBs,EL-UPSIO-02-203 (PE),Low Voltage Cables (Mains/Submains)
,,Landside - Main Switchboards - EL-MSB-02-801 (CP),dynamic,Testing & Commissioning,Landside,Main Switchboards,EL-MSB-02-801 (CP),Low Voltage Cables (Mains/Submains)
,,Landside - UPS MDBs - EL-UPSIO-02-801 (CP),dynamic,Testing & Commissioning,Landside,UPS MDBs,EL-UPSIO-02-801 (CP),Low Voltage Cables (Mains/Submains)
,,Apron - Main Switchboards - EL-MSB-02-103 (PW),dynamic,Testing & Commissioning,Apron,Main Switchboards,EL-MSB-02-103 (PW),Low Voltage Cables (Mains/Submains)
,,Apron - Main Switchboards - EL-MSBE-02-103 (PW),dynamic,Testing & Commissioning,Apron,Main Switchboards,EL-MSBE-02-103 (PW),Low Voltage Cables (Mains/Submains)
,,Apron - Main Switchboards - EL-MSBN-02-103 (PW),dynamic,Testing & Commissioning,Apron,Main Switchboards,EL-MSBN-02-103 (PW),Low Voltage Cables (Mains/Submains)
,,Apron - Main Switchboards - EL-MSB-02-205 (PE),dynamic,Testing & Commissioning,Apron,Main Switchboards,EL-MSB-02-205 (PE),Low Voltage Cables (Mains/Submains)
,,Apron - Main Switchboards - EL-MSBE-02-205 (PE),dynamic,Testing & Commissioning,Apron,Main Switchboards,EL-MSBE-02-205 (PE),Low Voltage Cables (Mains/Submains)
,,Apron - Main Switchboards - EL-MSBN-02-205 (PE),dynamic,Testing & Commissioning,Apron,Main Switchboards,EL-MSBN-02-205 (PE),Low Voltage Cables (Mains/Submains)
,,Fuel Farm - Distribution Boards - DIS-21001,dynamic,Testing & Commissioning,Fuel Farm,Distribution Boards,DIS-21001,Low Voltage Cables (Mains/Submains)
,,Fuel Farm - Distribution Boards - DIS-25001,dynamic,Testing & Commissioning,Fuel Farm,Distribution Boards,DIS-25001,Low Voltage Cables (Mains/Submains)
,,Fuel Farm - Distribution Boards - DIS-25002,dynamic,Testing & Commissioning,Fuel Farm,Distribution Boards,DIS-25002,Low Voltage Cables (Mains/Submains)
,,Fuel Farm - Distribution Boards - DIS-33001,dynamic,Testing & Commissioning,Fuel Farm,Distribution Boards,DIS-33001,Low Voltage Cables (Mains/Submains)
,,Fuel Farm - UPS MDBs - UDB-21003 [FROM MSB-1A & 1B],dynamic,Testing & Commissioning,Fuel Farm,UPS MDBs,UDB-21003 [FROM MSB-1A & 1B],Low Voltage Cables (Mains/Submains)
,Columns,,,,,,,
,,Pre-Energisation > Pre-requisite Works,,Pre-requisite Works,,,,
,,Pre-Energisation > Insulation Resistance,,Insulation Resistance,,,,
,,Pre-Energisation > Continuity Testing,,Continuity Testing,,,,
,,Energised > Phase Rotation,,Phase Rotation,,,,
,,Energised > Voltage,,Voltage,,,,
