resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Drawings ,,,,,,,,
,,step,,,Builder Works & Site Issues ,,,,,,,,
1. Builders Works & Site Issues,,checklist,,,,Builders Works ,,,,,,,
1. Builders Works & Site Issues,,checklist,,,,Site Issues ,,,,,,,
3. Drafting & Design Issues,,checklist,,,Drafting & Design Issues ,,,,,,,,
,,step,,,Defects ,,,,,,,,
,,step,,,,On-Site Defects ,,,,,,,
,,step,,,,Consultant Defects,,,,,,,
,,step,,,As-built Markups,,,,,,,,
Installation Overview,,checklist,,,Installation Progress ,,,,,,,,
Delivery Docket,,checklist,,,Delivery Dockets ,,,,,,,,
,,step,,,QA ,,,,,,,,
,,step,,,,GROUND FLOOR ZONE 01,,,,,,,
,,step,,,,,COMMS HI WALL ,,,,,,
AC High wall mounted Rough In,,checklist,,,,,,FCU-COMMS,,,,,
AC Outdoor unit (Stand Alone) Fit Off,,checklist,,,,,,ACC-COMMS,,,,,
,,step,,,,,DUCTED - NORTH,,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-NORTH - 1,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-NORTH - 2,,,,,
AC Branch Box Rough In,Branch Box Pipe & Drains,folder-with-checklists,,,,,,BRANCH,,,,,
,,step,,,,,DUCTED - EAST,,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-EAST - 1,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-EAST - 2,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-EAST - 3,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-EAST - 4,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-EAST - 5,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-EAST - 6,,,,,
Cassette Rough In,,checklist,,,,,,FCU-EAST - 7,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-EAST - 8,,,,,
AC Branch Box Rough In,Branch Box Pipe & Drains,folder-with-checklists,,,,,,BRANCH,,,,,
,,step,,,,,DUCTED - WEST ,,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-WEST - 1,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-WEST - 2,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-WEST - 3,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-WEST - 4,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-WEST - 5,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-WEST - 6,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-WEST - 8,,,,,
AC Branch Box Rough In,Branch Box Pipe & Drains,folder-with-checklists,,,,,,BRANCH,,,,,
,,step,,,,,ERV,,,,,,
ERV Rough In,,checklist,,,,,,ERV-NORTH,,,,,
ERV Rough In,,checklist,,,,,,ERV-EAST ,,,,,
ERV Rough In,,checklist,,,,,,ERV-WEST,,,,,
,,step,,,,,FAN ,,,,,,
Fans Rough In,,checklist,,,,,,GEF-01,,,,,
Fans Rough In,,checklist,,,,,,TEF-01,,,,,
,,step,,,,GROUND FLOOR ZONE 02,,,,,,,
,,step,,,,,DUCTED - SOUTH,,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-SOUTH - 1,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-SOUTH - 2,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-SOUTH - 3,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-SOUTH - 4,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-SOUTH - 5,,,,,
AC Ducted Unit Rough In,,checklist,,,,,,FCU-SOUTH - 6,,,,,
AC Branch Box Rough In,Branch Box Pipe & Drains,folder-with-checklists,,,,,,BRANCH,,,,,
,,step,,,,,ERV,,,,,,
ERV Rough In,,checklist,,,,,,ERV-NORTH,,,,,
,,step,,,,ROOF PLAN ZONE 01,,,,,,,
,,step,,,,ROOF PLAN ZONE 02,,,,,,,
,,step,,,,COMMISSIONING ,,,,,,,
,,step,,,,,ODU,,,,,,
AC Outdoor unit (Stand Alone) Commissioning,,checklist,,,,,,ACC-COMMS,,,,,
AC Outdoor unit (VRV) Commissioning,,checklist,,,,,,ACC-NORTH,,,,,
AC Outdoor unit (VRV) Commissioning,,checklist,,,,,,ACC-EAST ,,,,,
AC Outdoor unit (VRV) Commissioning,,checklist,,,,,,ACC-WEST,,,,,
AC Outdoor unit (VRV) Commissioning,,checklist,,,,,,ACC-SOUTH,,,,,
,,step,,,,,IDU,,,,,,
AC Ducted Unit Commissioning,,checklist,,,,,,FCU-NORTH - 1,,,,,
AC Ducted Unit Commissioning,,checklist,,,,,,FCU-NORTH - 2,,,,,
AC Ducted Unit Commissioning,,checklist,,,,,,FCU-EAST - 1,,,,,
AC Ducted Unit Commissioning,,checklist,,,,,,FCU-EAST - 3,,,,,
AC Ducted Unit Commissioning,,checklist,,,,,,FCU-EAST - 4,,,,,
AC Ducted Unit Commissioning,,checklist,,,,,,FCU-EAST - 5,,,,,
AC Ducted Unit Commissioning,,checklist,,,,,,FCU-EAST - 6,,,,,
Cassette Commissioning,,checklist,,,,,,FCU-EAST - 7,,,,,
AC Ducted Unit Commissioning,,checklist,,,,,,FCU-EAST - 8,,,,,
AC Ducted Unit Commissioning,,checklist,,,,,,FCU-WEST - 1,,,,,
AC Ducted Unit Commissioning,,checklist,,,,,,FCU-WEST - 2,,,,,
