"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4093c6a7-23ec-42e3-81f2-b546636cfd2a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Documentation"
"c66ab3c4-b380-4ff9-b77c-a9898479cb13","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA"
"956dfdd3-81d9-48dc-b53c-ed36e70d772f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire"
"d3703feb-b941-475c-832b-84c7e35ca765","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Infrastructure (Wet and Dry Fire)"
"4eb9d8d1-4ed2-4b70-923b-878516767f94","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Infrastructure (Wet and Dry Fire)","Tank Installation"
"002e9665-277b-4611-9904-056fedd9bc32","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","SCV"
"86a7e700-c851-423b-aabe-96c53cb58f9b","","checklist-sectioned","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","SCV","Sprinkler Control Valve"
"32c7dfc2-4cbf-4b91-98a0-d99bf6e7bd7e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH1"
"5c86c944-651d-4d99-a8ea-8dd8b672f893","","checklist-sectioned","not-started","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH1","Pre-Action Valve"
"701f591f-a032-4236-a72d-3997a722cc82","","checklist-sectioned","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH1","Sprinkler Installation/Fitoff"
"26a89380-0e59-4755-9722-2f6705d43efd","","checklist-sectioned","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH1","Sprinkler & Hydrant Hydrostatic Test"
"cd2d65c2-1d5c-4b7b-9fbd-0ac6a73f570a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH5"
"7825a14c-0de3-4703-b31e-0f115b449621","","checklist-sectioned","work-in-progress","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH5","Pre-Action Valve"
"37ee3be3-1e3a-456b-a68e-1b1a6c600ae6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH8"
"be43eb65-5f8f-4ff0-8788-daefa0462443","","checklist-sectioned","work-in-progress","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH8","Pre-Action Valve"
"5f8db502-6964-4025-94f3-fa0884600323","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.LV7"
"439933d2-dc2d-4232-9585-4accb6b04119","","checklist-sectioned","work-in-progress","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.LV7","Pre-Action Valve"
"89f32965-8f99-4bf7-840b-e7bc56f9c7c9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH7"
"c4191437-f940-4f18-ade7-966d610ef486","","checklist-sectioned","work-in-progress","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH7","Pre-Action Valve"
"b11cb09f-80d4-4c5e-96d4-0d33cd4e80a4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.LV4"
"49ba5eda-c780-4df2-8cd0-4c14466be5cf","","checklist-sectioned","work-in-progress","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.LV4","Pre-Action Valve"
"83109434-cf89-4c9b-bd66-b71fe7ec972f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH4"
"b4fb9eac-5eda-4335-9e6f-2385c5add4fc","","checklist-sectioned","work-in-progress","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH4","Pre-Action Valve"
"cb869891-2cdf-4ae3-ae68-4ffaed122aba","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.LV1"
"916e876e-36fb-4064-8f97-7e2f6a831663","","checklist-sectioned","work-in-progress","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.LV1","Pre-Action Valve"
"0bd940ef-7a39-4f66-8ed6-a08c4ad05587","","checklist-sectioned","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.LV1","Sprinkler Installation/Fitoff"
"1397fb2b-8c06-445a-8390-95306c19c9e0","","checklist-sectioned","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.LV1","Sprinkler & Hydrant Hydrostatic Test"
"5fceb90e-96d0-4eb1-aa86-31559e3d04d3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH2"
"a43a6d64-4eb4-42cf-863d-6aec2be72d7a","","checklist-sectioned","not-started","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH2","Pre-Action Valve"
"e117c543-f5dd-405e-a9f1-21159e88477b","","checklist-sectioned","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH2","Sprinkler Installation/Fitoff"
"e87d5884-eae4-4a89-9b2b-38509371a44e","","checklist-sectioned","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.DH2","Sprinkler & Hydrant Hydrostatic Test"
"31f2962b-75ea-47d1-9162-d9aebec25999","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.MMR120"
"6cd0ae20-d93c-4e74-a0ac-14b0f2c30080","","checklist-sectioned","work-in-progress","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.MMR120","Pre-Action Valve"
"59af8a0e-d7eb-46d2-955b-1360bbc45632","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.MMR110"
"bd7230d7-a62a-4ba7-85fa-917ff161d23a","","checklist-sectioned","work-in-progress","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.MMR110","Pre-Action Valve"
"6ffcb8df-08f4-4b57-b05d-5df951f75df9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.MMR220"
"bea00dba-eadc-4e8d-b542-af560bd86ad1","","checklist-sectioned","work-in-progress","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.MMR220","Pre-Action Valve"
"b746f187-e807-4e17-ab9a-a5702a886d6a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.MMR210"
"4da3a099-c83d-45ff-84e3-19d1bca78508","","checklist-sectioned","work-in-progress","ITP/R Test Report Pre-Action System (V.260521)","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Pre-Action Sprinkler Control Valve Assembly 1 (East)","PAV.MMR210","Pre-Action Valve"
"f6275479-c642-4582-9389-bae8ce5cfc46","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Ground Floor (FSW-ITR-100)"
"31e19259-5c4f-4586-986c-999eb6b1767f","","checklist-sectioned","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Ground Floor (FSW-ITR-100)","Hydrant Installation"
"ef23ade3-ac65-48ee-99a9-4151c9be38ab","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Ground Floor (FSW-ITR-100)","Circulation (Wet)"
"3208d3a2-aaa6-4353-9dbc-2bddb6f49167","","checklist-sectioned","pass","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Ground Floor (FSW-ITR-100)","Circulation (Wet)","Sprinkler Installation/Fitoff"
"a0da54e6-5fba-44d3-86bb-fd8644265e6c","","checklist-sectioned","work-in-progress","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Ground Floor (FSW-ITR-100)","Circulation (Wet)","Sprinkler & Hydrant Hydrostatic Test"
"3f93a5e6-516f-4536-b7b9-d34327aeece6","","checklist-sectioned","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Ground Floor (FSW-ITR-100)","Circulation (Wet)","Sprinkler Control Valve"
"0fdb9b6c-d8e7-41e8-af99-595fd0fd459b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Ground Floor (FSW-ITR-100)","Office"
"7f3f3e10-fce5-471d-8695-f862b9a9cc0f","","checklist-sectioned","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Ground Floor (FSW-ITR-100)","Office","Sprinkler Installation/Fitoff"
"39aae4e8-20ea-44b1-8cb0-0282058e6cf2","","checklist-sectioned","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Ground Floor (FSW-ITR-100)","Office","Sprinkler & Hydrant Hydrostatic Test"
"ad7e8e2c-5b2c-454f-a219-20a18b0d5fff","","checklist-sectioned","work-in-progress","LM-FOR-30-ITR-301.1 Sprinkler Control Valve","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Ground Floor (FSW-ITR-100)","Office","Sprinkler Control Valve"
"7ddd1c0b-4551-4bfe-b495-8315f24a8d33","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Level 1 (FSW-ITR-101)"
"8e33b880-992b-40f2-9cde-3acabdbc0a69","","checklist-sectioned","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Level 1 (FSW-ITR-101)","Hydrant Installation"
"b6a32f2e-5940-42c9-86e2-301b7dfc98ba","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Level 1 (FSW-ITR-101)","Circulation (Wet)"
"9d5ce358-b807-466b-8fc6-b2b3e912ed49","","checklist-sectioned","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Level 1 (FSW-ITR-101)","Circulation (Wet)","Sprinkler Installation/Fitoff"
"d851b202-51bf-4c93-a504-939b2f0d7f76","","checklist-sectioned","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Level 1 (FSW-ITR-101)","Circulation (Wet)","Sprinkler & Hydrant Hydrostatic Test"
"77d5264a-f846-4b93-ac0e-23341507305c","","checklist-sectioned","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Level 1 (FSW-ITR-101)","Circulation (Wet)","Sprinkler Control Valve"
"9d1460de-8c5a-485c-aff5-857aa264bb2e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Level 1 (FSW-ITR-101)","Office"
"6852fcc8-d97d-403d-b4a9-9ed4b1617423","","checklist-sectioned","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Level 1 (FSW-ITR-101)","Office","Sprinkler Installation/Fitoff"
"ce60932e-3d34-4085-a80f-4aae589a5ade","","checklist-sectioned","pass","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Level 1 (FSW-ITR-101)","Office","Sprinkler & Hydrant Hydrostatic Test"
"0a43b0b8-d364-46f6-8a33-ae882773a5f2","","checklist-sectioned","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Level 1 (FSW-ITR-101)","Office","Sprinkler Control Valve"
"6c258370-0656-423f-907f-3ad978c1578d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Level 2 (FSW-ITR-102)"
"5b474d0b-0f68-4922-9834-dd63359b1122","","checklist-sectioned","not-started","LM-FOR-40-ITR-302.2 Hydrant Installation","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Level 2 (FSW-ITR-102)","Hydrant Installation"
"347ab41b-bae8-48d0-992d-cb5953850aef","","folder-normal","work-in-progress","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Level 2 (FSW-ITR-102)","Circulation (Wet)"
"7cc8df1a-5791-4b7a-8a26-1171377e7316","","checklist-sectioned","work-in-progress","LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Level 2 (FSW-ITR-102)","Circulation (Wet)","Sprinkler Installation/Fitoff"
"da5291c4-ce57-4ef0-9301-296d3c059895","","checklist-sectioned","not-started","LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Level 2 (FSW-ITR-102)","Circulation (Wet)","Sprinkler & Hydrant Hydrostatic Test"
"dc19681f-4774-48dc-85ab-43190087799d","","checklist-sectioned","not-started","LM-FOR-30-ITR-301.1 Sprinkler Control Valve","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Level 2 (FSW-ITR-102)","Circulation (Wet)","Sprinkler Control Valve"
"7cee3e08-964b-4e21-85db-48d495aee841","","folder-normal","not-started","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Level 2 (FSW-ITR-102)","Office"
