Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,
,,TYPE A2(a) - Grid G-H - Ground Floor,,Bathroom,Ground Floor,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid G-H - L1,,Bathroom,L1,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid G-H - L2,,Bathroom,L2,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - Ground Floor,,Bathroom,Ground Floor,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - L1,,Bathroom,L1,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - L2,,Bathroom,L2,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - Ground Floor,,Bathroom,Ground Floor,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - L1,,Bathroom,L1,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - L2,,Bathroom,L2,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,BLOCK 3C,grouping,BLOCK 3C,,,,,,
,,TYPE A3(a) - Grid K-L - Ground Floor,,Bathroom,Ground Floor,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid K-L - L1,,Bathroom,L1,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid K-L - L2,,Bathroom,L2,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - Ground Floor,,Bathroom,Ground Floor,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - L1,,Bathroom,L1,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - L2,,Bathroom,L2,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - Ground Floor,,Bathroom,Ground Floor,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - L1,,Bathroom,L1,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - L2,,Bathroom,L2,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - Ground Floor,,Bathroom,Ground Floor,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - L1,,Bathroom,L1,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - L2,,Bathroom,L2,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,BLOCK 3D,grouping,BLOCK 3D,,,,,,
,,TYPE A3(a) - Grid P-Q - Ground Floor,,Bathroom,Ground Floor,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid P-Q - L1,,Bathroom,L1,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid P-Q - L2,,Bathroom,L2,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - Ground Floor,,Bathroom,Ground Floor,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - L1,,Bathroom,L1,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - L2,,Bathroom,L2,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid R-S - Ground Floor,,Bathroom,Ground Floor,Grid R-S,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid R-S - L1,,Bathroom,L1,Grid R-S,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid R-S - L2,,Bathroom,L2,Grid R-S,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid S-T - Ground Floor,,Bathroom,Ground Floor,Grid S-T,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid S-T - L1,,Bathroom,L1,Grid S-T,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid S-T - L2,,Bathroom,L2,Grid S-T,TYPE A3(a),Block 3D,Unit Types,Site QA
,Columns,,,,,,,,,
,,Substrate inspection,,Substrate inspection,,,,,,
,,Soundproofing (Regupol),,Soundproofing (Regupol),,,,,,
,,Waterproofing,,Waterproofing,,,,,,
,,Tiling,, Tiling,,,,,,
,,Grout and silicone,,Grout and silicone,,,,,,
,,Completion,, Completion,,,,,,
,,,,,,,,,,
Balcony Checklist,,,,,,,,,,
,Scope,,,,,,,,,
,Rows,,,,,,,,,
,,BLOCK 3A,grouping,BLOCK 3A,,,,,,
,,TYPE A3(a) - Grid A-B - Ground Floor,,Balcony,Ground Floor,Grid A-B,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid A-B - L1,,Balcony,L1,Grid A-B,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid A-B - L2,,Balcony,L2,Grid A-B,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE C - Grid B-C - Ground Floor,,Balcony,Ground Floor,Grid B-C,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid B-C - L1,,Balcony,L1,Grid B-C,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid B-C - L2,,Balcony,L2,Grid B-C,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid C-D - Ground Floor,,Balcony,Ground Floor,Grid C-D,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid C-D - L1,,Balcony,L1,Grid C-D,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid C-D - L2,,Balcony,L2,Grid C-D,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid D-E - Ground Floor,,Balcony,Ground Floor,Grid D-E,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid D-E - L1,,Balcony,L1,Grid D-E,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid D-E - L2,,Balcony,L2,Grid D-E,TYPE A3(a),Block 3A,Unit Types,Site QA
,,BLOCK 3B,grouping,BLOCK 3B,,,,,,
,,TYPE A3(a) - Grid F-G - Ground Floor,,Balcony,Ground Floor,Grid F-G,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid F-G - L1,,Balcony,L1,Grid F-G,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid F-G - L2,,Balcony,L2,Grid F-G,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid G-H - Ground Floor,,Balcony,Ground Floor,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid G-H - L1,,Balcony,L1,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid G-H - L2,,Balcony,L2,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - Ground Floor,,Balcony,Ground Floor,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - L1,,Balcony,L1,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - L2,,Balcony,L2,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - Ground Floor,,Balcony,Ground Floor,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - L1,,Balcony,L1,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - L2,,Balcony,L2,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,BLOCK 3C,grouping,BLOCK 3C,,,,,,
,,TYPE A3(a) - Grid K-L - Ground Floor,,Balcony,Ground Floor,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid K-L - L1,,Balcony,L1,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid K-L - L2,,Balcony,L2,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - Ground Floor,,Balcony,Ground Floor,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - L1,,Balcony,L1,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - L2,,Balcony,L2,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - Ground Floor,,Balcony,Ground Floor,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - L1,,Balcony,L1,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - L2,,Balcony,L2,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - Ground Floor,,Balcony,Ground Floor,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - L1,,Balcony,L1,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - L2,,Balcony,L2,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,BLOCK 3D,grouping,BLOCK 3D,,,,,,
,,TYPE A3(a) - Grid P-Q - Ground Floor,,Balcony,Ground Floor,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid P-Q - L1,,Balcony,L1,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid P-Q - L2,,Balcony,L2,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - Ground Floor,,Balcony,Ground Floor,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - L1,,Balcony,L1,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - L2,,Balcony,L2,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid R-S - Ground Floor,,Balcony,Ground Floor,Grid R-S,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid R-S - L1,,Balcony,L1,Grid R-S,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid R-S - L2,,Balcony,L2,Grid R-S,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid S-T - Ground Floor,,Balcony,Ground Floor,Grid S-T,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid S-T - L1,,Balcony,L1,Grid S-T,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid S-T - L2,,Balcony,L2,Grid S-T,TYPE A3(a),Block 3D,Unit Types,Site QA
,Columns,,,,,,,,,
,,Subtrate inspection,,Subtrate inspection,,,,,,
,,Balcony deck tiling,,Balcony deck tiling,,,,,,
,,Final check and Sign off,,Final check and Sign off,,,,,,
,,,,,,,,,,
Laundry Checklist,,,,,,,,,,
,Scope,,,,,,,,,
,Rows,,,,,,,,,
,,BLOCK 3A,grouping,BLOCK 3A,,,,,,
,,TYPE A3(a) - Grid A-B - Ground Floor,,Laundry,Ground Floor,Grid A-B,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid A-B - L1,,Laundry,L1,Grid A-B,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid A-B - L2,,Laundry,L2,Grid A-B,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE C - Grid B-C - Ground Floor,,Laundry,Ground Floor,Grid B-C,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid B-C - L1,,Laundry,L1,Grid B-C,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid B-C - L2,,Laundry,L2,Grid B-C,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid C-D - Ground Floor,,Laundry,Ground Floor,Grid C-D,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid C-D - L1,,Laundry,L1,Grid C-D,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid C-D - L2,,Laundry,L2,Grid C-D,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid D-E - Ground Floor,,Laundry,Ground Floor,Grid D-E,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid D-E - L1,,Laundry,L1,Grid D-E,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid D-E - L2,,Laundry,L2,Grid D-E,TYPE A3(a),Block 3A,Unit Types,Site QA
,,BLOCK 3B,grouping,BLOCK 3B,,,,,,
,,TYPE A3(a) - Grid F-G - Ground Floor,,Laundry,Ground Floor,Grid F-G,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid F-G - L1,,Laundry,L1,Grid F-G,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid F-G - L2,,Laundry,L2,Grid F-G,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid G-H - Ground Floor,,Laundry,Ground Floor,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid G-H - L1,,Laundry,L1,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid G-H - L2,,Laundry,L2,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - Ground Floor,,Laundry,Ground Floor,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - L1,,Laundry,L1,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - L2,,Laundry,L2,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - Ground Floor,,Laundry,Ground Floor,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - L1,,Laundry,L1,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - L2,,Laundry,L2,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,BLOCK 3C,grouping,BLOCK 3C,,,,,,
,,TYPE A3(a) - Grid K-L - Ground Floor,,Laundry,Ground Floor,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid K-L - L1,,Laundry,L1,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid K-L - L2,,Laundry,L2,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - Ground Floor,,Laundry,Ground Floor,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - L1,,Laundry,L1,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - L2,,Laundry,L2,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - Ground Floor,,Laundry,Ground Floor,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - L1,,Laundry,L1,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - L2,,Laundry,L2,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - Ground Floor,,Laundry,Ground Floor,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - L1,,Laundry,L1,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - L2,,Laundry,L2,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,BLOCK 3D,grouping,BLOCK 3D,,,,,,
,,TYPE A3(a) - Grid P-Q - Ground Floor,,Laundry,Ground Floor,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid P-Q - L1,,Laundry,L1,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid P-Q - L2,,Laundry,L2,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - Ground Floor,,Laundry,Ground Floor,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - L1,,Laundry,L1,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - L2,,Laundry,L2,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid R-S - Ground Floor,,Laundry,Ground Floor,Grid R-S,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid R-S - L1,,Laundry,L1,Grid R-S,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid R-S - L2,,Laundry,L2,Grid R-S,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid S-T - Ground Floor,,Laundry,Ground Floor,Grid S-T,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid S-T - L1,,Laundry,L1,Grid S-T,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid S-T - L2,,Laundry,L2,Grid S-T,TYPE A3(a),Block 3D,Unit Types,Site QA
,Columns,,,,,,,,,
,,Substrate inspection,,Substrate inspection,,,,,,
,,Soundproofing (Regupol),,Soundproofing (Regupol),,,,,,
,,Waterproofing,,Waterproofing,,,,,,
,,Tiling,, Tiling,,,,,,
,,Grout and silicone,,Grout and silicone,,,,,,
,,Completion,, Completion,,,,,,
,,,,,,,,,,
Kitchen / Vanity Splashback Checklist,,,,,,,,,,
,Scope,,,,,,,,,
,Rows,,,,,,,,,
,,BLOCK 3A,grouping,BLOCK 3A,,,,,,
,,TYPE A3(a) - Grid A-B - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid A-B,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid A-B - L1,,Kitchen splashback / Vanity Splashback,L1,Grid A-B,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid A-B - L2,,Kitchen splashback / Vanity Splashback,L2,Grid A-B,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE C - Grid B-C - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid B-C,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid B-C - L1,,Kitchen splashback / Vanity Splashback,L1,Grid B-C,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid B-C - L2,,Kitchen splashback / Vanity Splashback,L2,Grid B-C,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid C-D - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid C-D,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid C-D - L1,,Kitchen splashback / Vanity Splashback,L1,Grid C-D,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE C - Grid C-D - L2,,Kitchen splashback / Vanity Splashback,L2,Grid C-D,TYPE C,Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid D-E - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid D-E,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid D-E - L1,,Kitchen splashback / Vanity Splashback,L1,Grid D-E,TYPE A3(a),Block 3A,Unit Types,Site QA
,,TYPE A3(a) - Grid D-E - L2,,Kitchen splashback / Vanity Splashback,L2,Grid D-E,TYPE A3(a),Block 3A,Unit Types,Site QA
,,BLOCK 3B,grouping,BLOCK 3B,,,,,,
,,TYPE A3(a) - Grid F-G - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid F-G,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid F-G - L1,,Kitchen splashback / Vanity Splashback,L1,Grid F-G,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid F-G - L2,,Kitchen splashback / Vanity Splashback,L2,Grid F-G,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid G-H - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid G-H - L1,,Kitchen splashback / Vanity Splashback,L1,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid G-H - L2,,Kitchen splashback / Vanity Splashback,L2,Grid G-H,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - L1,,Kitchen splashback / Vanity Splashback,L1,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A2(a) - Grid H-I - L2,,Kitchen splashback / Vanity Splashback,L2,Grid H-I,TYPE A2(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - L1,,Kitchen splashback / Vanity Splashback,L1,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,TYPE A3(a) - Grid I-J - L2,,Kitchen splashback / Vanity Splashback,L2,Grid I-J,TYPE A3(a),Block 3B,Unit Types,Site QA
,,BLOCK 3C,grouping,BLOCK 3C,,,,,,
,,TYPE A3(a) - Grid K-L - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid K-L - L1,,Kitchen splashback / Vanity Splashback,L1,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid K-L - L2,,Kitchen splashback / Vanity Splashback,L2,Grid K-L,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - L1,,Kitchen splashback / Vanity Splashback,L1,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid L-M - L2,,Kitchen splashback / Vanity Splashback,L2,Grid L-M,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - L1,,Kitchen splashback / Vanity Splashback,L1,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE C - Grid M-N - L2,,Kitchen splashback / Vanity Splashback,L2,Grid M-N,TYPE C,Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - L1,,Kitchen splashback / Vanity Splashback,L1,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,TYPE A3(a) - Grid N-O - L2,,Kitchen splashback / Vanity Splashback,L2,Grid N-O,TYPE A3(a),Block 3C,Unit Types,Site QA
,,BLOCK 3D,grouping,BLOCK 3D,,,,,,
,,TYPE A3(a) - Grid P-Q - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid P-Q - L1,,Kitchen splashback / Vanity Splashback,L1,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A3(a) - Grid P-Q - L2,,Kitchen splashback / Vanity Splashback,L2,Grid P-Q,TYPE A3(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - L1,,Kitchen splashback / Vanity Splashback,L1,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid Q-R - L2,,Kitchen splashback / Vanity Splashback,L2,Grid Q-R,TYPE A2(a),Block 3D,Unit Types,Site QA
,,TYPE A2(a) - Grid R-S - Ground Floor,,Kitchen splashback / Vanity Splashback,Ground Floor,Grid R-S,TYPE A2(a),Block 3D,Unit Types,Site QA
