"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"eb83700c-4f59-41d2-b2ee-151f752e8a07","","not-started","","folder","TRUE","FALSE","On Site QA"
"fe80c6c1-cef8-4ea0-be24-c4e665c075ea","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building"
"1e58e638-9ca2-4763-aff0-78c68f87b5f1","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade"
"9d7993a5-196e-4298-9e4a-52035abb98a6","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","First Floor"
"71d8fc32-c6b1-4101-bd4b-e4cd1027cb3c","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","First Floor","Unit 106"
"0f383c82-8385-4b8d-ad29-256e8c51be22","","not-started","Stud Install checklist 1","checklist","FALSE","FALSE","On Site QA","Park Building","Balustrade","First Floor","Unit 106","Stud Install checklist 1"
"f378b1e8-02c6-4fd4-86af-517ff4bb6c4c","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","First Floor","Unit 107"
"11438280-b796-455e-bcb3-3589fdd1139a","","not-started","Stud Install checklist 1","checklist","FALSE","FALSE","On Site QA","Park Building","Balustrade","First Floor","Unit 107","Stud Install checklist 1"
"06bec375-8fc6-455b-9e6b-ec809d221c8b","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","Second Floor"
"ddd563fe-b0ca-411b-a2dc-2c4550f62422","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","Second Floor","Unit 206"
"e060a48f-7797-4f71-8ba5-0d89a46d1d00","","not-started","Stud Install checklist 1","checklist","FALSE","FALSE","On Site QA","Park Building","Balustrade","Second Floor","Unit 206","Stud Install checklist 1"
"2863a53a-d81b-43c9-9e65-a4708c3fff66","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","Second Floor","Unit 207"
"2c6e8ceb-380c-4b05-b0d4-f10876a0c8b2","","not-started","Stud Install checklist 1","checklist","FALSE","FALSE","On Site QA","Park Building","Balustrade","Second Floor","Unit 207","Stud Install checklist 1"
"2705a03a-7e6e-4d1b-96fd-27e2abfdf928","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","Third Floor"
"2ee83cdf-66a3-437f-90df-435c329cbb85","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","Third Floor","Unit 306"
"b4b40d3f-7fc6-4bb0-a856-da7ad7df39f0","","not-started","Stud Install checklist 1","checklist","FALSE","FALSE","On Site QA","Park Building","Balustrade","Third Floor","Unit 306","Stud Install checklist 1"
"293db2ac-5ceb-41ef-ac44-fa6e7d254aa0","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","Third Floor","Unit 307"
"d39d66bd-8aec-40ec-b3ac-46c9bf012b1f","","not-started","Stud Install checklist 1","checklist","FALSE","FALSE","On Site QA","Park Building","Balustrade","Third Floor","Unit 307","Stud Install checklist 1"
"4c99c474-c168-494a-9cbd-4f3e2a956576","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","Fourth Floor"
"180eb91c-7a7d-4f81-9d65-a8e527ccc8f3","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","Fourth Floor","Unit 405"
"7b8bde4c-7088-455e-ab6d-85baa16c7b2b","","not-started","Stud Install checklist 1","checklist","FALSE","FALSE","On Site QA","Park Building","Balustrade","Fourth Floor","Unit 405","Stud Install checklist 1"
"de526a6e-cab7-409a-b8e3-7d7dfb20c100","","not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Balustrade","Fourth Floor","Unit 406"
"c906184b-43d2-4167-8316-4b8baf563b78","","not-started","Stud Install checklist 1","checklist","FALSE","FALSE","On Site QA","Park Building","Balustrade","Fourth Floor","Unit 406","Stud Install checklist 1"
"ffda02e3-36c8-42e2-b8b7-b8958ae19cab","","no-status-not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Stair 1"
"d5a8416b-321c-4c49-8dda-e8f9c64e490e","","no-status-not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Stair 1","Basement - Lower Ground"
"321d4102-7322-4a49-81c8-e814d56cb966","","no-status-not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Stair 1","Lower ground - Ground"
"2a5f44b5-630c-4142-b151-2f14937e2e54","","no-status-not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Stair 1","Ground - Level 1"
"9145c860-55cb-42b6-ba82-90706b2d5b22","","no-status-not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Stair 1","Level 1 - Level 2"
"d45dd304-3828-42d2-9f5e-4505fa60c293","","no-status-not-started","","folder","TRUE","FALSE","On Site QA","Park Building","Stair 1","Level 2 - Level 3"
