Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Second Fix to Walls - Level 0 - Overall Progress,,,,,,
,Scope,,,second fix to walls,level 0,
,Rows,,,,,
,,Zone 1,dynamic,level 0,second fix to walls,zone 1
,,Zone 2,dynamic,zone 2,level 0,second fix to walls
,,Zone 3,dynamic,level 0,zone 3,second fix to walls
,,Zone 4,dynamic,level 0,second fix to walls,zone 4
,,Zone 5,dynamic,level 0,second fix to walls,zone 5
,Columns,,,,,
,,Hills Flooring,,QA - Hills Flooring,,
,,Joinery,,QA - Joinery,,
,,Hanlon Plumbing,,qa - hanlon plumbing,,
,,HelRimu,,qa - helrimu,,
,,Gilcom,,qa - gilcom,,
,,Rauland,,qa - rauland,,
,,Premier Fire,,qa - premier fire,,
,,Data Talk,,qa - data talk,,
,,Lamson,,qa - lamson,,
,,VAE,,qa - vae,,
,,LCL,,QA - LCL,,
,,,,,,
Second Fix to Walls - Level 1 - Overall Progress,,,,,,
,Scope,,,second fix to walls,level 1,
,Rows,,,,,
,,Zone 1,dynamic,level 1,second fix to walls,zone 1
,,Zone 2,dynamic,zone 2,level 1,second fix to walls
,,Zone 3,dynamic,zone 3,level 1,second fix to walls
,,Zone 4,dynamic,level 1,second fix to walls,zone 4
,Columns,,,,,
,,Hills Flooring,,QA - Hills Flooring,,
,,Joinery,,QA - Joinery,,
,,Hanlon Plumbing,,qa - hanlon plumbing,,
,,HelRimu,,qa - helrimu,,
,,Gilcom,,qa - gilcom,,
,,Rauland,,qa - rauland,,
,,Premier Fire,,qa - premier fire,,
,,Data Talk,,qa - data talk,,
,,Lamson,,qa - lamson,,
,,VAE,,qa - vae,,
,,LCL,,QA - LCL,,
,,,,,,
Second Fix to Walls - Level 2 - Overall Progress,,,,,,
,Scope,,,second fix to walls,level 2,
,Rows,,,,,
,,Zone 1,dynamic,second fix to walls,level 2,zone 1
,,Zone 2,dynamic,zone 2,second fix to walls,level 2
,,Zone 3,dynamic,zone 3,second fix to walls,level 2
,,Zone 4,dynamic,second fix to walls,zone 4,level 2
,Columns,,,,,
,,Hills Flooring,,QA - Hills Flooring,,
,,Joinery,,QA - Joinery,,
,,Hanlon Plumbing,,qa - hanlon plumbing,,
,,HelRimu,,qa - helrimu,,
,,Gilcom,,qa - gilcom,,
,,Rauland,,qa - rauland,,
,,Premier Fire,,qa - premier fire,,
,,Data Talk,,qa - data talk,,
,,Lamson,,qa - lamson,,
,,VAE,,qa - vae,,
,,LCL,,QA - LCL,,
,,,,,,
Second Fix to Walls - Level 3 - Overall Progress,,,,,,
,Scope,,,second fix to walls,level 3,
,Rows,,,,,
,,Zone 1,dynamic,second fix to walls,zone 1,level 3
,,Zone 2,dynamic,zone 2,second fix to walls,level 3
,,Zone 3,dynamic,zone 3,second fix to walls,level 3
,Columns,,,,,
,,Hills Flooring,,QA - Hills Flooring,,
,,Joinery,,QA - Joinery,,
,,Hanlon Plumbing,,qa - hanlon plumbing,,
,,HelRimu,,qa - helrimu,,
,,Gilcom,,qa - gilcom,,
,,Rauland,,qa - rauland,,
,,Premier Fire,,qa - premier fire,,
,,Data Talk,,qa - data talk,,
,,Lamson,,qa - lamson,,
,,VAE,,qa - vae,,
,,LCL,,QA - LCL,,
,,,,,,
Second Fix to Walls - Level 4 - Overall Progress,,,,,,
,Scope,,,second fix to walls,level 4,
,Rows,,,,,
,,Zone 1,dynamic,level 4,second fix to walls,zone 1
,,Zone 2,dynamic,zone 2,level 4,second fix to walls
,,Zone 3,dynamic,level 4,zone 3,second fix to walls
,Columns,,,,,
,,Hills Flooring,,QA - Hills Flooring,,
,,Joinery,,QA - Joinery,,
,,Hanlon Plumbing,,qa - hanlon plumbing,,
,,HelRimu,,qa - helrimu,,
,,Gilcom,,qa - gilcom,,
,,Rauland,,qa - rauland,,
,,Premier Fire,,qa - premier fire,,
,,Data Talk,,qa - data talk,,
,,Lamson,,qa - lamson,,
,,VAE,,qa - vae,,
,,LCL,,QA - LCL,,
,,,,,,
Second Fix to Walls - Level 5 - Overall Progress,,,,,,
,Scope,,,second fix to walls,level 5,
,Rows,,,,,
,,Level 5,dynamic,level 5,second fix to walls,
,Columns,,,,,
,,Hills Flooring,,QA - Hills Flooring,,
,,Joinery,,QA - Joinery,,
,,Hanlon Plumbing,,qa - hanlon plumbing,,
,,HelRimu,,qa - helrimu,,
,,Gilcom,,qa - gilcom,,
,,Rauland,,qa - rauland,,
,,Premier Fire,,qa - premier fire,,
,,Data Talk,,qa - data talk,,
,,Lamson,,qa - lamson,,
,,VAE,,qa - vae,,
,,LCL,,QA - LCL,,
,,,,,,
Second Fix to Walls - Level 6 - Overall Progress,,,,,,
,Scope,,,second fix to walls,level 6,
,Rows,,,,,
,,Level 6,dynamic,level 6,second fix to walls,
,Columns,,,,,
,,Hills Flooring,,QA - Hills Flooring,,
,,Joinery,,QA - Joinery,,
,,Hanlon Plumbing,,qa - hanlon plumbing,,
,,HelRimu,,qa - helrimu,,
,,Gilcom,,qa - gilcom,,
,,Rauland,,qa - rauland,,
,,Premier Fire,,qa - premier fire,,
,,Data Talk,,qa - data talk,,
,,Lamson,,qa - lamson,,
,,VAE,,qa - vae,,
,,LCL,,QA - LCL,,
