type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,QA - Production Checklist,,,,,,QA - Production Checklist,6d5b9c59-728c-47b7-a4f7-73ae4dc2da74
checkpoint,WIP Uploaded,,,,,,,
textbox,Type of Product/s:,,,,,,,
checkpoint,Materials checked,,,,,,,
checkpoint,Before shipment photo,,,,,,,
checkpoint,Shipping Photo,,,,,,,
checkpoint,Signed WIP uploaded,,,,,,,
