Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress (LG-L7),,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Lower Ground,grouping,Lower Ground,,,
,,LG02,,LG02,Lower Ground,,
,,LG03,,LG03,Lower Ground,,
,,LG05,,LG05,Lower Ground,,
,,LG07,,LG07,Lower Ground,,
,,Ground,grouping,Ground,,,
,,G01,,G01,Ground,,
,,G02,,G02,Ground,,
,,G03,,G03,Ground,,
,,G05,,G05,Ground,,
,,G06,,G06,Ground,,
,,G07,,G07,Ground,,
,,Level 1,grouping,Level 1,,,
,,101,,101,Level 1,,
,,102,,102,Level 1,,
,,103,,103,Level 1,,
,,105,,105,Level 1,,
,,106,,106,Level 1,,
,,107,,107,Level 1,,
,,108,,108,Level 1,,
,,109,,109,Level 1,,
,,110,,110,Level 1,,
,,Level 2,grouping,Level 2,,,
,,201,,201,Level 2,,
,,202,,202,Level 2,,
,,203,,203,Level 2,,
,,205,,205,Level 2,,
,,206,,206,Level 2,,
,,207,,207,Level 2,,
,,208,,208,Level 2,,
,,209,,209,Level 2,,
,,210,,210,Level 2,,
,,Level 3,grouping,Level 3,,,
,,301,,301,Level 3,,
,,302,,302,Level 3,,
,,303,,303,Level 3,,
,,305,,305,Level 3,,
,,306,,306,Level 3,,
,,307,,307,Level 3,,
,,308,,308,Level 3,,
,,309,,309,Level 3,,
,,Level 4,grouping,Level 4,,,
,,401,,401,Level 4,,
,,402,,402,Level 4,,
,,403,,403,Level 4,,
,,405,,405,Level 4,,
,,406,,406,Level 4,,
,,407,,407,Level 4,,
,,408,,408,Level 4,,
,,409,,409,Level 4,,
,,Level 5,grouping,Level 5,,,
,,501,,501,Level 5,,
,,502,,502,Level 5,,
,,503,,503,Level 5,,
,,505,,505,Level 5,,
,,506,,506,Level 5,,
,,507,,507,Level 5,,
,,508,,508,Level 5,,
,,509,,509,Level 5,,
,,Level 6,grouping,Level 6,,,
,,601,,601,Level 6,,
,,602,,602,Level 6,,
,,603,,603,Level 6,,
,,605,,605,Level 6,,
,,606,,606,Level 6,,
,,607,,607,Level 6,,
,,608,,608,Level 6,,
,,609,,609,Level 6,,
,,Level 7,grouping,Level 7,,,
,,701,,701,Level 7,,
,,702,,702,Level 7,,
,,703,,703,Level 7,,
,,705,,705,Level 7,,
,,706,,706,Level 7,,
,,707,,707,Level 7,,
,,708,,708,Level 7,,
,,709,,709,Level 7,,
,Columns,,,,,,
,,Rangehood - Airflows Before,,Airflows Before,Rangehood,,
,,Rangehood - Rectifications,,Rectifications,Rangehood,,
,,Rangehood - Airflows After,,Airflows After,Rangehood,,
,,Ensuite - Airflows Before,,Airflows Before,Ensuite,,
,,Ensuite - Rectifications,,Rectifications,Ensuite,,
,,Ensuite - Airflows After,,Airflows After,Ensuite,,
,,Bathroom - Airflows Before,,Airflows Before,Bathroom,,
,,Bathroom - Rectifications,,Rectifications,Bathroom,,
,,Bathroom - Airflows After,,Airflows After,Bathroom,,
,,Laundry - Airflows Before,,Airflows Before,Laundry,,
,,Laundry - Rectifications,,Rectifications,Laundry,,
,,Laundry - Airflows After,,Airflows After,Laundry,,
,,Fan Coil Unit - Pressures Before,,Pressures Before,Fan Coil Unit,,
,,Fan Coil Unit - Rectifications,,Rectifications,Fan Coil Unit,,
,,Fan Coil Unit - Pressures After,,Pressures After,Fan Coil Unit,,
,,,,,,,
Overall Progress (L8-15),,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Level 8,grouping,Level 8,,,
,,801,,801,Level 8,,
,,802,,802,Level 8,,
,,803,,803,Level 8,,
,,805,,805,Level 8,,
,,806,,806,Level 8,,
,,807,,807,Level 8,,
,,808,,808,Level 8,,
,,809,,809,Level 8,,
,,Level 9,grouping,Level 9,,,
,,901,,901,Level 9,,
,,902,,902,Level 9,,
,,903,,903,Level 9,,
,,905,,905,Level 9,,
,,906,,906,Level 9,,
,,907,,907,Level 9,,
,,908,,908,Level 9,,
,,909,,909,Level 9,,
,,Level 10,grouping,Level 10,,,
,,1001,,1001,Level 10,,
,,1002,,1002,Level 10,,
,,1003,,1003,Level 10,,
,,1005,,1005,Level 10,,
,,1006,,1006,Level 10,,
,,1007,,1007,Level 10,,
,,1008,,1008,Level 10,,
,,1009,,1009,Level 10,,
,,Level 11,grouping,Level 11,,,
,,1101,,1101,Level 11,,
,,1102,,1102,Level 11,,
,,1103,,1103,Level 11,,
,,1105,,1105,Level 11,,
,,1106,,1106,Level 11,,
,,1107,,1107,Level 11,,
,,1108,,1108,Level 11,,
,,1109,,1109,Level 11,,
,,Level 12,grouping,Level 12,,,
,,1201,,1201,Level 12,,
,,1202,,1202,Level 12,,
,,1203,,1203,Level 12,,
,,1205,,1205,Level 12,,
,,1206,,1206,Level 12,,
,,1207,,1207,Level 12,,
