type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Apartment ITP,,,,,,Apartment ITP
section,Rangehood,,,,,,
checkpoint,Airflows Before,,,,,,
checkpoint,Rectifications,,,,,,
checkpoint,Airflows After,,,,,,
section,Ensuite,,,,,,
checkpoint,Airflows Before,,,,,,
checkpoint,Rectifications,,,,,,
checkpoint,Airflows After,,,,,,
section,Bathroom,,,,,,
checkpoint,Airflows Before,,,,,,
checkpoint,Rectifications,,,,,,
checkpoint,Airflows After,,,,,,
section,Laundry,,,,,,
checkpoint,Airflows Before,,,,,,
checkpoint,Rectifications,,,,,,
checkpoint,Airflows After,,,,,,
section,Fan Coil Unit,,,,,,
checkpoint,Pressures Before,,,,,,
checkpoint,Rectifications,,,,,,
checkpoint,Pressures After,,,,,,
