type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,DLP - Switchboard Maintenance,,,,,,,
section,Details,,,,,,,
checkpoint-no-status,1 - Distribution Board name,,,,,,,
textbox,Distribution Board name:,,,,,,,
checkpoint,1a - Is there any sign of damage on or in the switchboard?,,,,,,,
checkpoint,"1b  - If Yes, has the damage been repaired?",,,,,,,
checkpoint,2 - Are all pole fillers installed?,,,,,,,
checkpoint,"2b - If No, Have missing pole fillers now been installed?",,,,,,,
checkpoint,3a - Is the Switchboard securely fixed to the wall?,,,,,,,
checkpoint,"3b - If no, has this been rectified?",,,,,,,
checkpoint,4a - Have all RCBO's been tested?,,,,,,,
checkpoint,4b - Have all RCBO's passed the test?,,,,,,,
checkpoint-no-status,4c - Upload RCBO test results,,,,,,,
checkpoint,5 - Has Thermal imagery been completed,,,,,,,
checkpoint-no-status,6 - Additional Comments,,,,,,,
textbox,Additional Comments:,,,,,,,
,,,,,,,,
checklist,Emergency Lighting Test,,,,,,,
section,Details,,,,,,,
checkpoint-no-status,1 - Location of Emergency Test switch,,,,,,,
textbox,Location of Emergency Test switch:,,,,,,,
checkpoint,2 - Has a 90 minute test been completed?,,,,,,,
checkpoint,3 - Have all emergency lights pass the 90 min test?,,,,,,,
checkpoint,4 - Has the emergency log book been completed?,,,,,,,
checkpoint,5 - Was a visual inspection carried out on each fitting?,,,,,,,
checkpoint-no-status,6 - Additional Comments,,,,,,,
textbox,Additional Comments:,,,,,,,
,,,,,,,,
checklist,Lighting Maintenance Check,,,,,,,
section,Details,,,,,,,
checkpoint-no-status,1 - Area of floor inspection,,,,,,,
textbox,Area of floor inspection:,,,,,,,
checkpoint,1a - Have all lights been inspected in this area?,,,,,,,
checkpoint,1b - Are all lights working?,,,,,,,
checkpoint,"1c - If no, have they been replaced / repaired",,,,,,,
checkpoint,2a - Have all lighting controls been checked?,,,,,,,
checkpoint,2b - Are all lighting controls working?,,,,,,,
checkpoint,"2c - If no, have they been replaced / repaired",,,,,,,
checkpoint-no-status,3 - Additional Comments,,,,,,,
textbox,Additional Comments:,,,,,,,
