resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Stage 5 - B03,,,,,,,,
,step,,,,Level G,,,,,,,
,step,,,,,Lobby/Stairs,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,G20,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,G21,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,G22,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,G23,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,G24,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,G25,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,G26,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,G27,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
,step,,,,,,Cavity Battens,,,,,
,step,,,,,G28,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,G29,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,G30,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,Level 1 ,,,,,,,
,step,,,,,Lobby/Stairs,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,IA120,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,IA121,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,IA122,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,STO Panel,,,,,
FC - S - STO Poly Plaster,checklist,,,,,,Cavity Battens,,,,,
,step,,,,,IA123,,,,,,
FC - S - External Plaster - Nibs & Beams,checklist,,,,,,Exterior Plastering,,,,,
