Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,
7e058ad2-ba2d-40f7-9a26-84a0794852d0,,checklist-flat,not-started,AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names),checklist-flat,FALSE,FALSE,Appselec - Site QA,Apartments,Building A,Ground,A.G.01,Commissioining
1ffd32bc-aef1-4d40-a40c-dffce03add93,,checklist-flat,not-started,AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names),checklist-flat,FALSE,FALSE,Appselec - Site QA,Apartments,Building A,Ground,A.G.02,Commissioining
79f937f2-c652-44b8-8a59-201f1c0e3d6e,,checklist-flat,not-started,AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names),checklist-flat,FALSE,FALSE,Appselec - Site QA,Apartments,Building A,Ground,A.G.03,Commissioining
9379f44f-86ed-4bd4-8630-28b8e22e2997,,checklist-flat,not-started,AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names),checklist-flat,FALSE,FALSE,Appselec - Site QA,Apartments,Building A,Ground,A.G.04,Commissioining
70ab5d1f-22d5-4866-bda9-ef36bae3503a,,checklist-flat,not-started,AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names),checklist-flat,FALSE,FALSE,Appselec - Site QA,Apartments,Building A,Ground,A.G.05,Commissioining
adf158bb-264f-488d-96a9-b5d9c7109a3d,,checklist-flat,not-started,AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names),checklist-flat,FALSE,FALSE,Appselec - Site QA,Apartments,Building A,Ground,A.G.06,Commissioining
515ecb03-bbe1-408f-bae3-3ef9ec7f9d2f,,checklist-flat,not-started,AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names),checklist-flat,FALSE,FALSE,Appselec - Site QA,Apartments,Building A,Ground,A.G.07,Commissioining
6969dabb-f7f7-49a2-a931-50ecd94a40bd,,checklist-flat,not-started,AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names),checklist-flat,FALSE,FALSE,Appselec - Site QA,Apartments,Building A,Ground,A.G.08,Commissioining
52b8e001-a559-4ed9-9d25-7fc212b26220,,checklist-flat,not-started,AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names),checklist-flat,FALSE,FALSE,Appselec - Site QA,Apartments,Building A,Ground,A.G.09,Commissioining
f6cac2dc-1039-45f1-8c4c-3f932d5ad4a8,,checklist-flat,not-started,AE-ITCX-32 - Electrical Commissioning Checklist (Rev 1 +Names),checklist-flat,FALSE,FALSE,Appselec - Site QA,Apartments,Building A,Ground,A.G.10,Commissioining
