"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9ee5df60-7cb0-4007-be40-4c8df3c2512d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"2b39ade7-19aa-40a3-91a1-23108ea5ed11","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","In Ground Works"
"a8d20df6-c078-4f16-a149-6eec1b33c499","","checklist-sectioned","work-in-progress","001 - Pre Works","checklist","FALSE","FALSE","Site QA","In Ground Works","Ground Floor"
"9971a5d7-533d-4470-9b10-a0ccd6e6e96f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","In Slab Works"
"4b934647-2c17-4fff-b477-c7b4f93dd61b","","checklist-sectioned","not-started","010 - In-Slab Works Installation","checklist","FALSE","FALSE","Site QA","In Slab Works","Ground Floor"
"5e8f636e-2522-47ce-b6cf-b9e310dfb747","","checklist-sectioned","not-started","010 - In-Slab Works Installation","checklist","FALSE","FALSE","Site QA","In Slab Works","First Floor"
"561628b8-0abe-48c2-88dc-aae7cafb08a8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains & Sub Mains Installation"
"32c54893-51f5-4128-b2bf-a83b85cd41c2","","checklist-sectioned","not-started","011 - Mains & Sub Mains Installation","checklist","FALSE","FALSE","Site QA","Mains & Sub Mains Installation","Ground Floor"
"4a0b7dd7-3a20-4aab-9cdc-f271b1e3c990","","checklist-sectioned","not-started","011 - Mains & Sub Mains Installation","checklist","FALSE","FALSE","Site QA","Mains & Sub Mains Installation","First Floor"
"cc65f6c1-e697-4931-9a2f-1f2dfd84bafd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Light & Power Rough"
"f298915b-63e0-4d89-b1d5-ecc2bcab216e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Light & Power Rough","Ground Floor"
"40a501a6-9fdd-4994-ae75-905a0bd506fa","","checklist-sectioned","not-started","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Ground Floor","Light"
"a20a1e02-761b-4920-bbe3-6777b647e130","","checklist-sectioned","not-started","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","Ground Floor","Power"
"e9907aaa-0a1c-4ff8-bed4-2879f40ae5ff","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Light & Power Rough","First Floor"
"bd811293-063d-4404-b35b-546f30c26bfe","","checklist-sectioned","not-started","004 - Lighting","checklist","FALSE","FALSE","Site QA","Light & Power Rough","First Floor","Light"
"a205d254-64c6-4d71-b9c4-f2392283a601","","checklist-sectioned","not-started","005 - Power","checklist","FALSE","FALSE","Site QA","Light & Power Rough","First Floor","Power"
"6951c538-b100-4ea7-9123-7bfae22915cc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Power, Switches & Accessories"
"1b24008a-3544-4056-bb03-5f2756e6820f","","checklist-flat","not-started","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","Ground Floor"
"4ee5798a-3f4e-43bc-81df-93a2da325b7f","","checklist-flat","not-started","012 - Fit Off Power, Switches and Accessories","checklist-flat","FALSE","FALSE","Site QA","Power, Switches & Accessories","First Floor"
"ac4798ce-d4d0-4079-a306-06e328d193ce","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Testing & Commissioning"
"9888fb74-d396-41cf-87ea-2d0ec7e96c45","","checklist-flat","not-started","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","Ground Floor"
"59e5a881-2692-4576-aea6-23d507539ad3","","checklist-flat","not-started","013 - Testing and Commissioning","checklist-flat","FALSE","FALSE","Site QA","Testing & Commissioning","First Floor"
"819a164a-bda7-4947-a2de-184942f9bd5f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Switchboard Pre-Energisation Inspections"
"6e0fe947-f978-48e2-80d1-f831e2fa6351","","checklist-sectioned","not-started","006 - Switchboard","checklist","FALSE","FALSE","Site QA","Switchboard Pre-Energisation Inspections","Ground Floor"
"f85df150-bdf6-4cf4-8b2e-738b05f2f785","","checklist-sectioned","not-started","006 - Switchboard","checklist","FALSE","FALSE","Site QA","Switchboard Pre-Energisation Inspections","First Floor"
"4eeee65c-e0c7-4b88-8f95-a9a82a2afecb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Cable Tray / Ladder"
"bf4b5109-e3de-4a4e-9c55-24fbd4602e37","","checklist-flat","not-started","014 - Cable Tray / Ladder","checklist-flat","FALSE","FALSE","Site QA","Cable Tray / Ladder","Ground Floor"
"b0fbf0fd-5973-4959-9c1a-afdb5f23faf5","","checklist-flat","not-started","014 - Cable Tray / Ladder","checklist-flat","FALSE","FALSE","Site QA","Cable Tray / Ladder","First Floor"
"070140b9-f38f-4000-bceb-74fcace0450a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Horizontal Cabling"
"522ce25a-ad07-41a7-b7bd-74f0be97c611","","checklist-sectioned","not-started","01 5 - Horizontal Cabling","checklist","FALSE","FALSE","Site QA","Horizontal Cabling","Ground Floor"
"3d648e82-8c2c-4f8b-bbf8-9386cd5957ea","","checklist-sectioned","not-started","01 5 - Horizontal Cabling","checklist","FALSE","FALSE","Site QA","Horizontal Cabling","First Floor"
