type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Weekly Timesheet,,,,,,Weekly Timesheet
checkpoint,Weekly Timesheet details - Pass once entered,,,,,,
select,Carpenters,"Dave Steenhuis, Joe Malone, Julian Watt, Luke Toohey, Marc Hampson, Michael Just, Mick Watt, Mitch Cronin, Paul Simpson, Ryan Booth, Wayne Patak, Chris Ellis, Sean J, Sam Mc, Ben K, Dave B (Dinga), Scott G, Gary Colas, Kyle Edlik, Billy Jefford, Jay Johnson, Nathan Kerger, Joel M",,,,,
select,Concreters/Steel Fixers/Labourers,"Adam Toohey, Blake Podnar, Brent Shaw, Daniel Beaumont, Daniel Gallop, Jack Woodyard, Jake Corbett-Large, James Bennett, James Tunstall, Jarryd Adaway, Liam Simpson, Liam Thomas, Pat Grech, Ryan Aquilina, Eagles, Tim Collins, Trevor Johnson, Tyson Paterson, Zac Peoples, Sean Jobling, Rod Botheras, Dylan Brown, Tom W, Bill Simpson, Mick Gabriel, Ben Fenwick, Jack B, Rossco",,,,,
checkpoint,Thursday,,,,,,
text,Date,,,,,,
select,Projects,"Alstom, Armstrong Creek Library, Bacchus Marsh Sports Stadium, Coridale Club, GMHBA Stadium, Haymes Paint, Hepburn House, Highton Geelong (Ryman), Ocean Grove, Victoria Park Pavilion, West Gate, Whitten Oval",,,,,
text,Other,,,,,,
text,Hours Worked,,,,,,
checkpoint,Friday,,,,,,
text,Date,,,,,,
select,Projects,"Alstom, Armstrong Creek Library, Bacchus Marsh Sports Stadium, Coridale Club, GMHBA Stadium, Haymes Paint, Hepburn House, Highton Geelong (Ryman), Ocean Grove, Victoria Park Pavilion, West Gate, Whitten Oval",,,,,
text,Other,,,,,,
text,Hours Worked,,,,,,
checkpoint,Saturday,,,,,,
text,Date,,,,,,
select,Projects,"Alstom, Armstrong Creek Library, Bacchus Marsh Sports Stadium, Coridale Club, GMHBA Stadium, Haymes Paint, Hepburn House, Highton Geelong (Ryman), Ocean Grove, Victoria Park Pavilion, West Gate, Whitten Oval",,,,,
text,Other,,,,,,
text,Hours Worked,,,,,,
checkpoint,Monday,,,,,,
text,Date,,,,,,
select,Projects,"Alstom, Armstrong Creek Library, Bacchus Marsh Sports Stadium, Coridale Club, GMHBA Stadium, Haymes Paint, Hepburn House, Highton Geelong (Ryman), Ocean Grove, Victoria Park Pavilion, West Gate, Whitten Oval",,,,,
text,Other,,,,,,
text,Hours Worked,,,,,,
checkpoint,Tuesday,,,,,,
text,Date,,,,,,
select,Projects,"Alstom, Armstrong Creek Library, Bacchus Marsh Sports Stadium, Coridale Club, GMHBA Stadium, Haymes Paint, Hepburn House, Highton Geelong (Ryman), Ocean Grove, Victoria Park Pavilion, West Gate, Whitten Oval",,,,,
text,Other,,,,,,
text,Hours Worked,,,,,,
checkpoint,Wednesday,,,,,,
text,Date,,,,,,
select,Projects,"Alstom, Armstrong Creek Library, Bacchus Marsh Sports Stadium, Coridale Club, GMHBA Stadium, Haymes Paint, Hepburn House, Highton Geelong (Ryman), Ocean Grove, Victoria Park Pavilion, West Gate, Whitten Oval",,,,,
text,Other,,,,,,
text,Hours Worked,,,,,,
