"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Window Wall checklist","",,,90,"Yes","Window Wall checklist","1c9f28e5-2afc-4bae-ab72-2eaf20b3ca7c"
"checkpoint-status",,"","checkpoint","Grids and RL's in place"
"checkpoint-status",,"","checkpoint","Structural tolerance check"
"checkpoint-status",,"","checkpoint","Window position / alignment"
"checkpoint-status",,"","checkpoint","Door position and allignment"
"checkpoint-status",,"","checkpoint","Swing door square and functional"
"checkpoint-status",,"","checkpoint","Swing door hardware installed"
"checkpoint-status",,"","checkpoint","Sliding doors operational"
"checkpoint-status",,"","checkpoint","Sliding door hardware"
"checkpoint-status",,"","checkpoint","No damages / scratches"
"checkpoint-status",,"","checkpoint","Window wall installed to grid and RL achieved"
"checkpoint-status",,"","checkpoint","Window wall panel square"

"checklist-flat",,"","checklist","Curtain Wall checklist","",,,196,"Yes","Curtain Wall checklist","31c1e271-8aea-4abe-bec9-5f9064db9a50"
"checkpoint-status",,"","checkpoint","Grids and RL's in place"
"checkpoint-status",,"","checkpoint","Structural tolerance check"
"checkpoint-status",,"","checkpoint","Bracket position / alignment"
"checkpoint-status",,"","checkpoint","Gutter sleeve installed"
"checkpoint-status",,"","checkpoint","Caulking of sleeves completed"
"checkpoint-status",,"","checkpoint","Fixings, castins, chemset completed"
"checkpoint-status",,"","checkpoint","Smoke flashing / insulation"
"checkpoint-status",,"","checkpoint","No damages / scratches"
"checkpoint-status",,"","checkpoint","Survey and set out"
"checkpoint-status",,"","checkpoint","Curtain wall installed to grid and RL achieved"
"checkpoint-status",,"","checkpoint","Curtain wall panel square"
"checkpoint-status",,"","checkpoint","Fin installed and fixed in correct position"

"checklist-flat",,"","checklist","Shrouds & Cladding checklist","",,,0,"Yes","Shrouds & Cladding checklist","39395868-d48d-44d9-bca5-f78bb4e79d78"
"checkpoint-status",,"","checkpoint","Shrouds & cladding installed correctly"

