type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Panel Completion,,,,,,Panel Completion Checklist
checkpoint,Panel has been installed correctly and is free from defects,,,,,,
tickbox,Window Wall,,,,,,
tickbox,Curtain Wall,,,,,,
tickbox,Fins,,,,,,
,,,,,,,
checklist,Window Wall & Curtain Wall,,,,,,Window Wall & Curtain Wall Checklist
section,Window Wall,,,,,,
checkpoint,Grids and RL's in place,,,,,,
checkpoint,Structural tolerance check,,,,,,
checkpoint,Window position / alignment,,,,,,
checkpoint,Door position and allignment,,,,,,
checkpoint,Swing door square and functional,,,,,,
checkpoint,Swing door hardware installed,,,,,,
checkpoint,Sliding doors operational,,,,,,
checkpoint,Sliding door hardware,,,,,,
checkpoint,No damages / scratches,,,,,,
checkpoint,Window wall installed to grid and RL achieved,,,,,,
checkpoint,Window wall panel square,,,,,,
section,Curtain Wall,,,,,,
checkpoint,Grids and RL's in place,,,,,,
checkpoint,Structural tolerance check,,,,,,
checkpoint,Bracket position / alignment,,,,,,
checkpoint,Gutter sleeve installed,,,,,,
checkpoint,Caulking of sleeves completed,,,,,,
checkpoint,"Fixings, castins, chemset completed",,,,,,
checkpoint,Smoke flashing / insulation,,,,,,
checkpoint,No damages / scratches,,,,,,
checkpoint,Survey and set out,,,,,,
checkpoint,Curtain wall installed to grid and RL achieved,,,,,,
checkpoint,Curtain wall panel square,,,,,,
checkpoint,Fin installed and fixed in correct position,,,,,,
section,Final Sign Off,,,,,,
checkpoint,All panels have been inspected and installed correctly.,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Window Wall,,,,,,Window Wall Checklist
checkpoint,Grids and RL's in place,,,,,,
checkpoint,Structural tolerance check,,,,,,
checkpoint,Window position / alignment,,,,,,
checkpoint,Door position and allignment,,,,,,
checkpoint,Swing door square and functional,,,,,,
checkpoint,Swing door hardware installed,,,,,,
checkpoint,Sliding doors operational,,,,,,
checkpoint,Sliding door hardware,,,,,,
checkpoint,No damages / scratches,,,,,,
checkpoint,Window wall installed to grid and RL achieved,,,,,,
checkpoint,Window wall panel square,,,,,,
,,,,,,,
checklist-flat,Curtain Wall,,,,,,Curtain Wall Checklist
checkpoint,Grids and RL's in place,,,,,,
checkpoint,Structural tolerance check,,,,,,
checkpoint,Bracket position / alignment,,,,,,
checkpoint,Gutter sleeve installed,,,,,,
checkpoint,Caulking of sleeves completed,,,,,,
checkpoint,"Fixings, castins, chemset completed",,,,,,
checkpoint,Smoke flashing / insulation,,,,,,
checkpoint,No damages / scratches,,,,,,
checkpoint,Survey and set out,,,,,,
checkpoint,Curtain wall installed to grid and RL achieved,,,,,,
checkpoint,Curtain wall panel square,,,,,,
checkpoint,Fin installed and fixed in correct position,,,,,,
,,,,,,,
checklist-flat,Shrouds & Cladding,,,,,,Shrouds & Cladding Checklist
checkpoint,Shrouds & cladding installed correctly,,,,,,
