Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Mirrored: United Lift Services - Overall Progress,,,,,
,Scope,,,United Lift Services - NextDC - M3,
,Rows,,,,
,,United Lift Services QA,grouping,United Lift Services QA,
,,Goods Lift 1 ,,Goods Lift 1 ,
,,Goods Lift 2 ,,Goods Lift 2 ,
,,Lift 3 ,,Lift 3 ,
,,Lift 4,,Lift 4,
,Columns,,,,
,,Pre-Start ,,Pre-Start ,
,,Lift Shaft,,Lift Shaft,
,,Lift Pit,,Lift Pit,
,,Hall Equipment,,Hall Equipment,
,,Lift Controller,,Lift Controller,
,,Main Circuit Breaker Panel,,Main Circuit Breaker Panel,
,,Hoisting Machine,,Hoisting Machine,
,,Machine Brake,,Machine Brake,
,,Overspeed Governor,,Overspeed Governor,
,,Counterweight,,Counterweight,
,,Car Top,,Car Top,
,,Lift Car Interior,,Lift Car Interior,
,,Protection of Conductors,,Protection of Conductors,
,,"Ride Comfort, Noise & Vibration",,"Ride Comfort, Noise & Vibration",
