resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Façade,,,,,,,,
,step,,,,Ground Level,,,,,,,
,step,,,,,North Elevation,,,,,,
FC - S - RAB,checklist,,,,,,Ecoply,,,,,
FC - S - Flashing installation ,checklist,,,,,,Flashing Installation,,,,,
FC - S - Tapes,checklist,,,,,,Tapes and Vapro Shield,,,,,
"FC - S - Windows, Sliders and Sealants",checklist,,,,,,"Windows, Sliders and Sealants",,,,,
,step,,,,,East Elevation,,,,,,
FC - S - RAB,checklist,,,,,,Ecoply,,,,,
FC - S - Flashing installation ,checklist,,,,,,Flashing Installation,,,,,
FC - S - Tapes,checklist,,,,,,Tapes and Vapro Shield,,,,,
"FC - S - Windows, Sliders and Sealants",checklist,,,,,,"Windows, Sliders and Sealants",,,,,
,step,,,,,South Elevation,,,,,,
FC - S - RAB,checklist,,,,,,Ecoply,,,,,
FC - S - Flashing installation ,checklist,,,,,,Flashing Installation,,,,,
FC - S - Tapes,checklist,,,,,,Tapes and Vapro Shield,,,,,
"FC - S - Windows, Sliders and Sealants",checklist,,,,,,"Windows, Sliders and Sealants",,,,,
,step,,,,,West Elevation,,,,,,
FC - S - RAB,checklist,,,,,,Ecoply,,,,,
FC - S - Flashing installation ,checklist,,,,,,Flashing Installation,,,,,
FC - S - Tapes,checklist,,,,,,Tapes and Vapro Shield,,,,,
"FC - S - Windows, Sliders and Sealants",checklist,,,,,,"Windows, Sliders and Sealants",,,,,
,step,,,,Level 1,,,,,,,
,step,,,,,North Elevation,,,,,,
FC - S - RAB,checklist,,,,,,Ecoply,,,,,
FC - S - Soffits ,checklist,,,,,,Soffit,,,,,
FC - S - Flashing installation ,checklist,,,,,,Flashing Installation,,,,,
FC - S - Tapes,checklist,,,,,,Tapes and Vapro Shield,,,,,
"FC - S - Windows, Sliders and Sealants",checklist,,,,,,"Windows, Sliders and Sealants",,,,,
FC - S - Hatches,checklist,,,,,,Hatches,,,,,
,step,,,,,East Elevation,,,,,,
FC - S - RAB,checklist,,,,,,Ecoply,,,,,
FC - S - Soffits ,checklist,,,,,,Soffit,,,,,
FC - S - Flashing installation ,checklist,,,,,,Flashing Installation,,,,,
FC - S - Tapes,checklist,,,,,,Tapes and Vapro Shield,,,,,
"FC - S - Windows, Sliders and Sealants",checklist,,,,,,"Windows, Sliders and Sealants",,,,,
FC - S - Hatches,checklist,,,,,,Hatches,,,,,
,step,,,,,South Elevation,,,,,,
FC - S - RAB,checklist,,,,,,Ecoply,,,,,
FC - S - Soffits ,checklist,,,,,,Soffit,,,,,
FC - S - Flashing installation ,checklist,,,,,,Flashing Installation,,,,,
FC - S - Tapes,checklist,,,,,,Tapes and Vapro Shield,,,,,
"FC - S - Windows, Sliders and Sealants",checklist,,,,,,"Windows, Sliders and Sealants",,,,,
FC - S - Hatches,checklist,,,,,,Hatches,,,,,
,step,,,,,West Elevation,,,,,,
FC - S - RAB,checklist,,,,,,Ecoply,,,,,
FC - S - Soffits ,checklist,,,,,,Soffit,,,,,
FC - S - Flashing installation ,checklist,,,,,,Flashing Installation,,,,,
FC - S - Tapes,checklist,,,,,,Tapes and Vapro Shield,,,,,
"FC - S - Windows, Sliders and Sealants",checklist,,,,,,"Windows, Sliders and Sealants",,,,,
