Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Overall Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,Block A,,block a,,,,
,,Block B,,block b,,,,
,,Block C,,block c,,,,
,,Block D,,block d,,,,
,,Block E,,block e,,,,
,,Block F,,block f,,,,
,,Drainage,,drainage.,,,,
,Columns,,,,,,,
,,Ground Floor,,ground floor,,,,
,,Drainage,,drainage,,,,
,,Level 1,,level 1,,,,
,,Sewer,,sewer,,,,
,,Stormwater,,stormwater,,,,
,,Water Mains,,water mains,,,,
,,,,,,,,
Block A Progress,,,,,,,,
,Scope,,,block a,,,,
,Rows,,,,,,,
,,Ground Floor,grouping,ground floor,,,,
,,Unit 1,,ground floor,block a,unit 1,,
,,Unit 2,,unit 2,ground floor,block a,,
,,Unit 3,,ground floor,unit 3,block a,,
,,Unit 4,,ground floor,unit 4,block a,,
,,Unit 5,,ground floor,block a,unit 5,,
,,Unit 6,,unit 6,ground floor,block a,,
,,Unit 7,,ground floor,unit 7,block a,,
,,Unit 8,,ground floor,unit 8,block a,,
,,Unit 9,,ground floor,block a,unit 9,,
,,Unit 10,,unit 10,ground floor,block a,,
,,Unit 11,,ground floor,block a,unit 11,,
,,Unit 12,,ground floor,unit 12,block a,,
,,Unit 13,,ground floor,unit 13,block a,,
,,Unit 14,,unit 14,ground floor,block a,,
,,Unit 15,,ground floor,block a,unit 15,,
,,Unit 16,,ground floor,unit 16,block a,,
,,Unit 17,,ground floor,unit 17,block a,,
,,Unit 18,,unit 18,ground floor,block a,,
,,Unit 19,,ground floor,block a,unit 19,,
,,Unit 20,,ground floor,unit 20,block a,,
,,Unit 21,,unit 21,ground floor,block a,,
,,Unit 22,,ground floor,block a,unit 22,,
,,Unit 23,,ground floor,unit 23,block a,,
,,Unit 24,,ground floor,unit 24,block a,,
,,Unit 25,,unit 25,ground floor,block a,,
,,Level 1,grouping,Level 1,,,,
,,Unit 4a,,Unit 4a,Level 1,Block A,,
,,Unit 5a,,Unit 5a,Level 1,Block A,,
,,Unit 6a,,Unit 6a,Level 1,Block A,,
,,Unit 7a,,Unit 7a,Level 1,Block A,,
,,Unit 8a,,Unit 8a,Level 1,Block A,,
,,Drainage,grouping,drainage,,,,
,,Unit 1,,drainage,block a,unit 1,,
,,Unit 2,,unit 2,drainage,block a,,
,,Unit 3,,unit 3,drainage,block a,,
,,Unit 4,,unit 4,drainage,block a,,
,,Unit 5,,drainage,block a,unit 5,,
,,Unit 6,,unit 6,drainage,block a,,
,,Unit 7,,unit 7,drainage,block a,,
,,Unit 8,,unit 8,drainage,block a,,
,,Unit 9,,drainage,block a,unit 9,,
,,Unit 10,,unit 10,drainage,block a,,
,,Unit 11,,drainage,block a,unit 11,,
,,Unit 12,,unit 12,drainage,block a,,
,,Unit 13,,unit 13,drainage,block a,,
,,Unit 14,,unit 14,drainage,block a,,
,,Unit 15,,drainage,block a,unit 15,,
,,Unit 16,,unit 16,drainage,block a,,
,,Unit 17,,unit 17,drainage,block a,,
,,Unit 18,,unit 18,drainage,block a,,
,,Unit 19,,drainage,block a,unit 19,,
,,Unit 20,,unit 20,drainage,block a,,
,,Unit 21,,unit 21,drainage,block a,,
,,Unit 22,,drainage,block a,unit 22,,
,,Unit 23,,unit 23,drainage,block a,,
,,Unit 24,,unit 24,drainage,block a,,
,,Unit 25,,unit 25,drainage,block a,,
,Columns,,,,,,,
,,Kitchen,,kitchen,,,,
,,Laundry,,Laundry,,,,
,,Toilet,,toilet,,,,
,,Whb,,whb,,,,
,,Shower,,shower,,,,
,,Hot Water Cylinder,,Hot Water Cylinder,,,,
,,Drainage,,drainage checklist,,,,
,,Cesspit,,cesspit,,,,
,,ORG,,org checklist,,,,
,,,,,,,,
Block C Progress,,,,,,,,
,Scope,,,block c,,,,
,Rows,,,,,,,
,,Ground Floor,grouping,ground floor,,,,
,,Unit 46 - Level 1,,ground floor,block c,level 1,unit 46,
,,Unit 46 - Level 2 - Main Bathroom,,ground floor,block c,main bathroom,unit 46,level 2
