Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
718eafa4-5d2f-4ebd-9445-e1409dcd8fc2,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,South,Columns,C9
7ec91202-1d92-4890-abfe-e29f86ab5877,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,South,Columns,C10
29814f0f-e1eb-4ef3-b579-5143489d2e5d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,South,Columns,C11
d92c7c52-b93a-4c5c-bf59-0e33b34cfd6a,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,South,Columns,C13
21ad67a8-2295-446c-9170-b564a33eb8f8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,West,Columns,C8
2bf6774c-a2d8-4e78-91af-3c24d6628e31,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C2
aafe84ab-314d-4f8b-a9ea-f477a1b03f7c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C4
113684e8-8966-4197-bdba-ffdf520c6ba5,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 4,North,Columns,C6
d5a7e9f0-b133-4427-9faf-b81d5a1009a1,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C9
33c6e7d9-b751-437a-bee1-261f07ada411,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C10
ca9bfd68-df2d-4130-ac16-2fac47976019,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C11
0c4792ba-3a98-4284-8520-113fec57e4a1,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,South,Columns,C13
816eaa1d-9f7e-40c0-810e-8dc9a93d1508,,folder-normal,not-applicable,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,West,Columns,C8
3ca7d3c4-129b-4080-92ca-5a1ac7570a95,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C2
717969fe-5186-448a-bed9-a4edbf580e0d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C4
8368a415-954b-4125-8ad4-5e4c9693574d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 5,North,Columns,C6
8b82a7ee-357e-4f62-8d63-d09f51d1de8d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C9
24b17450-02fc-4b5f-b8c7-61710803e256,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C10
dfb62787-59d4-4a78-ae5a-157ed3a631e4,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C11
6dc0813b-7d5a-4aa3-8bb7-392d61e0aedd,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,South,Columns,C13
953dde3a-fe15-4fd6-8bbf-afd32ed0d380,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,West,Columns,C8
d007dae0-6280-4274-a097-3b6ddb0e74d2,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Slabs & Columns,Level 6,North,Columns,C2
