"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Balcony Checklist","",,,306,"Yes","Balcony Checklist - Flinders Tower West","1a5e8d56-8334-4595-a141-60271be71575"
"checkpoint-status",,"","checkpoint","Internal and external caulking"
"checkpoint-status",,"","checkpoint","Right and left bead"
"checkpoint-status",,"","checkpoint","Glass condition"
"checkpoint-status",,"","checkpoint","Slider installed (n/a if not)"
"checkpoint-status",,"","checkpoint","Slider condition"

"checklist-sectioned",,"","checklist","Panel installation Checklist - Flinders Tower West","",,,992,"Yes","Panel installation Checklist - Flinders Tower West","652fe637-b31f-47b1-9396-534529136c1a"
"checkpoint-group",,"","section","Pre-Install"
"checkpoint-status",,"","checkpoint","Brackets are torqued (photos)."
"checkpoint-status",,"","checkpoint","Gutter plate and sleeve installed (photos)"
"checkpoint-status",,"","checkpoint","(PHOTO) BMU pin installed"
"checkpoint-status",,"","checkpoint","Cladding installed to slab edge per engineers design and checked"
"checkpoint-status",,"","checkpoint","(PHOTO) Cladding installed to Curtain Wall"
"checkpoint-status",,"","checkpoint","Cladding fixed to panel per engineers design/instruction"
"checkpoint-status",,"","checkpoint","All cladding fixing points accounted for and engaged"
"checkpoint-status",,"","checkpoint","All fixings inspected and sealed per engineers design"
"checkpoint-status",,"","checkpoint","(Photo) Cladding secure and in position prior to panel installed"
"checkpoint-status",,"","checkpoint","Cladding checked for defects"
"checkpoint-status",,"","checkpoint","Riggers checked Cladding fixings to curtain wall panel have been made per engineering and cladding is secure prior to panels being launched."
"checkpoint-group",,"","section","Install"
"checkpoint-status",,"","checkpoint","Panel in good caulking condition"
"checkpoint-status",,"","checkpoint","Protection tape in good condition"
"checkpoint-status",,"","checkpoint","No defects/scratch/dents/distortion/crack All defects will be fixed in defect stage"
"checkpoint-status",,"","checkpoint","Gaps between concrete and subsill subhead are sealed properly"
"checkpoint-status",,"","checkpoint","Sub-sill, subhead in position, check expansion bolts are used and nuts are tightened. No changes were made during installation"
"checkpoint-status",,"","checkpoint","Panel installed and fixed in position. Correct fixings are used."
"checkpoint-status",,"","checkpoint","(PHOTO) Slab edge insulation and J-hook insulation are filled and caulked properly"
"checkpoint-status",,"","checkpoint","(PHOTO) Glass / panel surface in good condition"
"checkpoint-group",,"","section","Post-Install"
"checkpoint-status",,"","checkpoint","Check weight of panel is as per schedule and enter weight below"
"text","b5f03a1b-7e1d-56b9-9ae9-8e21b6434af8","","textbox","Panel Weight",,,
"checkpoint-status",,"","checkpoint","Skirting and pelmet installed in position"
"checkpoint-status",,"","checkpoint","Window and sliding door open and close in good condition and adjusted properly"

"checklist-sectioned",,"","checklist","Panel Installation Checklist","",,,1,"Yes","Panel Installation Checklist - Flinders Tower West (old)","82515df0-2095-4a1d-abfd-b37a17dda1b9"
"checkpoint-group",,"","section","Pre-Install"
"checkpoint-status",,"","checkpoint","Brackets are torqued (photos)."
"checkpoint-status",,"","checkpoint","Gutter plate and sleeve installed (photos)"
"checkpoint-status",,"","checkpoint","(PHOTO) BMU pin installed"
