resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Site QA,,,,,,,,
,,step,,,,G01,,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Ensuite ,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Powder Room,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors (G01-201),,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,G02,,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Ensuite ,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors (G01-201),,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,G03,,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Ensuite ,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Powder Room,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors (G01-201),,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,G04,,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Ensuite ,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Powder Room,,,,,,
Wet Area Tiling – Floors (G01-201),Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
