type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Basement 5 Checklist,,,,,,Basement 5 Checklist
checkpoint,"Duct installed, sealed up and levelled",,,,,,
checkpoint,Grilles and OBD’s installed,,,,,,
checkpoint,Volume control dampers installed,,,,,,
checkpoint,Fire dampers installed and tested,,,,,,
checkpoint,Fire penetrations and fire caulking completed,,,,,,
checkpoint,Fire penetrations labelled and documented,,,,,,
checkpoint,Lobby A/C correctly installed,,,,,,
checkpoint,A/C drain installed and tested,,,,,,
checkpoint,Linear grilles installed with foam on boxes to avoid leakage,,,,,,
checkpoint,Builders works completed,,,,,,
,,,,,,,
checklist-flat,Basement 4 Checklist,,,,,,Basement 4 Checklist
checkpoint,"Duct installed, sealed up and levelled",,,,,,
checkpoint,Grilles and OBD’s installed,,,,,,
checkpoint,Volume control dampers installed,,,,,,
checkpoint,Fire dampers installed and tested,,,,,,
checkpoint,Fire penetrations and fire caulking completed,,,,,,
checkpoint,Fire penetrations labelled and documented,,,,,,
checkpoint,Lobby A/C correctly installed,,,,,,
checkpoint,A/C drain installed and tested,,,,,,
checkpoint,Linear grilles installed with foam on boxes to avoid leakage,,,,,,
checkpoint,Fans installed correctly,,,,,,
checkpoint,Fan direction is correct,,,,,,
checkpoint,MSSB installed,,,,,,
checkpoint,Builders works completed,,,,,,
,,,,,,,
checklist-flat,Basement 3 Checklist,,,,,,Basement 3 Checklist
checkpoint,"Duct installed, sealed up and levelled",,,,,,
checkpoint,Grilles and OBD’s installed,,,,,,
checkpoint,Volume control dampers installed,,,,,,
checkpoint,Fire dampers installed and tested,,,,,,
checkpoint,Fire penetrations and fire caulking completed,,,,,,
checkpoint,Fire penetrations labelled and documented,,,,,,
checkpoint,Lobby A/C correctly installed,,,,,,
checkpoint,A/C drain installed and tested,,,,,,
checkpoint,Linear grilles installed with foam on boxes to avoid leakage,,,,,,
checkpoint,Fans installed correctly,,,,,,
checkpoint,Fan direction is correct,,,,,,
checkpoint,Builders works completed,,,,,,
,,,,,,,
checklist-flat,Basement 2 Checklist,,,,,,Basement 2 Checklist
checkpoint,"Duct installed, sealed up and levelled",,,,,,
checkpoint,Grilles and OBD’s installed,,,,,,
checkpoint,Volume control dampers installed,,,,,,
checkpoint,Fire dampers installed and tested,,,,,,
checkpoint,Fire penetrations and fire caulking completed,,,,,,
checkpoint,Fire penetrations labelled and documented,,,,,,
checkpoint,Lobby A/C correctly installed,,,,,,
checkpoint,A/C drain installed and tested,,,,,,
checkpoint,Linear grilles installed with foam on boxes to avoid leakage,,,,,,
checkpoint,Fans installed correctly,,,,,,
checkpoint,Fan direction is correct,,,,,,
checkpoint,Builders works completed,,,,,,
,,,,,,,
checklist-flat,Basement 1 Checklist,,,,,,Basement 1 Checklist
checkpoint,"Duct installed, sealed up and levelled",,,,,,
checkpoint,Grilles and OBD’s installed,,,,,,
checkpoint,Volume control dampers installed,,,,,,
checkpoint,Fire dampers installed and tested,,,,,,
checkpoint,Fire penetrations and fire caulking completed,,,,,,
checkpoint,Fire penetrations labelled and documented,,,,,,
checkpoint,Lobby A/C correctly installed,,,,,,
checkpoint,A/C drain installed and tested,,,,,,
checkpoint,Linear grilles installed with foam on boxes to avoid leakage,,,,,,
checkpoint,Fans installed correctly,,,,,,
checkpoint,Fan direction is correct,,,,,,
checkpoint,Builders works completed,,,,,,
,,,,,,,
checklist-flat,Ground Floor Checklist,,,,,,Ground Floor Checklist
checkpoint,"Duct installed, sealed up and levelled",,,,,,
checkpoint,Grilles and OBD’s installed,,,,,,
checkpoint,Volume control dampers installed,,,,,,
checkpoint,Fire dampers installed and tested,,,,,,
checkpoint,Fire penetrations and fire caulking completed,,,,,,
checkpoint,Fire penetrations labelled and documented,,,,,,
checkpoint,All A/C correctly installed,,,,,,
checkpoint,A/C drains installed and tested,,,,,,
checkpoint,"Condenser water pipes installed, and pressure tested",,,,,,
checkpoint,Linear grilles installed with foam on boxes to avoid leakage,,,,,,
checkpoint,Fans installed correctly,,,,,,
checkpoint,Fan direction is correct,,,,,,
checkpoint,MSSB installed,,,,,,
checkpoint,Builders works completed,,,,,,
,,,,,,,
checklist-flat,Level 1-20 Checklist,,,,,,Level 1-20 Checklist
checkpoint,"Duct installed, sealed up and levelled",,,,,,
checkpoint,Grilles and OBD’s installed,,,,,,
checkpoint,Volume control dampers installed,,,,,,
checkpoint,Fire dampers installed and tested,,,,,,
checkpoint,Fire penetrations and fire caulking completed,,,,,,
checkpoint,Fire penetrations labelled and documented,,,,,,
checkpoint,Lobby A/C correctly installed,,,,,,
checkpoint,Lobby A/C drains installed and tested,,,,,,
checkpoint,Linear grilles installed with foam on boxes to avoid leakage,,,,,,
checkpoint,"Condenser water pipes installed, and pressure tested",,,,,,
checkpoint,Builders works completed,,,,,,
,,,,,,,
checklist-flat,Roof Checklist,,,,,,Roof Checklist
checkpoint,"Duct installed, sealed up and levelled",,,,,,
checkpoint,Duct capped and sealed from weather,,,,,,
checkpoint,Over flashings on all roof penetrations correctly installed and sealed,,,,,,
checkpoint,Cooling towers installed correctly,,,,,,
checkpoint,Chemical dosing piped up and tested,,,,,,
checkpoint,Heat pump boilers installed correctly,,,,,,
checkpoint,Pumps installed and levelled up correctly,,,,,,
checkpoint,"Condenser water pipes installed, labelled and pressure tested",,,,,,
checkpoint,Fan installed correctly,,,,,,
checkpoint,Check fan direction is correct,,,,,,
checkpoint,Volume control and non-return dampers installed,,,,,,
checkpoint,Fire penetrations and fire caulking completed,,,,,,
checkpoint,Fire penetrations labelled and documented,,,,,,
checkpoint,MSSB’s installed,,,,,,
checkpoint,Roof cleaned,,,,,,
checkpoint,Builders works completed,,,,,,
