Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,
3004a589-09b4-450c-a3e1-db077ac06e77,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 1,Common Areas,Lift,PRE - S - First Fix - Electrical,,
aabec33a-ef7a-4446-bd41-8949da1eff8f,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 1,Common Areas,Lift Lobby,Emergency Lights,PRE - S - First Fix - Electrical,
9aec981a-d030-42f4-ae71-7f293a8ada0b,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 1,Common Areas,Lift Lobby,PRE - S - First Fix - Electrical,,
555f70d9-590f-4da6-81fb-b1b3c3a06d1d,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 1,Apartments,A69,Emergency Lights,PRE - S - First Fix - Electrical,
037af3f1-c7fa-454d-a43f-5e9849df585b,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 1,Apartments,A69,PRE - S - First Fix - Electrical,,
23f4c16f-1bfc-4049-99ae-99576ceb6433,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Stair 1,Emergency Lights,PRE - S - First Fix - Electrical,
5a131861-ae45-4035-a36b-49df49f59064,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Stair 1,PRE - S - First Fix - Electrical,,
58626bd1-38b6-4e9f-b3df-ea5f6768f132,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Stair 2,Emergency Lights,PRE - S - First Fix - Electrical,
592a2b54-629d-47c5-8c1d-ba0c68ce0aea,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Stair 2,PRE - S - First Fix - Electrical,,
ec7cdc12-c66f-4b75-b839-5911a1ad5609,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Carpark,Emergency Lights,PRE - S - First Fix - Electrical,
ee226db5-a131-498e-8e2e-c610d9ce8237,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Carpark,PRE - S - First Fix - Electrical,,
59f077c3-19a8-4343-b6c0-5e1c7e3f38c0,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Lift 1,PRE - S - First Fix - Electrical,,
c1f38153-18c0-4b58-8ad3-ed1fd424e979,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Lift 2,PRE - S - First Fix - Electrical,,
2b9d5f66-a0df-4ae4-b1be-0a85ad591983,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Lift Lobby,Lift Lobby 1,Emergency Lights,PRE - S - First Fix - Electrical
393b5e27-3d47-4c63-9f4a-569b6b8252eb,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Lift Lobby,Lift Lobby 1,PRE - S - First Fix - Electrical,
89e77137-96ac-4868-ad0b-6f03bb68f56d,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Lift Lobby,Lift Lobby 2,Emergency Lights,PRE - S - First Fix - Electrical
721404a4-1827-4dff-8080-db12de716e50,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Lift Lobby,Lift Lobby 2,PRE - S - First Fix - Electrical,
cf46b0be-d09e-4c14-9d70-557b9b40206b,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,Level 2 Area C,Corridor 1,Emergency Lights,PRE - S - First Fix - Electrical
1ead3c6a-c16e-475f-aa6c-77b60fea0398,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,Level 2 Area C,Corridor 1,PRE - S - First Fix - Electrical,
91ff2f02-1f30-41c7-9beb-abde3d9bfc6a,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,Level 2 Area C,Corridor 2,Emergency Lights,PRE - S - First Fix - Electrical
4961a229-504c-4711-b739-d7330adf5e89,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,Level 2 Area C,Corridor 2,PRE - S - First Fix - Electrical,
566c1255-cee2-4206-b288-f56ead3e0b64,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,Level 2 Area C,Corridor 3,Emergency Lights,PRE - S - First Fix - Electrical
2375b5ca-b996-478c-9ef1-8fdf6eb125ed,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,Level 2 Area C,Corridor 3,PRE - S - First Fix - Electrical,
8c227d7f-f6d1-4715-b653-0ee1789dad97,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,Bin Store,Bin Store 1,PRE - S - First Fix - Electrical,
c7b3c1b6-14c8-45bc-96e7-11136e4b34ab,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,Bin Store,Bin Store 2,PRE - S - First Fix - Electrical,
26fcaedb-9be1-4ab5-9971-315edb3b2f57,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,Entry,Emergency Lights,PRE - S - First Fix - Electrical,
6c851368-ce86-433b-ae35-356cb0fee9e5,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,Entry,PRE - S - First Fix - Electrical,,
9076bb6f-5b7b-4761-bc3a-f2a217193b03,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,Gardeners Shed,PRE - S - First Fix - Electrical,,
f011078b-bfbe-4514-934f-83dc9d75c4c3,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Corridor,WC,PRE - S - First Fix - Electrical,,
80c8db78-422a-489d-b3e5-6289e16eaff7,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Apartments,B69,Emergency Lights,PRE - S - First Fix - Electrical,
7d2a8a5b-53bf-4867-a27a-19a032701c94,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Apartments,B69,PRE - S - First Fix - Electrical,,
c556c5e3-f4ec-46ac-8512-958849bffb75,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Apartments,B70,Emergency Lights,PRE - S - First Fix - Electrical,
a9464e4b-c78c-4fdc-b2ec-4cbe26047cc4,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Apartments,B70,PRE - S - First Fix - Electrical,,
6931f153-105a-4cfa-806a-fbcb9a597b17,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Common Areas,Stair 1,Emergency Lights,PRE - S - First Fix - Electrical,
89131611-edd8-4281-8a8f-d76489791a32,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Common Areas,Stair 1,PRE - S - First Fix - Electrical,,
3bffbed3-a5d2-45d6-a945-cdcce9f87f01,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Common Areas,Stair 2,Emergency Lights,PRE - S - First Fix - Electrical,
3cb79a1c-9cfc-4e5b-943c-4f37365e28b8,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Common Areas,Stair 2,PRE - S - First Fix - Electrical,,
252f84bd-3b90-47f2-9cfd-222ebbe7a4aa,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Common Areas,Lift 1,PRE - S - First Fix - Electrical,,
9614f26a-dbf1-40ec-b8f1-5d94fe190b07,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Common Areas,Lift 2,PRE - S - First Fix - Electrical,,
00b70913-3266-4915-9be1-cce8610aef49,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Common Areas,Lift Lobby 1,Emergency Lights,PRE - S - First Fix - Electrical,
aaf46e28-db78-4827-bcf7-2e9f78317081,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Common Areas,Lift Lobby 1,PRE - S - First Fix - Electrical,,
caf1fdc3-0f12-4d0b-b26c-c671d4f712bc,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Common Areas,Lift Lobby 2,Emergency Lights,PRE - S - First Fix - Electrical,
f7b27468-9e21-4e7d-a5d3-d5929f14c5e9,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Common Areas,Lift Lobby 2,PRE - S - First Fix - Electrical,,
8a173782-875f-4504-97ce-f7f4e39af932,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Corridor,Level 3 Area A,Corridor 1,Emergency Lights,PRE - S - First Fix - Electrical
bfdd4222-74a2-4e6a-897f-1137152b1f6b,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Corridor,Level 3 Area A,Corridor 1,PRE - S - First Fix - Electrical,
163b1507-c281-4d61-b025-627b6f82e9eb,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Corridor,Level 3 Area A,Corridor 2,Emergency Lights,PRE - S - First Fix - Electrical
f4b3763a-9ebe-43ff-8e73-b41d30da139c,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Corridor,Level 3 Area A,Corridor 2,PRE - S - First Fix - Electrical,
355ab2ff-719c-4be9-b652-46e48f76e399,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Corridor,Level 3 Area B,Corridor 1,Emergency Lights,PRE - S - First Fix - Electrical
7643468b-8307-4287-914b-d8e726e4ad71,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Corridor,Level 3 Area B,Corridor 1,PRE - S - First Fix - Electrical,
626cc3ab-80a7-4567-9d6d-84add14e6cb6,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Corridor,Level 3 Area B,Corridor 2,Emergency Lights,PRE - S - First Fix - Electrical
85300b5c-86d9-4403-be9e-bd32f614f653,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Corridor,Level 3 Area B,Corridor 2,PRE - S - First Fix - Electrical,
c485ac80-6925-458d-86ff-21b19058b401,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Corridor,Level 3 Area C,Corridor 1,Emergency Lights,PRE - S - First Fix - Electrical
fc955ef9-99c6-44e7-96c0-e4416fa6322a,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Corridor,Level 3 Area C,Corridor 1,PRE - S - First Fix - Electrical,
5481fc63-d6d9-4be3-b5b9-4383e6ea5761,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Service Areas,Level 3 Area A,Services,PRE - S - First Fix - Electrical,
81ee276a-77ac-452c-8217-04e19fd86306,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Service Areas,Level 3 Area B,Comms,PRE - S - First Fix - Electrical,
ee329436-cbf3-42f0-b10b-fee3beab4dbc,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Service Areas,Level 3 Area B,Services,PRE - S - First Fix - Electrical,
e8829a63-db72-434c-852e-8473af2765bf,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C69,Emergency Lights,PRE - S - First Fix - Electrical,
4980e104-563a-45b8-8437-2ca6cb959bdb,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C70,Emergency Lights,PRE - S - First Fix - Electrical,
00135694-b8dd-44a5-83cc-dc344b9101ac,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C71,Emergency Lights,PRE - S - First Fix - Electrical,
d2bf8251-24f1-4e76-ada2-12e8949b1948,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C72,Emergency Lights,PRE - S - First Fix - Electrical,
da68938b-36fc-41ed-b850-ba9794fc3e81,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C72,PRE - S - First Fix - Electrical,,
ca1886b0-7550-4e86-8a34-4a959883f833,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C73,Emergency Lights,PRE - S - First Fix - Electrical,
afee62d9-d7fb-420d-a636-508b25ee05f3,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C73,PRE - S - First Fix - Electrical,,
24aed24f-2c3c-45a7-a43f-38a8e483ddc4,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C74,Emergency Lights,PRE - S - First Fix - Electrical,
8f034bc7-4b19-4acc-835f-32556ebe4ecc,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C75,Emergency Lights,PRE - S - First Fix - Electrical,
8286c15c-a987-4218-a192-cc188566153b,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C76,Emergency Lights,PRE - S - First Fix - Electrical,
85eb527f-e7f1-4b30-99bf-7dfd8ac7d748,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C76,PRE - S - First Fix - Electrical,,
608ae02d-f271-4bab-82a9-883a8bbe2903,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C77,Emergency Lights,PRE - S - First Fix - Electrical,
6d1fed00-fc3a-4712-bcf9-3cfcf47db9e7,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C77,PRE - S - First Fix - Electrical,,
047e4ff5-0304-4bd0-bb34-630369f64bbb,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C78,Emergency Lights,PRE - S - First Fix - Electrical,
4c85fdcd-1f49-4cec-adfe-f7085eacd2a1,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C78,PRE - S - First Fix - Electrical,,
53ead494-6223-48bc-8b6e-670667e4b10c,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C79,Emergency Lights,PRE - S - First Fix - Electrical,
5b8dfdad-850d-4185-89d7-8ea48b09b0ca,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C79,PRE - S - First Fix - Electrical,,
d6462783-7299-4a48-b68c-f71b4377dc84,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C80,Emergency Lights,PRE - S - First Fix - Electrical,
d06d88aa-9471-47eb-9131-675a448cf833,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C80,PRE - S - First Fix - Electrical,,
a40b9fc7-6e1c-4bb7-a98b-780fe3bf7e4b,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C81,Emergency Lights,PRE - S - First Fix - Electrical,
c03e3430-ed5c-4a51-a5f6-4332063ed9b7,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C81,PRE - S - First Fix - Electrical,,
17933aba-14f6-4d74-98e1-cceb2524e88c,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C82,Emergency Lights,PRE - S - First Fix - Electrical,
0d4000ee-b5d3-483d-883f-a3a511aef8b3,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C82,PRE - S - First Fix - Electrical,,
e6966daf-73ce-4bdd-ab30-8ce8832f886a,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C83,Emergency Lights,PRE - S - First Fix - Electrical,
02372c2c-a8e7-4dd9-99d2-1b5b22bdfdca,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C83,PRE - S - First Fix - Electrical,,
be2961b4-fa84-4168-a159-7688da3b98c0,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C84,Emergency Lights,PRE - S - First Fix - Electrical,
3b6b8952-a0f6-4a01-ba12-bbb88524c436,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C84,PRE - S - First Fix - Electrical,,
573cc283-43f9-4ad1-a236-7e1ed69a2160,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C85,Emergency Lights,PRE - S - First Fix - Electrical,
50ea673e-4296-4ba4-a908-ee75b997a8a0,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C85,PRE - S - First Fix - Electrical,,
5b0ec76b-3988-444b-ac5e-8add66b0bc58,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C86,Emergency Lights,PRE - S - First Fix - Electrical,
e390a0e4-6408-4a2b-9f1f-89d802974806,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C86,PRE - S - First Fix - Electrical,,
ac3218e4-7796-4663-86d3-6b3b505ce321,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C87,Emergency Lights,PRE - S - First Fix - Electrical,
2fa02440-9df0-464d-9657-f0a705bf48b4,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 3,Apartments,C87,PRE - S - First Fix - Electrical,,
7cc8263f-5dd4-48ff-bb8a-8982b8fcf1b6,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 4,Common Areas,Stair 1,Emergency Lights,PRE - S - First Fix - Electrical,
9a3cb1c0-fcfc-4050-bcc8-6deb28ecbfe9,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 4,Common Areas,Stair 1,PRE - S - First Fix - Electrical,,
25f51e12-985d-40d5-a951-5112631d0cde,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 4,Common Areas,Stair 2,Emergency Lights,PRE - S - First Fix - Electrical,
ee6f718c-92a3-4dec-a85d-db163299e995,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 4,Common Areas,Stair 2,PRE - S - First Fix - Electrical,,
b12151b0-c08a-4d00-a607-d0d0cd91d375,,checklist-flat,not-started,PRE - S - First Fix - Electrical,checklist-flat,FALSE,FALSE,B08,Fitout,Level 4,Common Areas,Lift 1,PRE - S - First Fix - Electrical,,
