Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,
35e2c663-69a8-4c4e-bdd1-8f9b95f5ac7e,,checklist-flat,not-started,SYS - PRE - S - First Fix - Electrical (old version),checklist-flat,FALSE,FALSE,B08,Fitout,Level 1,Common Areas,Lift,First Fix,,,
f274f0e9-e342-454e-a4c1-f9988c128456,,checklist-flat,not-started,SYS - PRE - S - First Fix - Electrical (old version),checklist-flat,FALSE,FALSE,B08,Fitout,Level 1,Common Areas,Lift Lobby,First Fix,,,
28946571-d861-4958-bf23-a551fa30aada,,checklist-flat,not-started,SYS - PRE - S - First Fix - Electrical (old version),checklist-flat,FALSE,FALSE,B08,Fitout,Level 1,Common Areas,Lift Lobby,Emergency Lights,First Fix,,
60e618ff-f243-44f3-b70d-b3b2d758d139,,checklist-flat,not-started,SYS - PRE - S - First Fix - Electrical (old version),checklist-flat,FALSE,FALSE,B08,Fitout,Level 1,Apartments,A69,First Fix,,,
5f049fba-3bc5-499b-afbb-aa9a1cc1501f,,checklist-flat,not-started,SYS - PRE - S - First Fix - Electrical (old version),checklist-flat,FALSE,FALSE,B08,Fitout,Level 1,Apartments,A69,Emergency Lights,First Fix,,
46be1efe-10f5-4998-a8ce-d946707b4b39,,checklist-flat,not-started,SYS - PRE - S - First Fix - Electrical (old version),checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Stair 1,First Fix,,,
3ab538ff-7637-4b2a-be86-973acbd1d0bb,,checklist-flat,not-started,SYS - PRE - S - First Fix - Electrical (old version),checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Stair 1,Emergency Lights,First Fix,,
3430a865-e192-4c16-9804-d0e77ab9196d,,checklist-flat,not-started,SYS - PRE - S - First Fix - Electrical (old version),checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Stair 2,First Fix,,,
249ff466-43c0-4a6f-b64c-1c69122684bc,,checklist-flat,not-started,SYS - PRE - S - First Fix - Electrical (old version),checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Stair 2,Emergency Lights,First Fix,,
644d08c6-84c0-403a-a0f1-5022d7cc8dac,,checklist-flat,not-started,SYS - PRE - S - First Fix - Electrical (old version),checklist-flat,FALSE,FALSE,B08,Fitout,Level 2,Common Areas,Carpark,First Fix,,,
