Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-flat,,,checklist,CRL-ITR-015 - Cowls,,,,,Yes,CRL-ITR-015 - Cowls,98da1882-c84a-4314-9e63-64008dc2b2b9
checkpoint-status,,,checkpoint,Pre-check equipment for damage prior to installation,,,,,,,
checkpoint-status,,,checkpoint,Outside Air Roof Cowl Installed,,,,,,,
checkpoint-status,,,checkpoint,Builder - Waterproof and Seal to be installed,,,,,,,
checkpoint-status,,,checkpoint,Label applied to roof cowl,,,,,,,
