,,"Obstruction too close?",,"is the obstruction too close?"
,,"Fan installation site coordinated between trades to avoid clashes",,"is the fan installation site coordinated between trades to avoid clashes with pipe work, signage and other obstructions?"

"Ceiling Closure Rough In"
,"Scope",,,"ceiling closure checklist 1 rough in [b]"
,"Rows"
,,"BUILDING-A1 - Level-1 - Apartment Ceiling Closure","dynamic","level-1","apartment ceiling closure","site qa","rough-in","building-a1"
,,"BUILDING-A1 - Level-2 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level-2","site qa","rough-in","building-a1"
,,"BUILDING-A1 - Level-3 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level-3","site qa","rough-in","building-a1"
,,"BUILDING-A1 - Level 4 - Apartment Ceiling Closure","dynamic","level 4","apartment ceiling closure","site qa","rough-in","building-a1"
,,"BUILDING-A1 - Level 5 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level 5","site qa","rough-in","building-a1"
,,"BUILDING-A1 - Level 6 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level 6","site qa","rough-in","building-a1"
,,"BUILDING-A1 - Level 7 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","level 7","rough-in","building-a1"
,,"BUILDING-A1 - Level 8 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","level 8","rough-in","building-a1"
,,"BUILDING-A1 - Level 9 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","rough-in","level 9","building-a1"
,,"BUILDING-A2 - Level-1 - Apartment Ceiling Closure","dynamic","level-1","apartment ceiling closure","site qa","rough-in","building-a2"
,,"BUILDING-A2 - Level-2 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level-2","site qa","rough-in","building-a2"
,,"BUILDING-A2 - Level-3 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level-3","site qa","rough-in","building-a2"
,,"BUILDING-A2 - Level-4 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","level-4","rough-in","building-a2"
,,"BUILDING-A2 - Level-5 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","level-5","rough-in","building-a2"
,,"BUILDING-A2 - Level-6 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","rough-in","building-a2","level-6"
,,"BUILDING-A2 - Level-7 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","rough-in","building-a2","level-7"
,,"BUILDING-A2 - Level-8 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","rough-in","building-a2","level-8"
,,"BUILDING-A2 - Level-9 - Apartment Ceiling Closure","dynamic","level-9","apartment ceiling closure","site qa","rough-in","building-a2"
,,"BUILDING-B1 - Ground Level - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","rough-in","ground level","building-b1"
,,"BUILDING-B1 - Level-1 - Apartment Ceiling Closure","dynamic","level-1","apartment ceiling closure","site qa","rough-in","building-b1"
,,"BUILDING-B1 - Level-2 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level-2","site qa","rough-in","building-b1"
,,"BUILDING-B1 - Level-3 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level-3","site qa","rough-in","building-b1"
,,"BUILDING-B1 - Level-4 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","level-4","rough-in","building-b1"
,,"BUILDING-B1 - Level-5 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","level-5","rough-in","building-b1"
,,"BUILDING-B1 - Level-6 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","rough-in","level-6","building-b1"
,,"BUILDING-B1 - Level-7 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","rough-in","level-7","building-b1"
,,"BUILDING-B1 - Level-8 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","rough-in","building-b1","level-8"
,,"BUILDING-B2 - Ground Level - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","rough-in","building-b2","ground level"
,,"BUILDING-B2 - Level-1 - Apartment Ceiling Closure","dynamic","level-1","apartment ceiling closure","site qa","rough-in","building-b2"
,,"BUILDING-B2 - Level-2 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level-2","site qa","rough-in","building-b2"
,,"BUILDING-B2 - Level-3 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level-3","site qa","rough-in","building-b2"
,,"BUILDING-B2 - Level-4 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","level-4","rough-in","building-b2"
,,"BUILDING-B2 - Level-5 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","level-5","rough-in","building-b2"
,,"BUILDING-B2 - Level-6 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","rough-in","level-6","building-b2"
,,"BUILDING-B2 - Level-7 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","rough-in","building-b2","level-7"
,,"BUILDING-C - Ground Level - Apartment Ceiling Closure","dynamic","apartment ceiling closure","building-c","site qa","rough-in","ground level"
,,"BUILDING-C - Level-1 - Apartment Ceiling Closure","dynamic","level-1","apartment ceiling closure","building-c","site qa","rough-in"
,,"BUILDING-C - Level-2 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level-2","building-c","site qa","rough-in"
,,"BUILDING-C - Level-3 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","building-c","level-3","site qa","rough-in"
,,"BUILDING-C - Level-4 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","building-c","site qa","level-4","rough-in"
,,"BUILDING-C - Level-5 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","building-c","site qa","level-5","rough-in"
,,"BUILDING-C - Level-6 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","building-c","site qa","rough-in","level-6"
,,"BUILDING-C - Level-7 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","building-c","site qa","rough-in","level-7"
,,"BUILDING-D - Level-1 - Apartment Ceiling Closure","dynamic","level-1","apartment ceiling closure","site qa","building-d","rough-in"
,,"BUILDING-D - Level-2 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level-2","site qa","building-d","rough-in"
,,"BUILDING-D - Level-3 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","level-3","site qa","building-d","rough-in"
,,"BUILDING-D - Level-4 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","building-d","level-4","rough-in"
,,"BUILDING-D - Level-5 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","building-d","level-5","rough-in"
,,"BUILDING-D - Level-6 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","building-d","rough-in","level-6"
,,"BUILDING-D - Level-7 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","building-d","rough-in","level-7"
,,"BUILDING-D - Level-8 - Apartment Ceiling Closure","dynamic","apartment ceiling closure","site qa","building-d","rough-in","level-8"
,,"BUILDING-D - Level-9 - Apartment Ceiling Closure","dynamic","level-9","apartment ceiling closure","site qa","building-d","rough-in"
,"Columns"
,,"Air Conditioning - Inspection Date:","Inspection Date:","air conditioning"
,,"Air Conditioning:","Air Conditioning:","air conditioning"
,,"Ventilation - Inspection Date:","Inspection Date:","ventilation"
,,"Ventilation:","Ventilation:","ventilation"
,,"Access Panel - Inspection Date:","Inspection Date:","access panel"
,,"Access Panel:","Access Panel:","access panel"

"Common Area Fit-Off"
,"Scope",,,"common area fit-off checklist [d]"
,"Rows"
,,"Basement 1 - CPEF-B1.01",,"fit-off","site qa","basement 1","common area fit-off checklist [d]","cpef-b1.01"
,,"Basement 1 - SF-B1.01",,"fit-off","site qa","basement 1","common area fit-off checklist [d]","sf-b1.01"
,,"Basement 1 - SF-B1.02",,"fit-off","site qa","basement 1","common area fit-off checklist [d]","sf-b1.02"
,,"Basement 1 - TEF-B1.01",,"fit-off","tef-b1.01","site qa","basement 1","common area fit-off checklist [d]"
,,"Basement 1 - TEF-B1.02",,"fit-off","site qa","basement 1","tef-b1.02","common area fit-off checklist [d]"
,,"Base Building - SF-CWP-01",,"fit-off","sf-cwp-01","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - SF-COMM-01",,"fit-off","site qa","common area fit-off checklist [d]","sf-comm-01","base building"
,,"Base Building - CPSF-G.01",,"fit-off","cpsf-g.01","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - CPSF-G.02",,"cpsf-g.02","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - CPEF-G.01",,"cpef-g.01","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - CPSF-G.03",,"cpsf-g.03","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - CPSF-G.04",,"fit-off","site qa","common area fit-off checklist [d]","base building","cpsf-g.04"
,,"Base Building - PSF-01",,"psf-01","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - SF-G.01",,"fit-off","site qa","common area fit-off checklist [d]","base building","sf-g.01"
,,"Base Building - CPSF-L1.01",,"cpsf-l1.01","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - LSF-L1.02",,"lsf-l1.02","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - SF-L1.01",,"fit-off","site qa","common area fit-off checklist [d]","base building","sf-l1.01"
,,"Base Building - SF-L1.02",,"fit-off","site qa","common area fit-off checklist [d]","sf-l1.02","base building"
,,"Base Building - LSF-L1.01",,"lsf-l1.01","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - LSF-L2.03",,"lsf-l2.03","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - LSF-L2.02",,"lsf-l2.02","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - LSF-L2.04",,"fit-off","site qa","lsf-l2.04","common area fit-off checklist [d]","base building"
,,"Base Building - LSF-L2.01",,"fit-off","site qa","common area fit-off checklist [d]","base building","lsf-l2.01"
,,"Base Building - LSF-L2.05",,"fit-off","lsf-l2.05","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - LSF-L3.01",,"fit-off","site qa","common area fit-off checklist [d]","base building","lsf-l3.01"
,,"Base Building - LSF-L3.02",,"fit-off","site qa","common area fit-off checklist [d]","base building","lsf-l3.02"
,,"Base Building - LSF-L4.01",,"fit-off","site qa","common area fit-off checklist [d]","lsf-l4.01","base building"
,,"Base Building - LSF-L4.02",,"fit-off","site qa","common area fit-off checklist [d]","base building","lsf-l4.02"
,,"Base Building - LSF-L5.01",,"fit-off","site qa","common area fit-off checklist [d]","base building","lsf-l5.01"
,,"Base Building - LSF-L5.02",,"fit-off","site qa","common area fit-off checklist [d]","base building","lsf-l5.02"
,,"Base Building - LSF-L6.01",,"lsf-l6.01","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - LSF-L6.02",,"fit-off","site qa","common area fit-off checklist [d]","base building","lsf-l6.02"
,,"Base Building - LSF-L7.01",,"lsf-l7.01","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"Base Building - LSF-L7.02",,"lsf-l7.02","fit-off","site qa","common area fit-off checklist [d]","base building"
,,"BUILDING-A1 - Level-1 - Common Area",,"level-1","fit-off","site qa","common area fit-off checklist [d]","common area","building-a1"
,,"BUILDING-A1 - Level-2 - Common Area",,"level-2","fit-off","site qa","common area fit-off checklist [d]","common area","building-a1"
,,"BUILDING-A1 - Level-3 - Common Area",,"fit-off","level-3","site qa","common area fit-off checklist [d]","common area","building-a1"
,,"BUILDING-A1 - Level 4 - Common Area",,"level 4","fit-off","site qa","common area fit-off checklist [d]","common area","building-a1"
,,"BUILDING-A1 - Level 5 - Common Area",,"level 5","fit-off","site qa","common area fit-off checklist [d]","common area","building-a1"
,,"BUILDING-A1 - Level 6 - Common Area",,"fit-off","level 6","site qa","common area fit-off checklist [d]","common area","building-a1"
,,"BUILDING-A1 - Level 7 - Common Area",,"fit-off","site qa","level 7","common area fit-off checklist [d]","common area","building-a1"
,,"BUILDING-A1 - Level 8 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","level 8","common area","building-a1"
,,"BUILDING-A1 - Level 9 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","common area","level 9","building-a1"
,,"BUILDING-A1 - Roof - SPF-A1-R.01",,"roof","spf-a1-r.01","fit-off","site qa","common area fit-off checklist [d]","building-a1"
,,"BUILDING-A1 - Roof - SPF-A1-R.02",,"spf-a1-r.02","roof","fit-off","site qa","common area fit-off checklist [d]","building-a1"
,,"BUILDING-A1 - Roof - SSF-A1-R.01",,"ssf-a1-r.01","roof","fit-off","site qa","common area fit-off checklist [d]","building-a1"
,,"BUILDING-A1 - Roof - LSF-A1-R.01",,"roof","fit-off","site qa","common area fit-off checklist [d]","building-a1","lsf-a1-r.01"
,,"BUILDING-A1 - Roof - GEF-A1-R.01",,"roof","fit-off","gef-a1-r.01","site qa","common area fit-off checklist [d]","building-a1"
,,"BUILDING-A1 - Roof - GEF-A1-R.02",,"roof","gef-a1-r.02","fit-off","site qa","common area fit-off checklist [d]","building-a1"
,,"BUILDING-A2 - Level-1 - Common Area",,"level-1","fit-off","site qa","common area fit-off checklist [d]","common area","building-a2"
,,"BUILDING-A2 - Level-2 - Common Area",,"level-2","fit-off","site qa","common area fit-off checklist [d]","common area","building-a2"
,,"BUILDING-A2 - Level-3 - Common Area",,"fit-off","level-3","site qa","common area fit-off checklist [d]","common area","building-a2"
,,"BUILDING-A2 - Level-4 - Common Area",,"fit-off","site qa","level-4","common area fit-off checklist [d]","common area","building-a2"
,,"BUILDING-A2 - Level-5 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","level-5","common area","building-a2"
,,"BUILDING-A2 - Level-6 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","common area","building-a2","level-6"
,,"BUILDING-A2 - Level-7 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","common area","building-a2","level-7"
,,"BUILDING-A2 - Level-8 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","common area","building-a2","level-8"
,,"BUILDING-A2 - Level-9 - Common Area",,"level-9","fit-off","site qa","common area fit-off checklist [d]","common area","building-a2"
,,"BUILDING-A2 - Roof - SPF-A2-R.01",,"roof","spf-a2-r.01","fit-off","site qa","common area fit-off checklist [d]","building-a2"
,,"BUILDING-A2 - Roof - SSF-A2-R.01",,"roof","fit-off","ssf-a2-r.01","site qa","common area fit-off checklist [d]","building-a2"
,,"BUILDING-A2 - Roof - GEF-A2-R.01",,"gef-a2-r.01","roof","fit-off","site qa","common area fit-off checklist [d]","building-a2"
,,"BUILDING-A2 - Roof - GEF-A2-R.02",,"roof","gef-a2-r.02","fit-off","site qa","common area fit-off checklist [d]","building-a2"
,,"BUILDING-A2 - Roof - LSF-A2-R.01",,"roof","fit-off","site qa","common area fit-off checklist [d]","lsf-a2-r.01","building-a2"
,,"BUILDING-A2 - Roof - Common Area",,"roof","fit-off","site qa","common area fit-off checklist [d]","common area","building-a2"
,,"BUILDING-B1 - Ground Level - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","common area","ground level","building-b1"
,,"BUILDING-B1 - Level-1 - Common Area",,"level-1","fit-off","site qa","common area fit-off checklist [d]","common area","building-b1"
,,"BUILDING-B1 - Level-2 - Common Area",,"level-2","fit-off","site qa","common area fit-off checklist [d]","common area","building-b1"
,,"BUILDING-B1 - Level-3 - Common Area",,"fit-off","level-3","site qa","common area fit-off checklist [d]","common area","building-b1"
,,"BUILDING-B1 - Level-4 - Common Area",,"fit-off","site qa","level-4","common area fit-off checklist [d]","common area","building-b1"
,,"BUILDING-B1 - Level-5 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","level-5","common area","building-b1"
,,"BUILDING-B1 - Level-6 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","common area","level-6","building-b1"
,,"BUILDING-B1 - Level-7 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","common area","level-7","building-b1"
,,"BUILDING-B1 - Level-8 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","common area","building-b1","level-8"
,,"BUILDING-B1 - Level-9 - SPF-B1-L9.01",,"level-9","spf-b1-l9.01","fit-off","site qa","common area fit-off checklist [d]","building-b1"
,,"BUILDING-B1 - Level-9 - SPF-B1-L9.02",,"level-9","spf-b1-l9.02","fit-off","site qa","common area fit-off checklist [d]","building-b1"
,,"BUILDING-B1 - Level-9 - SSF-B1-L9.01",,"level-9","fit-off","site qa","common area fit-off checklist [d]","ssf-b1-l9.01","building-b1"
,,"BUILDING-B1 - Level-9 - GEF-B1-L9.01",,"level-9","gef-b1-l9.01","fit-off","site qa","common area fit-off checklist [d]","building-b1"
,,"BUILDING-B1 - Level-9 - GEF-B1-L9.02",,"level-9","fit-off","site qa","gef-b1-l9.02","common area fit-off checklist [d]","building-b1"
,,"BUILDING-B1 - Level-9 - LSF-B1-L9.01",,"level-9","lsf-b1-l9.01","fit-off","site qa","common area fit-off checklist [d]","building-b1"
,,"BUILDING-B2 - Ground Level - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","common area","building-b2","ground level"
,,"BUILDING-B2 - Level-1 - Common Area",,"level-1","fit-off","site qa","common area fit-off checklist [d]","common area","building-b2"
,,"BUILDING-B2 - Level-2 - Common Area",,"level-2","fit-off","site qa","common area fit-off checklist [d]","common area","building-b2"
,,"BUILDING-B2 - Level-3 - Common Area",,"fit-off","level-3","site qa","common area fit-off checklist [d]","common area","building-b2"
,,"BUILDING-B2 - Level-4 - Common Area",,"fit-off","site qa","level-4","common area fit-off checklist [d]","common area","building-b2"
,,"BUILDING-B2 - Level-5 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","level-5","common area","building-b2"
,,"BUILDING-B2 - Level-6 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","common area","level-6","building-b2"
,,"BUILDING-B2 - Level-7 - Common Area",,"fit-off","site qa","common area fit-off checklist [d]","common area","building-b2","level-7"
,,"BUILDING-B2 - Level-8 - LEF-B2-L8.01",,"lef-b2-l8.01","fit-off","site qa","common area fit-off checklist [d]","building-b2","level-8"
,,"BUILDING-B2 - Level-8 - GEF-B2-L8.01",,"fit-off","site qa","common area fit-off checklist [d]","gef-b2-l8.01","building-b2","level-8"
,,"BUILDING-B2 - Level-8 - GEF-B2-L8.02",,"fit-off","site qa","gef-b2-l8.02","common area fit-off checklist [d]","building-b2","level-8"
,,"BUILDING-B2 - Level-8 - SPF-B2-L8.01",,"fit-off","site qa","common area fit-off checklist [d]","spf-b2-l8.01","building-b2","level-8"
,,"BUILDING-B2 - Level-8 - SSF-B2-L8.01",,"ssf-b2-l8.01","fit-off","site qa","common area fit-off checklist [d]","building-b2","level-8"
,,"BUILDING-C - Ground Level - Common Area",,"fit-off","building-c","site qa","common area fit-off checklist [d]","common area","ground level"
,,"BUILDING-C - Level-1 - Common Area",,"level-1","fit-off","building-c","site qa","common area fit-off checklist [d]","common area"
,,"BUILDING-C - Level-2 - Common Area",,"level-2","fit-off","building-c","site qa","common area fit-off checklist [d]","common area"
,,"BUILDING-C - Level-3 - Common Area",,"fit-off","building-c","level-3","site qa","common area fit-off checklist [d]","common area"
,,"BUILDING-C - Level-4 - Common Area",,"fit-off","building-c","site qa","level-4","common area fit-off checklist [d]","common area"
,,"BUILDING-C - Level-5 - Common Area",,"fit-off","building-c","site qa","common area fit-off checklist [d]","level-5","common area"
,,"BUILDING-C - Level-6 - Common Area",,"fit-off","building-c","site qa","common area fit-off checklist [d]","common area","level-6"
,,"BUILDING-C - Level-7 - Common Area",,"fit-off","building-c","site qa","common area fit-off checklist [d]","common area","level-7"
,,"BUILDING-C - Level-8 - SPF-C-L8.01",,"spf-c-l8.01","fit-off","building-c","site qa","common area fit-off checklist [d]","level-8"
,,"BUILDING-C - Level-8 - SSF-C-L8.01",,"ssf-c-l8.01","fit-off","building-c","site qa","common area fit-off checklist [d]","level-8"
,,"BUILDING-C - Level-8 - GEF-C-L8.01",,"gef-c-l8.01","fit-off","building-c","site qa","common area fit-off checklist [d]","level-8"
,,"BUILDING-C - Level-8 - LSF-C-L8.01",,"fit-off","building-c","lsf-c-l8.01","site qa","common area fit-off checklist [d]","level-8"
,,"BUILDING-C - Level-8 - Common Area",,"fit-off","building-c","site qa","common area fit-off checklist [d]","common area","level-8"
,,"BUILDING-D - Level-1 - Common Area",,"level-1","fit-off","site qa","building-d","common area fit-off checklist [d]","common area"
,,"BUILDING-D - Level-2 - Common Area",,"level-2","fit-off","site qa","building-d","common area fit-off checklist [d]","common area"
,,"BUILDING-D - Level-3 - Common Area",,"fit-off","level-3","site qa","building-d","common area fit-off checklist [d]","common area"
,,"BUILDING-D - Level-4 - Common Area",,"fit-off","site qa","building-d","level-4","common area fit-off checklist [d]","common area"
,,"BUILDING-D - Level-5 - Common Area",,"fit-off","site qa","building-d","common area fit-off checklist [d]","level-5","common area"
,,"BUILDING-D - Level-6 - Common Area",,"fit-off","site qa","building-d","common area fit-off checklist [d]","common area","level-6"
,,"BUILDING-D - Level-7 - Common Area",,"fit-off","site qa","building-d","common area fit-off checklist [d]","common area","level-7"
,,"BUILDING-D - Level-8 - Common Area",,"fit-off","site qa","building-d","common area fit-off checklist [d]","common area","level-8"
,,"BUILDING-D - Level-9 - Common Area",,"level-9","fit-off","site qa","building-d","common area fit-off checklist [d]","common area"
,,"BUILDING-D - Roof - SPF-D-R.01",,"roof","fit-off","site qa","building-d","spf-d-r.01","common area fit-off checklist [d]"
,,"BUILDING-D - Roof - SSF-D-R.01",,"roof","fit-off","ssf-d-r.01","site qa","building-d","common area fit-off checklist [d]"
,,"BUILDING-D - Roof - LSF-D-R.01",,"roof","lsf-d-r.01","fit-off","site qa","building-d","common area fit-off checklist [d]"
,,"BUILDING-D - Roof - GEF-D-R.01",,"roof","fit-off","site qa","building-d","common area fit-off checklist [d]","gef-d-r.01"
,"Columns"
,,"Lobby supply grilles fitted",,"lobby supply grilles fitted"
,,"Lobby exhaust grilles fitted",,"lobby exhaust grilles fitted"
,,"Lobby Relief VCD is installed",,"lobby relief vcd is installed and the motirised actuator is fitted of and wired"
,,"Lobby relief grilles fitted",,"lobby relief grilles fitted"
,,"Stair pressurisation grilles in the stair shaft fitted",,"stair pressurisation grilles in the stair shaft fitted"
,,"Stair pressurization VCD / OBD is installed",,"stair pressurization vcd / obd is installed"
,,"Carpark supply grilles fitted",,"carpark supply grilles fitted"
,,"Carpark supply VCD / OBD is installed",,"carpark supply vcd / obd is installed and the motirised actuator is fitted of and wired (if applicable)"
,,"Carpark Exhaust grilles fitted",,"carpark exhaust grilles fitted"
,,"Carpark Exhaust VCD / OBD is installed",,"carpark exhaust vcd / obd is installed and the motirised actuator is fitted of and wired (if applicable)"
,,"Garbage Exhaust grilles fitted",,"garbage exhaust grilles fitted"
,,"Garbage Exhaust VCD/ OBD is installed",,"garbage exhaust vcd/ obd is installed"
,,"General Exhaust grilles fitted",,"general exhaust grilles fitted"
,,"General Exhaust VCD / OBD is installed",,"general exhaust vcd / obd is installed"
,,"Loading Dock grilles fitted",,"loading dock grilles fitted"
,,"Loading Dock VCD / OBD is installed",,"loading dock vcd / obd is installed"
,,"Pump Room supply grilles fitted",,"pump room supply grilles fitted"
,,"Pump room supply VCD / OBD is installed",,"pump room supply vcd / obd is installed"
,,"Toilet Exhaust grilles fitted c/w OBD",,"toilet exhaust grilles fitted c/w obd"
,,"Bike room grilles fitted",,"bike room grilles fitted"
,,"Bike room VCD / OBD installed",,"bike room vcd / obd installed"
,,"Comms room supply grilles fitted",,"comms room supply grilles fitted"
,,"Comms room VCD / OBD installed",,"comms room vcd / obd installed"
,,"Main Switch room Supply grilles fitted",,"main switch room supply grilles fitted"
,,"Main Switch room Supply VCD / OBD installed",,"main switch room supply vcd / obd installed"
,,"Storage room Supply grilles fitted",,"storage room supply grilles fitted"
,,"Storage room Supply VCD/ OBD installed",,"storage room supply vcd/ obd installed"
,,"Bin room grilles fitted",,"bin room grilles fitted"
,,"Bin room VCD / OBD installed",,"bin room vcd / obd installed"
,,"All fire dampers provided with an access panel",,"all fire dampers provided with an access panel as per mechanical drawings"

"Duct Installation"
,"Scope",,
,"Rows"
,,"Duct Installation","grouping","duct installation"
,,"Basement 1 - CPEF-B1.01",,"site qa","basement 1","duct installation check list [c]","rough-in","cpef-b1.01"
,,"Basement 1 - SF-B1.01",,"site qa","basement 1","duct installation check list [c]","rough-in","sf-b1.01"
,,"Basement 1 - SF-B1.02",,"site qa","basement 1","duct installation check list [c]","rough-in","sf-b1.02"
,,"Basement 1 - TEF-B1.01",,"tef-b1.01","site qa","basement 1","duct installation check list [c]","rough-in"
,,"Basement 1 - TEF-B1.02",,"site qa","basement 1","tef-b1.02","duct installation check list [c]","rough-in"
,,"Base Building - SF-CWP-01",,"sf-cwp-01","site qa","duct installation check list [c]","rough-in","base building"
,,"Base Building - SF-COMM-01",,"site qa","sf-comm-01","duct installation check list [c]","rough-in","base building"
,,"Base Building - CPSF-G.01",,"cpsf-g.01","site qa","duct installation check list [c]","rough-in","base building"
,,"Base Building - CPSF-G.02",,"cpsf-g.02","site qa","duct installation check list [c]","rough-in","base building"
,,"Base Building - CPEF-G.01",,"cpef-g.01","site qa","duct installation check list [c]","rough-in","base building"
,,"Base Building - CPSF-G.03",,"cpsf-g.03","site qa","duct installation check list [c]","rough-in","base building"
,,"Base Building - CPSF-G.04",,"site qa","duct installation check list [c]","rough-in","base building","cpsf-g.04"
