Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-flat,,,checklist,Transplumb General Works ITP,,,,,Yes,Transplumb General Works ITP,741a66c9-ae76-4858-bae9-53c6f1b71632
checkpoint-status,,,checkpoint,Has a Prestart & SWMS sign off been completed before works start,,,,,,,
checkpoint-status,,,checkpoint,Client notified of works to be carried out - description of works in comments below,,,,,,,
button,08508840-f388-5a53-9ffd-e0077bd878f8,,button,Do any of the works require pressure testing on completion,"Yes,No",,,,,,
checkpoint-status,,,checkpoint,All requested works completed,,,,,,,
checkpoint-status,,,checkpoint,Area clean & works signed off below,,,,,,,
