type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,AAA Metecnospan,,,,,,Add AAA Metecnospan,
section,Details,,,,,,,
checkpoint,Sheet inspected for damage / defects,,,,,,,
checkpoint,6mm bead non-skinning sealant applied to underside lap of panel,,,,,,,
checkpoint,Provide photo of sheet,,,,,,,
