Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Site QA Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Apartments - Basement 1,grouping,Apartments - Basement 1,,
,,Basement 1,,Site QA,Basement 1,
,,Apartments - Level 0,dynamic,Site QA,Apartments,Level 0
,,Apartments - Level 1,dynamic,Site QA,Apartments,Level 1
,,Apartments - Level 2,dynamic,Site QA,Apartments,Level 2
,,Apartments - Level 3,dynamic,Site QA,Apartments,Level 3
,,Apartments - Level 4,dynamic,Site QA,Apartments,Level 4
,,Apartments - Level 5,dynamic,Site QA,Apartments,Level 5
,,Sump Pump,dynamic,Site QA,Sump Pump,
,,Booster Pump,dynamic,Site QA,Booster Pump,
,Columns,,,,,
,,Underslab,,Underslab,,
,,Common Waste & Stacks,,Common Waste & Stacks,,
,,Main Water Reticulation,,Main Water Reticulation,,
,,Manholes,,Manholes,,
,,First Fix,,First Fix,,
,,Second Fix,,Second Fix,,
,,Sump,,Sump,Sump Pump,
,,Lift,,Lift,Sump Pump,
,,Booster Pump,,Booster Pump,,
,,,,,,
Testing Progress,,,,,,
,Scope,,,Testing,,
,Rows,,,,,
,,Testing - Basement 1,grouping,Testing - Basement 1,,
,,Basement 1,,Testing,Basement 1,
,,Testing - Level 0,dynamic,Testing,Level 0,
,,Testing - Level 1,dynamic,Testing,Level 1,
,,Testing - Level 2,dynamic,Testing,Level 2,
,,Testing - Level 3,dynamic,Testing,Level 3,
,,Testing - Level 4,dynamic,Testing,Level 4,
,,Testing - Level 5,dynamic,Testing,Level 5,
,,Sump Pump,dynamic,Testing,Sump Pump,
,,Booster Pump,dynamic,Testing,Booster Pump,
,Columns,,,,,
,,Testing - Waste / Stacks,,Testing - Waste / Stacks,,
,,Testing - Cold Water Main,,Testing - Cold Water Main,,
,,Testing - Hot Water Main,,Testing - Hot Water Main,,
,,Apartment Waste Test Sheet,,Apartment Waste Test Sheet,,
,,Apartment Water Test Sheet,,Apartment Water Test Sheet,,
,,Sump,,Sump,Sump Pump,
,,Lift,,Lift,Sump Pump,
,,Booster Pump,,Booster Pump,,
