Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,,,,
a750c994-ad50-4931-9274-98205bd3adbe,,checklist-flat,,QA 8E ITP Sewer Inground Inspection Report V.090421,checklist-flat,FALSE,FALSE,Site QA,Inground Works,Inground Trade Waste,Supply to 5000 litre grease trap,,,,
491be3a4-bc8a-4b66-b2ba-cd7c8b549663,,checklist-flat,,QA 8E ITP Sewer Inground Inspection Report V.090421,checklist-flat,FALSE,FALSE,Site QA,Inground Works,Inground Trade Waste,Supply to Cooling Pit,,,,
80cbe5ce-db1b-42bb-a1fa-206455455631,,checklist-flat,,QA 8E ITP Sewer Inground Inspection Report V.090421,checklist-flat,FALSE,FALSE,Site QA,Inground Works,Inground Trade Waste,Supply to Neutraliser,,,,
c3faaae7-3daf-438a-80db-382ef17a5103,,folder-normal,,,step,TRUE,FALSE,Site QA,Inground Works,Manholes,,,,,
1ad015de-8c84-4a6d-b7ac-4bb98bbfc386,,checklist-flat,,QA 8F - Grease trap / pits checklist V.090421,checklist-flat,FALSE,FALSE,Site QA,Inground Works,Manholes,Manhole 1,,,,
fa611153-c587-4eb9-bac3-c1a2dee197a4,,checklist-flat,,QA 8F - Grease trap / pits checklist V.090421,checklist-flat,FALSE,FALSE,Site QA,Inground Works,Manholes,Manhole 2,,,,
cda1f4d0-4c7f-4487-b5c7-5d13d5b8bf1d,,checklist-flat,,QA 8F - Grease trap / pits checklist V.090421,checklist-flat,FALSE,FALSE,Site QA,Inground Works,Manholes,Manhole 3,,,,
e47323d3-0733-4967-8f44-09b08ad1352b,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,,,,,,
9bf8416e-f8b5-4237-be70-3c5aedb64f52,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 1,,,,,
03340809-6f2c-4bc1-ac95-ec13b0c4ddaa,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 1,Non Potable Cold Water,,,,
2e4a2763-6ee9-5f3a-8b14-6560154d1741,,checklist-flat,,"QA 5 - Installation Test Sheet (Cold Water, Hot Water & Flusher Line)",checklist-flat,FALSE,FALSE,Site QA, Basement 3,Zone 1,Non Potable Cold Water,No.1,,,
350af39e-3025-506a-ae84-885938e02478,,checklist-flat,,QA 6 - Quality Control Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Zone 1,Non Potable Cold Water,Quality Control Pressure Test Report (NPCW),,,
72c525f8-880e-4911-ae66-d395d2b2eb47,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 1,Flushing,,,,
c4b3e38f-a5fc-404e-ba25-0ddc214a8437,,checklist-flat,,QA 9 - Flushing V.090421,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Zone 1,Flushing,QA 9 Flushing V.090421,,,
b587be50-a3d6-4e6f-9075-161126c8ffd7,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 1,Commissioning,,,,
37d40fa5-fa3e-4aaa-a1bf-3b0c21e89e61,,checklist-flat,,QA 7 - Commissioning Test Report,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Zone 1,Commissioning,B3A-116 - Sewer Pump Station North,,,
07ab9c09-04f7-479d-9241-6c2e953390a6,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 2,,,,,
6b0c37ba-a460-489c-a984-6109ec91572e,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 2,Sanitary Drainage,,,,
c0457d8f-da47-4b5d-8db5-af068b40ba12,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 2,NPCW Cold Water ,,,,
5037fc9d-f450-5265-8745-c42b708b328d,,checklist-flat,,"QA 5 - Installation Test Sheet (Cold Water, Hot Water & Flusher Line)",checklist-flat,FALSE,FALSE,Site QA, Basement 3,Zone 2,NPCW Cold Water ,"Installation Test Sheet (Cold Water, Hot Water & Flusher Line)",,,
0097c627-a270-44c4-951d-e2b3d7f06ac2,,checklist-flat,,QA 6 - Quality Control Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Zone 2,NPCW Cold Water ,Quality Control Pressure Test Report (NPCW),,,
c2dd1868-2bcd-4c46-91f7-99f80cd43c00,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 2,Domestic Hot Water,,,,
2b1f6c55-ba4c-4163-ad6f-c1dd5bbd7880,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 2,Trade Waste (HDPE),,,,
723b0067-42d2-4bca-9595-1dcc1221e5af,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 2,Trade Waste - Hot discharge (Cast Iron),,,,
2d75a7b6-e877-4810-823d-9a6e4782f6e1,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 2,Rainwater ,,,,
1a0297d5-5f53-4231-aa0e-1ea2833a2862,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 2,Stormwater ,,,,
d761be9f-f2b8-49a0-8584-a3f76699294a,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 2,Domestic Cold Water,,,,
b135b10b-3048-421c-99f3-d3a567be0b95,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 2,Flushing,,,,
e3588bdc-ecd9-4381-9324-95c728c07570,,checklist-flat,,QA 9 - Flushing V.090421,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Zone 2,Flushing,QA 9 Flushing V.090421,,,
250b3526-2b36-4b65-bc12-476fa5df0516,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Zone 2,Commissioning,,,,
ad9502cb-8c5d-4963-a77d-51af8749b76a,,checklist-flat,,QA 7 - Commissioning Test Report,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Zone 2,Commissioning,B3A-143 - Stormwater Pump Station,,,
bf98a10c-7fa9-46a1-b307-b1323a07f52b,,checklist-flat,,QA 7 - Commissioning Test Report,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Zone 2,Commissioning,B3-063 - Sewer Pump Station South,,,
8bfa0d79-a952-4a8e-9e08-8d0bfbc15ea2,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Fire Penetrations Treatment,,,,,
42fb20f4-a621-41b1-9078-f42f38cf2216,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Fire Penetrations Treatment,Pre Pour,,,,
aed58523-0744-5bfc-9b07-6ccbcc1ddb37,,checklist-flat,,Add Fire Penetration Checklist,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Fire Penetrations Treatment,Pre Pour,B3 wall # 1,,,
5f6e2517-82c3-5c1e-b5ea-83240a25d045,,checklist-flat,,Add Fire Penetration Checklist,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Fire Penetrations Treatment,Pre Pour,B3 wall # 2,,,
e5d7fdf9-df23-5c79-8940-1c68e3df1803,,checklist-flat,,Add Fire Penetration Checklist,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Fire Penetrations Treatment,Pre Pour,B3 wall # 3,,,
320cf70c-4140-4d4d-aa96-80db0adfcae1,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Fire Penetrations Treatment,Post Pour,,,,
89378fb3-34af-53db-ad98-76aaf9d88d78,,checklist-flat,,Add Fire Penetration Checklist,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Fire Penetrations Treatment,Post Pour,B3 wall # 1,,,
2f039926-2f17-583f-894b-aa6266fccc80,,checklist-flat,,Add Fire Penetration Checklist,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Fire Penetrations Treatment,Post Pour,B3 wall # 2,,,
b5a58541-212e-57bd-877a-e6f8393902af,,checklist-flat,,Add Fire Penetration Checklist,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Fire Penetrations Treatment,Post Pour,B3 wall # 3,,,
5b398136-f312-4a5c-b8c1-d128d1ddaced,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 3,Final Flushing QA,,,,,
c2829d13-fe07-4520-89f2-ba12d2ac030a,,checklist-flat,,QA 29 Periodic Flushing / Copper Protection Test Sheet,checklist-flat,FALSE,FALSE,Site QA, Basement 3,Final Flushing QA,QA 29 Periodic Flushing / Copper Protection Test Sheet,,,,
95bd06ee-9c62-4a76-b72c-9c504421b3c6,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,,,,,,
0aa62740-0c17-4de0-a7b5-3fef97ea55c1,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,,,,,
186c8257-e236-4d4f-bb4a-9c29de6a32fa,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Sanitary Drainage,,,,
56844b8e-2e82-43e8-a81f-3fa8b57b40c2,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Sanitary Drainage,No.1,,,
6b0b0ece-b418-5727-9d35-30e220b6f3e6,,checklist-flat,,"QA 4 - Installation Test Sheet (Waste, Vent, Downpipes etc.) ",checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 1,Sanitary Drainage,No.1,"Installation Test Sheet (Waste, Vent, Downpipes etc)",,
3b4dcb9a-f32a-41c0-aa29-1ff5e2e3bae9,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Domestic Cold Water ,,,,
d24d7a5e-8180-41df-b9fa-f4b0b93d2a50,,checklist-flat,,e8c99d8dbf611018b19705471991bff203c72f282ba82b00d35a814b6ed8946a,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 1,Domestic Cold Water ,QA.5B - Suspended Water,,,
75578b3a-dc96-4772-9fe9-0d258649e807,,checklist-flat,,627c507bac550a7312ca30871927c0b56f940ce544489b4ab17bb9bff27a716b,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 1,Domestic Cold Water ,QA.6 - Quality Control Pressure Test,,,
d577a4f4-8e2a-41b1-8946-688539b4becb,,checklist-flat,,e16ee31ba42a467b28d1c98cb4b77cf8cd0a9cccac052ca1c89a4ffc200b4789,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 1,Domestic Cold Water ,QA.9 - Flushing,,,
bebda387-b262-475b-96c1-060aa14fa51f,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Domestic Hot Water,,,,
6fef339d-1602-4bbf-9257-bd57c9c8c9af,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Trade Waste (HDPE),,,,
2b918d56-9f5f-4dad-b7fb-0e47025e01eb,"Child AUTHORITY INSPECTION (if applicable)(acdc3e13-1c7c-4619-b47b-cc67810da7fc): DataPoint Report attached or referenced below(a4ca52d2-2ff6-4eb0-bd37-209e455e39e8) is missing 'button' values
Child AS BUILT INFORMATION UPDATED ONTO DRAWINGS(860339dc-bf62-471b-b6e1-70bc8ac6cce4): DataPoint Asbuilts attached or referenced below(4d92df2e-4871-4e64-ad40-fcfaafe0e486) is missing 'button' values",checklist-flat,,8513ee3550fd8465e56504555569c8d478297349be2620f8b0c9784c47d9ee55,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 1,Trade Waste (HDPE),QA.5G Suspended Services ,,,
13adfa22-add7-4af8-a204-f5f4158e1538,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Trade Waste - Hot discharge (Cast Iron),,,,
f7bb87c9-d811-4def-94e9-3f0e520fe9cd,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Rainwater ,,,,
dad1e74e-e268-468a-bbe1-395746d56915,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Stormwater ,,,,
e57d7a3d-fe70-41dd-81a1-88a7a7908b3e,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Stormwater ,No.2 ,,,
ccfd2fec-0109-5928-a564-bea244bb38d2,,checklist-flat,,"QA 4 - Installation Test Sheet (Waste, Vent, Downpipes etc.) ",checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 1,Stormwater ,No.2 ,"Installation Test Sheet (Waste, Vent, Downpipes etc)",,
110808ea-fba1-4f55-9172-11cd4fb7aa7c,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Stormwater ,No.3,,,
712242b6-8382-5b75-93e8-f81fe22a02ce,,checklist-flat,,"QA 4 - Installation Test Sheet (Waste, Vent, Downpipes etc.) ",checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 1,Stormwater ,No.3,"Installation Test Sheet (Waste, Vent, Downpipes etc)",,
67810d27-eb02-4398-bc32-91abf10ab963,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Non Potable Cold Water,,,,
084af308-864f-51f9-a199-64f781c5a6e7,,checklist-flat,,"QA 5 - Installation Test Sheet (Cold Water, Hot Water & Flusher Line)",checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 1,Non Potable Cold Water,"Installation Test Sheet (Cold Water, Hot Water & Flusher Line)",,,
da79a4b6-8262-491b-89eb-bcf154061e02,,checklist-flat,,QA 6 - Quality Control Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 1,Non Potable Cold Water,Quality Control Pressure Test Report (NPCW),,,
d741bae2-f38f-4443-afdf-24d5b4ee23f7,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 1,Flushing,,,,
de687f3c-ebed-4101-a010-90e31b8bb974,,checklist-flat,,QA 9 - Flushing V.090421,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 1,Flushing,QA 9 Flushing V.090421,,,
dc635c0e-53bb-4a96-a3aa-a03aeecce417,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,,,,,
41071e7f-a58a-4f71-8e07-45872872546f,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Sanitary Drainage,,,,
43601da9-68e7-451a-b035-5a9c5129a949,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Sanitary Drainage,No.2,,,
20590537-1776-5b13-8059-70ec070bbb32,,checklist-flat,,"QA 4 - Installation Test Sheet (Waste, Vent, Downpipes etc.) ",checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,Sanitary Drainage,No.2,"Installation Test Sheet (Waste, Vent, Downpipes etc)",,
c2ed2186-80bf-499c-812a-df56ff97a495,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Sanitary Drainage,No.3,,,
efc78ad1-5503-58d8-b596-83a4d62189ef,,checklist-flat,,"QA 4 - Installation Test Sheet (Waste, Vent, Downpipes etc.) ",checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,Sanitary Drainage,No.3,"Installation Test Sheet (Waste, Vent, Downpipes etc)",,
1ac19ed7-00d8-4389-9b35-131475dbb4d5,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,NPCW Cold Water ,,,,
c12731a0-13fa-54d2-881b-c07e64caac62,,checklist-flat,,"QA 5 - Installation Test Sheet (Cold Water, Hot Water & Flusher Line)",checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,NPCW Cold Water ,"Installation Test Sheet (Cold Water, Hot Water & Flusher Line)",,,
5995cba5-8e1d-4dac-9958-597cc889dc80,,checklist-flat,,QA 6 - Quality Control Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,NPCW Cold Water ,Quality Control Pressure Test Report,,,
c330cc1c-c623-491d-9eda-5c262ecfec82,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Domestic Hot Water,,,,
f6d309fd-24ff-42af-ba67-dcfa0018b68f,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Trade Waste (HDPE),,,,
12dabe12-75c3-4f7e-b20a-db3317214a18,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Trade Waste - Hot discharge (Cast Iron),,,,
e260d027-bcd6-47fa-aa6b-258572b14f36,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Rainwater ,,,,
147e92ab-9efc-5e6d-b931-0c45cca745d2,,checklist-flat,,"QA 5 - Installation Test Sheet (Cold Water, Hot Water & Flusher Line)",checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,Rainwater ,Sw pump line,,,
cba056f7-2721-4fd4-8d80-64dec2e61043,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Stormwater ,,,,
71982445-c6df-48d3-bb47-99fdff5a44e3,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Stormwater ,No.4,,,
5b2004e1-3e0f-5bf0-b317-024988f686a7,,checklist-flat,,"QA 4 - Installation Test Sheet (Waste, Vent, Downpipes etc.) ",checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,Stormwater ,No.4,"Installation Test Sheet (Waste, Vent, Downpipes etc)",,
3597946c-d852-4af3-adc7-bd00454d8749,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Stormwater ,No.1,,,
e13b2606-8b4b-58b6-9876-95d3cda9fb10,,checklist-flat,,"QA 4 - Installation Test Sheet (Waste, Vent, Downpipes etc.) ",checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,Stormwater ,No.1,"Installation Test Sheet (Waste, Vent, Downpipes etc)",,
d8047f33-4b7f-4a17-bc14-dc7ca7a1abfa,,checklist-flat,,QA 6 - Quality Control Pressure Test Report,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,Stormwater ,Quality Control Pressure Test Report (stormwater pump line No.1),,,
1cc2b64f-2fae-415f-8713-ccd1f3dc6b6d,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Domestic Cold Water,,,,
d5af2f59-9c72-4941-b927-aa85e79f8c19,,checklist-flat,,e8c99d8dbf611018b19705471991bff203c72f282ba82b00d35a814b6ed8946a,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,Domestic Cold Water,QA.5B - Suspended Water,,,
d3e1987a-b3f3-4e00-bd57-55a2ef269bf4,,checklist-flat,,627c507bac550a7312ca30871927c0b56f940ce544489b4ab17bb9bff27a716b,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,Domestic Cold Water,QA.6 - Quality Control Pressure Test,,,
9974a9ea-72c3-4444-a6d9-2bf86466b150,,checklist-flat,,e16ee31ba42a467b28d1c98cb4b77cf8cd0a9cccac052ca1c89a4ffc200b4789,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,Domestic Cold Water,QA.9 - Flushing,,,
e1e90c1a-a12f-4a0f-8bd3-20b739b2a298,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Zone 2,Flushing,,,,
cedb50b2-1b51-4beb-a3b8-f8548e729c8f,,checklist-flat,,QA 9 - Flushing V.090421,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Zone 2,Flushing,QA 9 Flushing - NPCW,,,
09467802-0eb3-4fa8-87a7-fdbd46d080b7,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Fire Penetrations Treatment,,,,,
529d21b1-c712-4d12-a6b4-ae2b35522a75,,folder-normal,,,step,TRUE,FALSE,Site QA, Basement 2,Fire Penetrations Treatment,Pre Pour,,,,
5c6287d3-ba2d-421f-9fa8-3c4dcef977e3,,checklist-flat,,0ddc591041806994d344227ba1f25aab06c116ad749d15bb0efd7ff08b354bb7,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Fire Penetrations Treatment,Pre Pour,Fire Penetration: B2 -Extra 1,,,
4bad4c5f-fd4c-4dcb-abeb-1c707d656875,,checklist-flat,,0ddc591041806994d344227ba1f25aab06c116ad749d15bb0efd7ff08b354bb7,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Fire Penetrations Treatment,Pre Pour,Fire Penetration:B2- Extra 2,,,
d0a03082-012d-4ba9-9da5-72143ed74d22,,checklist-flat,,0ddc591041806994d344227ba1f25aab06c116ad749d15bb0efd7ff08b354bb7,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Fire Penetrations Treatment,Pre Pour,Fire Penetration:B2-2,,,
59ef3e5a-fd53-419e-a198-a79eac5ff5f0,,checklist-flat,,Add Fire Penetration Checklist,checklist-flat,FALSE,FALSE,Site QA, Basement 2,Fire Penetrations Treatment,Pre Pour, Fire Penetration:B2- south alimak infill ,,,
