Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
0e88325a-2aef-4117-bfcd-111fda24c07e,,pass,,folder,TRUE,FALSE,Site QA,Building,Basement 3 ,,,,
d185aa7f-0070-4cc3-8371-16fd6e38473f,,pass,,folder,TRUE,FALSE,Site QA,Building,Basement 2,,,,
b193352a-5054-485a-82f3-afc4db748f4d,,pass,,folder,TRUE,FALSE,Site QA,Building,Basement 1,,,,
d050f0e6-62c6-40b3-addb-3b7d7985f336,,pass,,folder,TRUE,FALSE,Site QA,Building,Ground floor,Corridor,,,
b8df1e8b-0550-4ded-bb74-2d834edb7314,,pass,,folder,TRUE,FALSE,Site QA,Building,Level 1,Corridor,,,
1ecbf7cc-8583-41ac-a6f2-07c6fbb03f39,,pass,,folder,TRUE,FALSE,Site QA,Building,Level 2,Corridor,,,
7664d3e9-7913-4096-b7af-57170b0c77b0,,pass,,folder,TRUE,FALSE,Site QA,Building,Level 3,Corridor,,,
c1041741-b86e-40fd-8565-f8cb0a34ad5e,,pass,,folder,TRUE,FALSE,Site QA,Building,Level 4,Corridor,,,
e9395103-868a-4cbc-9332-9d3fc2b0ebf4,,pass,,folder,TRUE,FALSE,Site QA,Building,Level 5,Corridor,,,
af8d305d-c1aa-4dd3-9f27-13a5cfb8ddac,,pass,,folder,TRUE,FALSE,Site QA,Building,Level 6,Corridor,,,
6f932202-b007-482d-bc0a-967f27b11bdb,,pass,,folder,TRUE,FALSE,Site QA,Building,Level 7,Corridor,,,
6d003913-bfc4-4332-a437-582976de9484,,pass,,folder,TRUE,FALSE,Site QA,Building,Level 8,Corridor,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
