resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-9 ,,,,,,,
,,,step,,,Unit 27,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-10 ,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-9 ,,,,,,,
,,,step,,,Unit 28,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-10 ,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-9 ,,,,,,,
,,,step,,,Unit 29,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-10 ,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-9 ,,,,,,,
,,,step,,,Unit 30,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-10 ,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-9 ,,,,,,,
,,,step,,,Unit 31,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-4,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-3,,,,,,,
,,,step,,,Unit 32,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-4,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-3,,,,,,,
,,,step,,,Unit 33,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-4,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-3,,,,,,,
,,,step,,,Unit 34,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-4,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-3,,,,,,,
,,,step,,,Unit 35,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-4,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 3-3,,,,,,,
,,,step,,,Unit 39,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 2-3,,,,,,,
,,,step,,,Unit 40,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 2-3,,,,,,,
,,,step,,,Unit 41,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 2-3,,,,,,,
,,,step,,,Unit 42,,,,,,,,
Pre-construction Concrete Substrate Readiness Checklist,Underslab Checklist,Vertical Checklist,folder-with-checklists,,,,Grid 2-3,,,,,,,
