"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"ITP 001 Speed Panel"
,"Scope",,,"site qa"
,"Rows"
,,"Level 1","grouping","level 1"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 1",,"site qa","speedpanel stair pressurisation shaft 1","level 1","fire stairs"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 2",,"site qa","speedpanel stair pressurisation shaft 2","level 1","fire stairs"
,,"Fire Stairs - Speedpanel Scissor Stair Dividing Wall",,"site qa","level 1","speedpanel scissor stair dividing wall","fire stairs"
,,"Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms",,"northern core risers & plant rooms","site qa","speedpanel northern core risers & plant rooms","level 1"
,,"Level 2","grouping","level 2"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 1",,"site qa","speedpanel stair pressurisation shaft 1","level 2","fire stairs"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 2",,"site qa","speedpanel stair pressurisation shaft 2","level 2","fire stairs"
,,"Fire Stairs - Speedpanel Scissor Stair Dividing Wall",,"site qa","speedpanel scissor stair dividing wall","level 2","fire stairs"
,,"Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms",,"northern core risers & plant rooms","site qa","speedpanel northern core risers & plant rooms","level 2"
,,"Level 3","grouping","level 3"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 1",,"site qa","speedpanel stair pressurisation shaft 1","fire stairs","level 3"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 2",,"site qa","speedpanel stair pressurisation shaft 2","fire stairs","level 3"
,,"Fire Stairs - Speedpanel Scissor Stair Dividing Wall",,"site qa","speedpanel scissor stair dividing wall","fire stairs","level 3"
,,"Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms",,"northern core risers & plant rooms","site qa","speedpanel northern core risers & plant rooms","level 3"
,,"Level 5","grouping","level 5"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 1",,"level 5","site qa","speedpanel stair pressurisation shaft 1","fire stairs"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 2",,"level 5","site qa","speedpanel stair pressurisation shaft 2","fire stairs"
,,"Fire Stairs - Speedpanel Scissor Stair Dividing Wall",,"level 5","site qa","speedpanel scissor stair dividing wall","fire stairs"
,,"Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms",,"level 5","northern core risers & plant rooms","site qa","speedpanel northern core risers & plant rooms"
,,"Level 6","grouping","level 6"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 1",,"level 6","site qa","speedpanel stair pressurisation shaft 1","fire stairs"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 2",,"level 6","site qa","speedpanel stair pressurisation shaft 2","fire stairs"
,,"Fire Stairs - Speedpanel Scissor Stair Dividing Wall",,"level 6","site qa","speedpanel scissor stair dividing wall","fire stairs"
,,"Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms",,"level 6","northern core risers & plant rooms","site qa","speedpanel northern core risers & plant rooms"
,,"Level 7","grouping","level 7"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 1",,"site qa","level 7","speedpanel stair pressurisation shaft 1","fire stairs"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 2",,"site qa","level 7","speedpanel stair pressurisation shaft 2","fire stairs"
,,"Fire Stairs - Speedpanel Scissor Stair Dividing Wall",,"site qa","level 7","speedpanel scissor stair dividing wall","fire stairs"
,,"Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms",,"northern core risers & plant rooms","site qa","level 7","speedpanel northern core risers & plant rooms"
,,"Level 8","grouping","level 8"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 1",,"site qa","level 8","speedpanel stair pressurisation shaft 1","fire stairs"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 2",,"site qa","level 8","speedpanel stair pressurisation shaft 2","fire stairs"
,,"Fire Stairs - Speedpanel Scissor Stair Dividing Wall",,"site qa","level 8","speedpanel scissor stair dividing wall","fire stairs"
,,"Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms",,"northern core risers & plant rooms","site qa","speedpanel northern core risers & plant rooms","level 8"
,,"Level 9","grouping","level 9"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 1",,"site qa","level 9","speedpanel stair pressurisation shaft 1","fire stairs"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 2",,"site qa","speedpanel stair pressurisation shaft 2","level 9","fire stairs"
,,"Fire Stairs - Speedpanel Scissor Stair Dividing Wall",,"site qa","level 9","speedpanel scissor stair dividing wall","fire stairs"
,,"Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms",,"northern core risers & plant rooms","site qa","speedpanel northern core risers & plant rooms","level 9"
,,"Level 10","grouping","level 10"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 1",,"level 10","site qa","speedpanel stair pressurisation shaft 1","fire stairs"
,,"Fire Stairs - Speedpanel Stair Pressurisation Shaft 2",,"level 10","site qa","speedpanel stair pressurisation shaft 2","fire stairs"
,,"Fire Stairs - Speedpanel Scissor Stair Dividing Wall",,"level 10","site qa","speedpanel scissor stair dividing wall","fire stairs"
,,"Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms",,"northern core risers & plant rooms","level 10","site qa","speedpanel northern core risers & plant rooms"
