Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Detailed Progress - Concrete Works,,,,,,
,Scope,,,Site QA,Concrete Works,
,Rows,,,,,
,,Lot 1,dynamic,Concrete Works,Lot 1,Site QA
,,Lot 2,dynamic,Concrete Works,Lot 2,Site QA
,,Lot 3,dynamic,Concrete Works,Lot 3,Site QA
,,Lot 4,dynamic,Concrete Works,Lot 4,Site QA
,,Lot 5,dynamic,Concrete Works,Lot 5,Site QA
,,Lot 6,dynamic,Concrete Works,Lot 6,Site QA
,,Lot 7,dynamic,Concrete Works,Lot 7,Site QA
,,Lot 8,dynamic,Concrete Works,Lot 8,Site QA
,,Lot 9,dynamic,Concrete Works,Lot 9,Site QA
,,Lot 10,dynamic,Concrete Works,Lot 10,Site QA
,,Lot 11,dynamic,Concrete Works,Lot 11,Site QA
,,Lot 12,dynamic,Concrete Works,Lot 12,Site QA
,,Lot 13,dynamic,Concrete Works,Lot 13,Site QA
,,Lot 14,dynamic,Concrete Works,Lot 14,Site QA
,,Lot 15,dynamic,Concrete Works,Lot 15,Site QA
,Columns,,,,,
,,Setout complete & checked,,Setout complete and checked,,
,,Services Located & before you dig plans checked,,Services Located and before you dig plans checked,,
,,Stringline set out,,Stringline set out,,
,,String checked for fall,String checked for fall,Stringline set out,,
,,Driveway checked for correct width,Driveway checked for correct width,Stringline set out,,
,,Excavation correct depth,,Excavation correct depth,,
,,Metal correct depth,,Metal correct depth (Photos required),,
,,Metal compacted,,Metal compacted,,
,,Lids set,,Lids set,,
,,Steel placed,,Steel placed,,
,,Engineer Inspection,,Engineer Inspection,,
,,Boxing stripped,,Boxing stripped,,
,,Topsoil placed,,Topsoil placed (if required),,
