type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Suspended Slab,,,,,,Suspended Slab
section,Delivery/material check,,,,,,
checkpoint,Detail sheet & drawing reference,,,,,,
section,Workface acceptance,,,,,,
checkpoint,Safe,,,,,,
section,Slab reinforcing ,,,,,,
checkpoint,Bar diameter/grade/spacing,,,,,,
checkpoint,Laps,,,,,,
checkpoint,Saddle bars - Staggered UNO,,,,,,
checkpoint,Drag bars,,,,,,
checkpoint,Nib starters,,,,,,
checkpoint,Trimmers to penetrations/openings,,,,,,
checkpoint,Comflor - fire bar in troth,,,,,,
section,Concrete cover ,,,,,,
checkpoint,Cover blocks/chairs/spacers correct mm - CRITICAL,,,,,,
checkpoint,Top cover,,,,,,
section,Miscellaneous,,,,,,
checkpoint,Couplings/fittings/IMBMS/Reid,,,,,,
section,Review & Handover,,,,,,
checkpoint,"All reinforcing installed correctly, checked & reviewed as per specification",,,,,,
checkpoint,Area left clean & tidy,,,,,,
