"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Rough In  - AC & M.W Progress"
,"Scope",,
,"Rows"
,,"Office A - Ground Floor","grouping","ground floor","rough in","office a"
,,"FCU-AG.1",,"ground floor","fcu-ag.1","rough in","office a"
,,"FCU-AG.2",,"fcu-ag.2","ground floor","rough in","office a"
,,"FCU-AG.3",,"ground floor","rough in","office a","fcu-ag.3"
,,"FCU-AG.4",,"ground floor","fcu-ag.4","rough in","office a"
,,"FCU-AG.5",,"ground floor","fcu-ag.5","rough in","office a"
,,"FCU-AG.6",,"ground floor","fcu-ag.6","rough in","office a"
,,"FCU-AG.7",,"ground floor","fcu-ag.7","rough in","office a"
,,"FCU-AG.8",,"ground floor","fcu-ag.8","rough in","office a"
,,"FCU-AG.9",,"ground floor","fcu-ag.9","rough in","office a"
,,"Office A - Floor Level 1","grouping","floor level 1","rough in","office a"
,,"FCU-A1.1",,"fcu-a1.1","floor level 1","rough in","office a"
,,"FCU-A1.2",,"floor level 1","rough in","fcu-a1.2","office a"
,,"FCU-A1.3",,"fcu-a1.3","floor level 1","rough in","office a"
,,"FCU-A1.4",,"fcu-a1.4","floor level 1","rough in","office a"
,,"FCU-A1.5",,"fcu-a1.5","floor level 1","rough in","office a"
,,"FCU-A1.6",,"fcu-a1.6","floor level 1","rough in","office a"
,,"FCU-A1.7",,"fcu-a1.7","floor level 1","rough in","office a"
,,"FCU-A1.8",,"fcu-a1.8","floor level 1","rough in","office a"
,,"FCU-A1.9",,"floor level 1","fcu-a1.9","rough in","office a"
,,"Warehouse A Office - Dispatch Office","grouping","warehouse a office","dispatch office","rough in"
,,"FCU-WA.1",,"warehouse a office","dispatch office","fcu-wa.1","rough in"
,,"Building A Fire Damper - Floor Level 1","grouping","building a fire damper","floor level 1","rough in"
,,"FCU-B1.1",,"fcu-b1.1","building a fire damper","floor level 1","rough in"
,,"FCU-B1.2",,"building a fire damper","floor level 1","rough in","fcu-b1.2"
,,"FCU-B1.3",,"building a fire damper","fcu-b1.3","floor level 1","rough in"
,,"FCU-B1.4",,"fcu-b1.4","building a fire damper","floor level 1","rough in"
,,"FCU-B1.5",,"fcu-b1.5","building a fire damper","floor level 1","rough in"
,"Columns"
,,"Equipment installed into position and correctly aligned  and in direction of flow",,"equipment installed into position and correctly aligned  and in direction of flow"
,,"Outside equipment installed into position and correctly aligned",,"outside equipment installed into position and correctly aligned"
,,"Vibration isolation installed",,"vibration isolation installed"
,,"All solid ductwork installed",,"all solid ductwork installed"
,,"All flexible/canvas ductwork installed",,"all flexible/canvas ductwork installed"
,,"Dampers installed  (NRD, VC, FD, MVCD) Correctly",,"dampers installed  (nrd, vc, fd, mvcd) correctly"
,,"Solid ductwork capped, covered, sealed and seams weatherproofed",,"solid ductwork capped, covered, sealed and seams weatherproofed"
,,"Overflashings installed and weatherproofed",,"overflashings installed and weatherproofed"
,,"All equipment/materials correctly insulated as required",,"all equipment/materials correctly insulated as required"
,,"Water supplied to equipment",,"water supplied to equipment"
,,"Condensate drains installed to tundish/waste point provided",,"condensate drains installed to tundish/waste point provided"
,,"Electrical installation roughed in to unit",,"electrical installation roughed in to unit"
,,"Controls installation roughed in to unit",,"controls installation roughed in to unit"
,,"Fire Shutdown cable roughed in",,"fire shutdown cable roughed in"
,,"VSD installed including electrical and controls",,"vsd installed including electrical and controls"
,,"Refrigeration pipework roughed in",,"refrigeration pipework roughed in"
,,"General area inspection for defects",,"general area inspection for defects"
,,"Installed as per shop drawings",,"installed as per shop drawings"
,,"Works area tidy and clean of debris",,"works area tidy and clean of debris"

"Rough In  - Fans Progress"
,"Scope",,
,"Rows"
,,"Warehouse A Office - Office A","grouping","warehouse a office","rough in","office a"
,,"TEF-A-1.1",,"warehouse a office","tef-a-1.1","rough in","office a"
,,"TEF-A-G.1",,"warehouse a office","tef-a-g.1","rough in","office a"
,,"TEF-A-G.2",,"warehouse a office","tef-a-g.2","rough in","office a"
,,"OAF-A-G.1",,"warehouse a office","oaf-a-g.1","rough in","office a"
,,"Warehouse A Office - Warehouse A Equipment Room","grouping","warehouse a equipment room","warehouse a office","rough in"
,,"GEF-A-1",,"warehouse a equipment room","warehouse a office","gef-a-1","rough in"
,,"GEF-A-2",,"warehouse a equipment room","warehouse a office","rough in","gef-a-2"
,,"GEF-A-3",,"warehouse a equipment room","warehouse a office","gef-a-3","rough in"
,,"GEF-A-4",,"warehouse a equipment room","warehouse a office","gef-a-4","rough in"
,,"Building A Fire Damper - Office B","grouping","office b","building a fire damper","rough in"
,,"TEF-BG.1",,"tef-bg.1","office b","building a fire damper","rough in"
,,"TEF-B1.1",,"tef-b1.1","office b","building a fire damper","rough in"
,,"Building A Fire Damper - Warehouse B Smoke Fans","grouping","building a fire damper","warehouse b smoke fans","rough in"
