"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6fcb83a5-7ffc-4eac-b87c-400fd627eb3e","","not-started","Prestart Inspections","checklist","FALSE","FALSE","Prestart Inspections"
"2a9f9461-e159-432a-b19a-615f9c61af69","","not-started","","folder","TRUE","FALSE","Level 3"
"83d6c323-15df-4b9c-b651-efb3f84d2467","","not-started","","folder","TRUE","FALSE","Level 3","Staff Breakout - (JN60)"
"3fc68624-a2cc-45bd-b811-e956ddca299b","","not-started","QA - Splashback Installation","checklist","FALSE","FALSE","Level 3","Staff Breakout - (JN60)","QA- Splashback"
"994077c9-5352-41cc-bed4-60c8e640c2d6","","not-started","QA-Other Information","checklist","FALSE","FALSE","Level 3","Staff Breakout - (JN60)","QA- Other Information"
"4c7fae4f-aa3f-4558-b123-f2cca2e265a3","","fail","","folder","TRUE","FALSE","Level 4"
"4c4fc257-3f24-4f78-b9ad-142beac77552","","fail","","folder","TRUE","FALSE","Level 4","Staff Breakout - (JN60a)"
"55de0522-1957-4f2c-ab3f-bfbd0f2415cc","","fail","QA - Splashback Installation","checklist","FALSE","FALSE","Level 4","Staff Breakout - (JN60a)","QA- Splashback"
"1a4473a4-9eb4-499e-9e04-2751bb52182c","","not-started","QA-Other Information","checklist","FALSE","FALSE","Level 4","Staff Breakout - (JN60a)","QA- Other Information"
"6e377dfc-4444-462c-8cfe-879f1d2583f3","","not-started","","folder","TRUE","FALSE","Level 5"
"bad9fbbe-b4df-4f86-9139-f27c8ab911d4","","not-started","","folder","TRUE","FALSE","Level 5","Staff Breakout - (JN 63a)"
"3bcaed57-e861-43ee-baeb-3dc06de812bb","","not-started","QA - Splashback Installation","checklist","FALSE","FALSE","Level 5","Staff Breakout - (JN 63a)","QA- Splashback"
"13a37cd8-e142-4dba-8311-52f3f72134af","","not-started","QA-Other Information","checklist","FALSE","FALSE","Level 5","Staff Breakout - (JN 63a)","QA- Other Information"
"8755f364-6b25-4b88-94c6-689f0e1d77b4","","not-started","","folder","TRUE","FALSE","Level 6"
"8239c9f8-304b-4939-b4ff-63856056abf3","","not-started","","folder","TRUE","FALSE","Level 6","Staff Breakout - (JN 64a)"
"63d445ff-3ea5-46bd-9ef7-d4d4d4d2abac","","not-started","QA - Splashback Installation","checklist","FALSE","FALSE","Level 6","Staff Breakout - (JN 64a)","QA- Splashback"
"84938400-02de-4cf7-8e07-edaa00341ce5","","not-started","QA-Other Information","checklist","FALSE","FALSE","Level 6","Staff Breakout - (JN 64a)","QA- Other Information"
"e718af8a-4ac7-4468-b837-e34879f84af1","","not-started","","folder","TRUE","FALSE","Level 6","Kitchen - (JN 65)"
"42d2ce64-776f-4a73-8372-828698318821","","not-started","QA - Splashback Installation","checklist","FALSE","FALSE","Level 6","Kitchen - (JN 65)","QA- Splashback"
"f0ec3d8e-8f17-41ba-bbe9-7c8b331df1c6","","not-started","QA-Other Information","checklist","FALSE","FALSE","Level 6","Kitchen - (JN 65)","QA- Other Information"
"eb74deab-ac54-48d3-8ad4-7ca708f870db","","not-started","","folder","TRUE","FALSE","Level 6","Hydrostation - (JN 68)"
"866f66ee-d71e-490a-96c3-d0ede3ebb0a1","","not-started","QA - Splashback Installation","checklist","FALSE","FALSE","Level 6","Hydrostation - (JN 68)","QA- Splashback"
"46d84e47-e16e-4d4a-813d-bfcb6f1b7343","","not-started","QA-Other Information","checklist","FALSE","FALSE","Level 6","Hydrostation - (JN 68)","QA- Other Information"
"bbfa5b1f-d8b8-4aff-bdab-07fb4c9edb4e","","not-started","Final Sign Off for Invoicing","checklist","FALSE","FALSE","Final Sign Off"
