type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,Precast install checklist,,,,,Yes,Precast install checklist,7c2f153c-fbe3-4cec-80ea-e2bd37414c6f
checkpoint-status,Precast unit placed and temp props/brackets installed per propping design,,,,,,,
checkpoint-status,Precast unit set to gridline/RL,,,,,,,
checkpoint-status,Permanent brackets installed (where required),,,,,,,
checkpoint-status,All associated works (grouting/brackets) are completed and props ready to be removed. Do not remove without consulting Built site manager.,,,,,,,
checkpoint-status,Check torque on prop fixing under extreme weather conditions.,,,,,,,
