type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Project Details,,,,,,Project Details
checkpoint,Project Details:,,,,,,
label,Project Number:,,,,,,
label,Builder:,,,,,,
label,Project Manager:,,,,,,
