type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Expansion Tank,,,,,,Expansion Tank
checkpoint,Expansion tank installed & labelled,,,,,,
checkpoint,Pipework connected and no leaks,,,,,,
