type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Evap Cooler Rough In,,,,,,Evap Cooler Rough In
checkpoint,Unit installed Level & Labelled,,,,,,
checkpoint,Drain to point of discharge installed on grade,,,,,,
