Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,Fit Off (Male),,Fit Off,,
7621e5f7-de74-45e7-95f8-b56aa4c4f0c7,section,Details,,,,
efb54eb6-3600-4cd7-bc40-7d4c05f7394c,checkpoint,Hand Basin,,,,
ffdecb66-b838-40b5-a902-ad346890c779,checkpoint,Scrub Trough,,,,
78bcb225-abfc-4bd9-9cb1-b07f7f234e25,checkpoint,Ministops/ Ball Valve,,,,
9a02c533-6645-465d-b50f-6a58358cda95,checkpoint,Fixture Waste,,,,
62b16ba3-ebfb-4f06-9acb-791d7168a812,checkpoint,Mixer installed,,,,
7b275ab6-0c75-48b7-aa1c-7b9c398f741b,checkpoint,Dishwasher,,,,
409278ce-7bce-4411-99d3-8d78eefcfa03,checkpoint,Sink,,,,
46fd0fa1-07ed-464c-bfb5-0b082f940bd1,checkpoint,Trough,,,,
715f40fe-b7b0-4191-acc5-e1c92a84eee9,checkpoint,Bathroom Shower Mixer,,,,
353b7e90-2472-4527-a9cc-10036e06c602,checkpoint,Bathroom Basin,,,,
8c139fd0-582b-4c2b-b974-c0a0c8d07995,checkpoint,Bathroom Basin Mixer,,,,
a0e90eef-93a2-47f5-9ff2-4cc7d6775142,checkpoint,Bathroom Bottle Trap,,,,
68888a36-e754-4a48-89a3-ac29a3cda7dd,checkpoint,Bathroom Toilet,,,,
,checkpoint,Urinals,,,,
,checkpoint,Dolphin units,,,,
,,,,,,
,checklist,Fit Off (Unisex),,Fit Off,,
7621e5f7-de74-45e7-95f8-b56aa4c4f0c7,section,Details,,,,
efb54eb6-3600-4cd7-bc40-7d4c05f7394c,checkpoint,Hand Basin,,,,
ffdecb66-b838-40b5-a902-ad346890c779,checkpoint,Scrub Trough,,,,
78bcb225-abfc-4bd9-9cb1-b07f7f234e25,checkpoint,Ministops/ Ball Valve,,,,
9a02c533-6645-465d-b50f-6a58358cda95,checkpoint,Fixture Waste,,,,
62b16ba3-ebfb-4f06-9acb-791d7168a812,checkpoint,Mixer installed,,,,
7b275ab6-0c75-48b7-aa1c-7b9c398f741b,checkpoint,Dishwasher,,,,
409278ce-7bce-4411-99d3-8d78eefcfa03,checkpoint,Sink,,,,
46fd0fa1-07ed-464c-bfb5-0b082f940bd1,checkpoint,Trough,,,,
715f40fe-b7b0-4191-acc5-e1c92a84eee9,checkpoint,Bathroom Shower Mixer,,,,
353b7e90-2472-4527-a9cc-10036e06c602,checkpoint,Bathroom Basin,,,,
8c139fd0-582b-4c2b-b974-c0a0c8d07995,checkpoint,Bathroom Basin Mixer,,,,
a0e90eef-93a2-47f5-9ff2-4cc7d6775142,checkpoint,Bathroom Bottle Trap,,,,
68888a36-e754-4a48-89a3-ac29a3cda7dd,checkpoint,Bathroom Toilet,,,,
,checkpoint,Dolphin units,,,,
