Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
55059f54-41e2-5797-bc8b-66463febfdc3,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 12,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
43116134-c996-5371-b60c-c5615061fa8e,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 13,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
b76b3631-42df-5ce7-9981-ef50fe50248c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 14,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
ec72d44c-8b7a-58d9-bd70-c49f8ec12bd1,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 15,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
b32d7d84-6837-545b-8503-8b51c6cf8ca0,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 16,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
bd9dde68-b38b-5963-8000-2925b5bca24c,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 17,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
3376b152-39c1-5f92-913d-29faef9a5d0d,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 18,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
e5d42276-fac0-5fe2-9983-5e846df63fa8,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 19,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
6cd8e21c-ea60-5196-9853-5ff1b93d0294,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 20,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
fc1282ad-dd50-543f-8818-a6c759eccba3,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 21,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
2ecc9601-0295-5d21-8def-e6856e823a2e,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 22,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
58984b83-3d4c-5109-9020-a03ccff5e673,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 23,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
c2832df6-124f-58e0-8df3-4955582da702,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 24,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
1c2a3a09-82d0-5d52-bafb-22dd7fac5adf,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 25,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
f921bac7-3264-50e1-8568-63a90779b5c3,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 26,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
f404c04f-e051-5bc1-ac27-b4f19eb82b65,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 27,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
c33745ae-eaa5-5894-af42-32c30b15feff,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 28,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
66f7c82e-8c0b-5c62-8b01-a11d3f238c5f,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 29,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
6ad9eeac-ab57-5d13-8cf5-50726da8b334,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 30,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
dc780221-aa56-50b0-8aa1-2772bc1f9179,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 31,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
4ce4991b-5556-5da2-a33e-43ff16583ba6,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 32,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
e819ebd7-0b8d-5bb4-8b75-685c44122ddc,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 33,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
07bc0e49-0e57-5b42-a666-5f19d58c2ee4,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 34,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
2e95ea79-d361-54d4-8f88-b32d0441f889,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 54,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
d93d3913-5c5f-5ed2-bc41-f9708a03b86e,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 55,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
5e07df32-e278-5f5f-a028-4c88e5eb33cc,,pass,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 56,Rough-in Plumbing Installation,Gas Service Installation (Rough-ins),Details:,Installation complies with latest revision of AS/NZS-5601 (Note: Installation photos to be taken only within this Checkpoint)
