Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
dd0cb033-321e-56e3-9969-0262b0bce970,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 12,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
1e42910a-4367-56a8-a44e-a56807062aa8,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 12,Commissioning,Commission Hot Water Generating Plant,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
6f40ff40-858c-54eb-91b8-3251ccae16df,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 13,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
d52bde5e-e259-50e5-9c14-4c62d7cfa4bb,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 13,Commissioning,Commission Hot Water Generating Plant,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
4eef3faf-e248-5e81-a898-e7d91372198c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 14,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
211eedab-1c76-5c58-98da-a12e511a4966,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 14,Commissioning,Commission Hot Water Generating Plant,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
57a88f42-a239-59e3-b31a-2faccd158ef3,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 15,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
61826f68-bedb-59a4-b2da-3ff77f7c2ac0,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 15,Commissioning,Commission Hot Water Generating Plant,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
c2930829-58f0-5509-a0ba-cc1226fc8b69,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 16,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
79cd0d78-737f-53df-9811-21591a4b59ea,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 16,Commissioning,Commission Hot Water Generating Plant,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
29d97a7a-f9f2-5b63-bd52-aa398960229a,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 17,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
2ca99cb3-d037-5abe-af3f-6564bfca0d83,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 17,Commissioning,Commission Hot Water Generating Plant,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
ad5aa7c6-7480-559f-860e-6e137c4b7f7b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 18,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
15f56781-21b8-5923-93a5-006458379f96,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 18,Commissioning,Commission Hot Water Generating Plant,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
a76319ac-9e79-5937-960e-e6e879d314c9,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 19,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
08beb16e-2ae6-5496-9dcd-ea12b321f7f7,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 19,Commissioning,Commission Hot Water Generating Plant,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
33a19df5-0457-5912-b070-85c95b0ef92c,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 20,Commissioning,Commission Fixture Group,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
4d770ca6-52c3-5b32-9bf9-c4e3a6eb5042,,not-started,,checkpoint,TRUE,TRUE,Site QA,Stage 1,Lot 20,Commissioning,Commission Hot Water Generating Plant,Details:,Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601 (Note: Commissioning photos to be taken only within this Checkpoint)
