"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2059a52b-ce5d-439e-8744-30f82a773160","","folder-normal","","","step","TRUE","FALSE","Site QA"
"6721a40c-c03c-424a-8697-6449441d5aac","","folder-normal","","","step","TRUE","FALSE","Site QA","Cabling Works"
"cb2cfb11-58e7-4391-8819-13ef27e59e62","","folder-normal","","","step","TRUE","FALSE","Site QA","Switchboard"
"543c95b1-4e87-424b-bed2-fe61049f0e88","","checklist-flat","","MSB","checklist-flat","FALSE","FALSE","Site QA","Switchboard","MSB"
"6b2384f0-706a-4130-95d8-8e73ff0d0c30","","folder-normal","","","step","TRUE","FALSE","Site QA","Cable Containment"
"b1efe985-b896-4cc6-b080-f08e0d5b34f5","","folder-normal","","","step","TRUE","FALSE","Site QA","External Works"
"9d40e5db-dd0c-4964-94c9-f872a9e276a2","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix"
"a7b27ca8-0b51-43ac-bd2e-f961dc3d60e1","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor"
"13bfc83e-e6a6-4da5-84f4-ea1731743864","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A"
"75a18a60-6170-456e-b6a8-458537d74427","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Hallways"
"9b709a7f-b9be-4907-b9fa-e0faa10865e8","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs007","Cabling"
"c8b8940e-96b2-4f76-a94b-46478de125c3","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs007","Cabling","Lighting"
"c77ed5a1-cd15-40af-af54-1089096e90cc","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs007","Cabling","Power"
"5fa39845-7b0d-4f1a-b225-305222b86bc3","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs007","Distribution Board"
"4917d9c6-b44d-47bf-b8f0-9502968bdc9c","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs008"
"51ac387e-bc7a-4fea-8590-c14d70d2b00e","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs008","Flush Boxes"
"b58b044d-d164-4dfe-9c89-424cadd79a1c","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs008","Cabling"
"064125a9-c493-42be-bba4-32cfa712be1a","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs008","Cabling","Lighting"
"7789ed1b-d5b2-4fba-b116-27037bc84693","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs008","Cabling","Power"
"249a7da3-6baa-4849-8843-3c352abf76a8","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs008","Distribution Board"
"15b1cd78-859f-4f3c-b3fc-6cd6c13477c1","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs009"
"dfe6f007-e9e6-4e9b-8fcc-287a72eb3391","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs009","Flush Boxes"
"cee30bee-235c-4dd0-9ee4-478fd02c325e","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs009","Cabling"
"76797f65-a89b-4891-bd7b-b7ca325dcd50","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs009","Cabling","Lighting"
"054ec7c7-1d51-4e4e-9d52-cddf894ea69c","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs009","Cabling","Power"
"31debff2-5eeb-491a-b414-5b93136fea14","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs009","Distribution Board"
"85ef03b8-c3ba-4dda-a8b6-c319a2c823f7","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs010"
"ec00eb90-5f00-40b7-b6eb-c9668007a978","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs010","Flush Boxes"
"d115e7a9-d984-434a-bdbf-ab2ea220739a","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs010","Cabling"
"b22852f4-178d-4e46-8408-7c1ac6cf125e","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs010","Cabling","Lighting"
"d8b9d363-a225-4a6a-98da-0cf7bc692c7b","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs010","Cabling","Power"
"5f0e20da-d7e9-47dd-8d14-48eb17fea3d7","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs010","Distribution Board"
"d5ad7576-a473-4699-8bee-14ecb9894062","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","TR"
"d62b1210-06c5-445b-9562-1acb0bcb1944","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","TR","Flush Boxes"
"48ee2c69-5f09-4381-9240-0b620fa3b469","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","TR","Cabling"
"806afb71-6468-4f95-8542-f6a6704084ad","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","TR","Cabling","Lighting"
"8b88be20-700c-46e6-a1b8-f1e28db8efcc","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","TR","Cabling","Power"
"a445a2fb-e79d-40cf-9f02-61aae802e903","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","TR","Distribution Board"
"73d52311-731e-4f6f-99c7-89ef2184c3e6","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs011"
"c77e370d-d92c-45a0-ad2a-0bb68615675d","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs011","Flush Boxes"
"5bbb91b2-40f7-461d-85c4-38e1ccc68e89","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs011","Cabling"
"41bf952c-f432-4a0a-94d5-d350f8365dc5","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs011","Cabling","Lighting"
"33988ab1-ca4b-4c0f-987d-29123e56b9ae","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs011","Cabling","Power"
"9c8e6eb0-e583-4c21-bf40-1d38ed5537d7","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs011","Distribution Board"
"c9e90c8e-6d80-4ce4-8d63-6e96163f4927","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs012"
"28f9679b-fa07-4791-aa57-f1cde9e90f59","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs012","Flush Boxes"
"c2bec3fc-e4e1-4948-991c-61705a04a98f","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs012","Cabling"
"f783f0b3-e2a5-40ab-8536-c070dd969f9a","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs012","Cabling","Lighting"
"a084edb9-d523-4593-bb32-7f14f802f2b2","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs012","Cabling","Power"
"c43d37e3-6e28-4cdb-bbc9-767185da26b9","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs012","Distribution Board"
"af4988e7-bba4-436e-825e-454ef91c1b03","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs013"
"4403850c-b120-407d-8968-0e3de544e162","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs013","Flush Boxes"
"56eac2e5-fc8d-4990-b3dc-0a38e000702c","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs013","Cabling"
"5519cd81-0665-46eb-80f1-e73927c25a44","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs013","Cabling","Lighting"
"7e96b984-d170-4456-a89e-67328dabb347","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs013","Cabling","Power"
"3a325707-7ac1-4273-ad82-3228c33ca42e","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs013","Distribution Board"
"b3661a66-7582-418b-a9cd-6c5f8c1044a6","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs014"
"c9b5cd34-542e-439e-ab53-93ec6f859542","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs014","Flush Boxes"
"b093628d-91ef-4c44-af21-68319809b30f","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs014","Cabling"
"340d1c33-b5f3-4202-bc3b-f2cafe5bca40","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs014","Cabling","Lighting"
"41a0994a-069d-4087-8bc3-02286d6d48bd","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs014","Cabling","Power"
"9c324656-96ca-4b80-aa74-ae89285a1457","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs014","Distribution Board"
"f63e31bd-a873-4d07-8ec8-033f70be0207","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs015"
"faa93a04-6245-402c-a5f9-b356fd1aad20","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs015","Flush Boxes"
"288c1c2e-8b17-4083-8e35-059616d2bca9","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs015","Cabling"
"0b13f2d5-5ee2-4605-815f-bf2f406c7335","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs015","Cabling","Lighting"
"2b8e0151-704b-4289-983d-0f6c96ec1236","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs015","Cabling","Power"
"72b32458-4c83-413e-8154-b64dc4f77a55","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs015","Distribution Board"
"a9083a42-9c7a-4533-bad8-abd817c757a8","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","WC room"
"bc48e984-a4e1-4219-977f-3195e9833d7e","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","WC room","Flush Boxes"
"4eb185ba-a673-453e-9ab5-b9a6793c7bce","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","WC room","Cabling"
"d56f31df-66aa-49b7-9898-d57c47a2dc64","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","WC room","Cabling","Lighting"
"935385ba-b8fd-4751-b0c1-f282acd78446","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","WC room","Cabling","Power"
"58a32683-02e7-4fe1-9f54-038e7dd80a41","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","WC room","Distribution Board"
"b025095a-4e5a-4fbd-9d79-42587d56d5a4","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs016"
"c22108a6-943d-42a8-8d8f-1d1d59ff4469","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs016","Flush Boxes"
"1488aa91-99a7-45ab-a395-df4dfbfd2eb9","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs016","Cabling"
"5274e41e-2e51-4d56-8013-e4452543028f","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs016","Cabling","Lighting"
"0aecfab4-e679-4494-9fa7-854ee9fcc494","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs016","Cabling","Power"
"b991ad0d-79f6-4131-b965-354b6c4c7ac8","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs016","Distribution Board"
"68d6231f-e4ef-5845-926d-3a780e03de91","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs017"
"58303557-3a0f-58e0-85df-bf21feeb735d","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs017","Flush Boxes"
"817313d1-93de-59f3-a8e4-8726e45671be","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs017","Cabling"
"bf3898a4-eb52-562b-9ef4-b36ce5bcb18b","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs017","Cabling","Lighting"
"f7e69dff-7609-5086-9112-2d56c1bce1b3","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs017","Cabling","Power"
"69b920ae-739a-5c6c-b68c-51d9d60c5c66","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs017","Distribution Board"
"e751bcfb-be37-4f4e-87de-469d0c02c483","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cleaners"
"6bdfcae8-3109-4de9-befc-bdc79f304b25","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cleaners","Flush Boxes"
"cf76ca94-8463-43c4-8c64-944221686832","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cleaners","Cabling"
"c25d040f-3f6a-41b1-abb5-3467195ad443","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cleaners","Cabling","Lighting"
"bb92d3b2-3227-495e-809c-a2c9a4af31a6","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cleaners","Cabling","Power"
"24d00104-5dc8-4a5f-8a42-bd6b314901c5","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cleaners","Distribution Board"
"f1dbb32b-4742-43a7-9b49-848cd5e5c891","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Linen out"
"45ab2aab-d62a-4cf4-b1ca-e03c89cafbcf","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Linen out","Flush Boxes"
"d5af6e0a-86f3-4514-ba1d-1c08476159ba","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Linen out","Cabling"
"cf0bcf05-9d61-427c-af5b-ff789891e301","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Linen out","Cabling","Lighting"
"56ae9ac9-8de3-4e6f-b30d-662e913c2b5f","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Linen out","Cabling","Power"
"824dc79a-b41c-4034-9b54-684ebdead332","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Linen out","Distribution Board"
"4c1b7b3d-63f6-418e-bdb7-a24e3cf52713","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Don / doff"
"b6705f6d-c59a-4a70-a099-2ce2219608d7","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Don / doff","Flush Boxes"
"46c9ec96-9d7b-4cb4-9d3c-a5951e1277ba","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Don / doff","Cabling"
