"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2059a52b-ce5d-439e-8744-30f82a773160","","folder-normal","","","step","TRUE","FALSE","Site QA"
"6721a40c-c03c-424a-8697-6449441d5aac","","folder-normal","","","step","TRUE","FALSE","Site QA","Cabling Works"
"cb2cfb11-58e7-4391-8819-13ef27e59e62","","folder-normal","","","step","TRUE","FALSE","Site QA","Switchboard"
"543c95b1-4e87-424b-bed2-fe61049f0e88","","checklist-flat","","MSB","checklist-flat","FALSE","FALSE","Site QA","Switchboard","MSB"
"6b2384f0-706a-4130-95d8-8e73ff0d0c30","","folder-normal","","","step","TRUE","FALSE","Site QA","Cable Containment"
"b1efe985-b896-4cc6-b080-f08e0d5b34f5","","folder-normal","","","step","TRUE","FALSE","Site QA","External Works"
"9d40e5db-dd0c-4964-94c9-f872a9e276a2","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix"
"a7b27ca8-0b51-43ac-bd2e-f961dc3d60e1","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor"
"13bfc83e-e6a6-4da5-84f4-ea1731743864","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A"
"75a18a60-6170-456e-b6a8-458537d74427","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Hallways"
"26a07f33-7f4d-4786-be1a-f9a02e8c37c4","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Hallways","Flush Boxes"
"d8a891cc-a7d8-474b-952d-ec6cdac95343","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Hallways","Cabling"
"3b506048-4b9a-4bad-95a8-d8e3d9c57544","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Hallways","Cabling","Lighting"
"421abac2-ec0c-4e9c-adc0-06653c6a72c5","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Hallways","Cabling","Power"
"f542c673-9e69-4203-b3f3-674b8d723f93","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Hallways","Distribution Board"
"cccd2352-ab37-4b8d-a892-a39e9b98ad43","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs001"
"d137a76a-761e-4f00-903b-9443c2098063","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs001","Flush Boxes"
"a9a9a4bd-2d96-4c2e-b441-3869269ce15d","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs001","Cabling"
"585cad2d-2380-424a-a2bb-239e211195c9","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs001","Cabling","Lighting"
"e174ad50-9938-4105-bb03-14a942f0ef00","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs001","Cabling","Power"
"666b176a-4210-4d35-b7f9-c4ed4cd4e162","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs001","Distribution Board"
"68cbedc4-65b4-4a28-88c0-7499a4ac20ce","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs002"
"b00057dd-ba8c-4547-bb18-a00bb6575dad","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs002","Flush Boxes"
"2815ac1c-126b-470f-9e3b-a849b703b40c","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs002","Cabling"
"8a802c6c-5f59-47f8-8479-a2f35f2a616b","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs002","Cabling","Lighting"
"18c67d25-e20e-42f7-a6af-6982e4f084c6","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs002","Cabling","Power"
"1fe67f6b-b24f-4a85-bd47-38f3ec9629d0","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs002","Distribution Board"
"886f1ee4-d782-4010-9f31-5c9f68474e98","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs003"
"44bbd689-685e-4369-80ff-78a48f29806c","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs003","Flush Boxes"
"606d7a5b-1118-462d-91f3-310ffcc35a2c","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs003","Cabling"
"276d768c-76f4-4fe9-93cf-2c1c445e0695","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs003","Cabling","Lighting"
"449dc525-692e-4fe5-a847-93c974a317cc","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs003","Cabling","Power"
"db2fb156-fed4-40e5-a49e-f7034580aea5","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs003","Distribution Board"
"88bc0d34-75bf-4cdc-8db9-eaf8e888f0cf","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs004"
"2a15161f-120d-4b18-9c97-5dc10b835dfa","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs004","Flush Boxes"
"9c6d7554-73a2-4827-bc02-d27d73b743b0","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs004","Cabling"
"3954a516-d090-418a-9182-fcd0f7d8ea5d","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs004","Cabling","Lighting"
"58d6ff70-4a62-4e7a-8932-02771e468cf8","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs004","Cabling","Power"
"37d3d6b3-14f1-4c5c-898e-1d81ddae68a1","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs004","Distribution Board"
"38b23f64-df75-42de-8e04-043df524e1d2","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs005"
"b22d28ec-2fdf-440c-ad67-ab2a8c8a7689","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs005","Flush Boxes"
"3e82d8ca-bf24-40e2-afc2-519cd306b1d9","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs005","Cabling"
"f41c25fb-0595-4dde-bcfd-a3ee0662fdd9","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs005","Cabling","Lighting"
"bc3944a8-8fc1-41bf-910d-42e68183ce71","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs005","Cabling","Power"
"e13f243e-e401-4068-916e-244b31a5b041","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs005","Distribution Board"
"fba9a276-73cc-4a24-8408-16ef3ac999eb","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs006"
"9df8a509-1ea1-40ff-9b0e-85f7c58dfc8e","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs006","Flush Boxes"
"accb033e-ca5a-4c25-9ccb-ee3355cc8491","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs006","Cabling"
"860315c1-27bf-439b-8f17-215c7f1fb5ba","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs006","Cabling","Lighting"
"3be481e5-4c87-4d56-bcf0-dbf1872b6ac1","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs006","Cabling","Power"
"8e43d011-f414-47b5-bf7e-2f79935b988e","","checklist-flat","","QA - Distribution Board - First Fix","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs006","Distribution Board"
"e0c18554-4318-4e02-9931-88039e55c25b","","folder-normal","","","step","TRUE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs007"
"42842594-ca35-48bb-8924-798fc00cda06","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","First Fix","Ground Floor","Region A","Cs007","Flush Boxes"
