resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,Mains Cables,,,,,,,,
,,,,step,,,,PH1A,,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DR-0.01,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DR-0.02,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DR-0.03,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DR-0.04,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DR-0.05,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-0.30,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-0.31,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-0.32,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-0.36,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-0.36.1,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-5.36.2,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-1.01,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-1.01.1,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-1.01.2,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-1.02,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-1.02.1,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-1.02.2,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-1.02.3,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-1.03,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-1.03.1,,,,,,
AE-ITCX-009 - Mains Cabling Reticulation Test Sheet (Rev 1 +Names),AE-ITCX-010 - Torque Settings for Bolts (Rev 1 +Names),,,folder-with-checklists,,,,,1A-DRC-1.03.2,,,,,,
