"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9d25ad23-f47f-4f93-a4b9-59639a47e1f6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits"
"25906010-d397-446e-88b5-7ea455170f54","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building"
"92193f65-edbb-45e7-9215-ebc67a8dccc2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements"
"41173abf-2852-4d6d-8be0-646affbc8995","","folder-normal","work-in-progress","","step","TRUE","FALSE","Conduits","Area / Building","Basements","Slab on ground"
"28de18aa-caff-4d6f-87e3-df38007797d0","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","AE 9287"
"e08265ab-af60-44c8-a265-8857f428b540","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","AE 9287","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"2951eeb6-2c51-4242-b0e5-eda83ac37c0e","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","AE 9287","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"9a006e28-11b9-414e-9bf2-3c426a1f6b94","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","AE 4955"
"02da5429-fd6c-4601-8da1-1e063b61339e","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","AE 4955","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"5de06ec3-f098-4069-b103-d2c47a291649","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","AE 4955","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"99b375fc-23b6-41cf-83c6-fa97ae920b67","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","701"
"09751b9c-9769-44f4-b096-188052928ebe","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","701","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"20dabe08-7356-4932-a39a-3dd1fb150cf5","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","701","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"82007c6a-f608-49c5-95e7-6fa74072034c","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","4117"
"82734c4b-a0b0-4d1b-b76d-e88ed3e71496","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","4117","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"d179541d-da66-41c5-b40a-10214f640fd9","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Temp Rising Main 4","4117","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"497f896e-c818-4139-bb63-9a78896f7d45","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Hoist 7 & 8"
"4833fec8-5e7a-49b8-825c-de01c99fc99a","","checklist-flat","pass","85125e7565b1dd55553d5239047670ae3a573f9f5de31018c88ce46a71276c21","checklist-flat","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Hoist 7 & 8","AE-ITCX-006 - Distribution Board Visual Inspection"
"0278c759-7621-4aee-8361-a07349d7aa50","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB - Sub Acute","Hoist 7 & 8","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"ed5a3cab-e50c-4652-960b-3edf50346826","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1"
"1d91d3ac-8527-4394-8045-af73e73ec508","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8"
"19e43875-028a-47ef-87fe-a98e93e9e20d","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 1161"
"8a28e21a-f5c7-4104-90d1-ae7d70ee7dfe","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 1161","Temp Board"
"333c54eb-ff84-4d77-bebe-fdefb98cedae","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 1161","Mandatory Tests"
"fa028b11-b4b9-4de0-b6ce-aad6b0841ec7","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 1161","AE 5073 IPU Core (Crane)"
"1a75997e-2960-46f8-a1b2-dc2848093cb0","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 1161","AE 5073 IPU Core (Crane)","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"1094104f-bab7-42f4-b2a4-9d6c0cf45fc6","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 1161","AE 5073 IPU Core (Crane)","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"f6aa9ce5-37d4-4805-af7c-e5b26343df7b","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 1161","AE 9383"
"ae01a8cd-da1a-422c-b282-e15e17095f1d","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 1161","AE 9383","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"3e0a4031-43f9-489f-99bd-c3fbff62cd74","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 1161","AE 9383","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"e85e5c21-41d9-43fb-88e8-1f72deb56187","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5043"
"0b6435d9-0a2d-4207-a9b2-5f1757f134b0","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5043","Temp Board"
"f3f973ae-9f31-4801-a5c2-03fa2f2a1656","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5043","Mandatory Tests"
"e3a0ba13-76a9-48bc-b52c-a6ccd10eb175","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5062"
"a06d1260-dd2d-450b-b406-adef2c13b252","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5062","Temp Board"
"b0bf0273-742d-4f62-b92c-2716e3556bf1","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5062","Mandatory Tests"
"bacbef8d-f071-4079-b3d3-5ff737a3aa6c","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 10081"
"6111f17b-ee44-4252-92d8-c2604f4ce983","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 10081","Temp Board"
"ab9d641c-8c03-4788-a8a1-98c587d6639b","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 10081","Mandatory Tests"
"0403c682-0d06-4d33-8691-a8b9e4156e12","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 6274"
"50d51f83-881b-4c7e-9ddd-c887de0dbcd5","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 6274","Temp Board"
"05a358b6-bb19-4ee9-af61-7bef171157e0","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 6274","Mandatory Tests"
"8ac7671f-decf-42c3-ac64-9f1acea01ea8","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5089"
"6545bf72-9c5b-4939-89a2-45304f15d007","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5089","Temp Board"
"9e4807b7-e6c3-4778-aa2e-ac96ffa27daa","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5089","Mandatory Tests"
"2c060762-88fe-4e5c-a42d-8a2ab17185c0","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9998"
"b694c7f8-e1e1-459e-915d-3ee1b28a4af5","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9998","Temp Board"
"f23d76c7-24b6-4d5c-af42-702d4a8c620d","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9998","Mandatory Tests"
"15633779-568d-42bb-a6bb-a2a6ed350473","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9202"
"0e2286e6-137d-4d49-a843-bbe67c995e53","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9202","Temp Board"
"389c46d8-0b03-4a99-8a63-df6b8d055fcf","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9202","Mandatory Tests"
"bddad138-ce98-451b-aa99-1aa75e6a7606","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9286"
"e3f78d7c-5752-445f-add0-7d075d51b269","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9286","Temp Board"
"4b8e69b1-0b75-40ed-85c5-ffa2628ebaaa","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9286","Mandatory Tests"
"e9966f40-f67c-4b84-9656-d2dc566b4615","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5075"
"5d88134c-f074-48c5-9eaa-bd9e16765c71","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5075","Temp Board"
"8ad69a6b-c9a2-4512-a8b0-aca247bd23d9","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5075","Mandatory Tests"
"bdb06534-5580-4ffc-923e-9408b1dd2c75","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5098"
"59fdfc6a-d698-4193-8a17-29e1247bce20","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5098","Temp Board"
"16f7cc02-7ebe-4ab9-8dc3-e81e6a41e6ef","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5098","Mandatory Tests"
"45dd69ce-e32b-4f6a-8809-1846f7a81fa0","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9206"
"7151ab90-79d8-4f7f-b188-97236e3d0341","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9206","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"d6978bb0-70d5-491f-9585-8dfcce8edbc9","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9206","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"b9e09abf-7e84-4aff-b963-7401a97d6b25","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5039"
"b96a9455-e9ef-4a86-b84b-feb660983d10","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5039","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"1677e585-6f1a-426f-bce8-2ac18a2a548f","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 5039","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"98080a60-d69c-4ddc-8891-f14c6aff12e5","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AEQ 080"
"92af9a57-e200-429f-a0b5-4b9c01584ad9","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AEQ 080","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"97a336e3-cdab-4ce9-8c9c-72b24ff64139","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AEQ 080","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"939a4268-db8e-45f2-a59f-350eb9515ade","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9276"
"5b85d928-2fdb-4c5b-99b8-fc9d905d30d5","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9276","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"a1f602d7-4574-48f9-86aa-740bf0a44005","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 8","AE 9276","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"fb2732b2-65ea-427e-9a2d-8c9ad77a6d82","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9"
"7dfb0508-a571-41a5-bad3-574ec97050ae","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","5126"
"ed4e962a-c4c2-4cce-af0a-2604707f871d","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","5126","Temp Board"
"f5854354-2bf3-4407-9518-a6e948409875","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","5126","Mandatory Tests"
"f06403df-a082-4c5d-a887-c06b35d9ef55","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5139"
"a533dec3-cbe0-4204-8adf-31dae6c695a2","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5139","Temp Board"
"386cbedf-c840-4056-bcc0-e135e62a696b","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5139","Mandatory Tests"
"0dee056a-5545-4ba2-9bce-4791e815865e","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5066"
"6add3ccf-bac2-47e8-97a4-49927c1ea165","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5066","Temp Board"
"ca31ff2f-d945-43ac-8bc7-48c8befb305e","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5066","Mandatory Tests"
"40a99e01-e13a-4228-bd56-48d87b41412c","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9349"
"788bb79c-b936-4aa7-aa8d-2dc51324e6b4","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9349","Temp Board"
"78c60b8d-46c5-4f6b-bd2b-0b9566143a82","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9349","Mandatory Tests"
"6eefd177-78bd-488d-a837-0570822e42ff","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5069"
"0f13e3f7-94b7-4110-b13d-dd2e98b5b07d","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5069","Temp Board"
"be9b941f-5c2b-44e8-af9d-4539c614153c","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5069","Mandatory Tests"
"7ea9a61d-fe85-4737-bfcf-e36f313cd91b","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5151"
"7994f3ac-9286-4097-bc2b-3ead04859a27","","checklist-sectioned","pass","206351f400b907e0a2ed4c2e36924939f6b1ffd251b73b8e8a0f85856f9e2fd7","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5151","Temp Board"
"abea00c4-9feb-41ff-b145-3594b607c6d3","","checklist-sectioned","pass","8b6c2aa89a7ad579cccbbbdb187cd74b2d7d7b80c8ab7b068012b18499c74f45","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 5151","Mandatory Tests"
"7009358f-d47a-482d-9345-b047f323f713","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9204"
"c03eead9-b447-4992-8aa0-89d18fa4a9e9","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9204","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"47084ae7-1917-49e8-b77d-f18449fa697e","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9204","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"e4d59485-cd83-4415-88f4-1013ac94a61a","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9221"
"483806f0-587e-4aa0-a748-65422ee4549a","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9221","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"3b5a29c2-f3d6-454d-8462-56cabaf26799","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9221","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
"b0c37101-49de-41d5-bb4b-a73c3965edf3","","folder-normal","pass","","step","TRUE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9285"
"fab687d2-a9f9-4d99-b898-8370802c7103","","checklist-sectioned","pass","910148a80cba11341ddb15c20029bd3190199489998d9b13448ee3ba95116ae6","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9285","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)

"
"ea468474-db60-463e-bcb2-87ee9e97aa3d","","checklist-sectioned","pass","6ca62f83fb763ff2a6b28d883ced97196370926c1ec2616249f2dce126d84637","checklist","FALSE","FALSE","Temporary DBs","Originating  MDB","Temp MDB -IPU-1","Temp Rising Main 9","AE 9285","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)

"
