"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4d53f2b1-1836-4878-b605-44159f564fd7","","checklist-flat","no-status-not-started","Site Details","checklist-flat","FALSE","FALSE","Site Details"
"1f98eb8a-282a-44bd-aea3-a331e9be1d20","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre-pour & Concrete Delivery"
"00754a1a-733b-4b03-8e7d-791155dde783","","folder-normal","not-started","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","PSC01"
"6c287e4a-91a4-41ed-b1c5-9dc64b3810ce","","checklist-sectioned","not-started","Pre-Pour Checklist Strand","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC01","Pre-Pour Checklist Strand"
"827c876c-4a10-40de-8c79-f4e4b8685152","","checklist-flat","not-started","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC01","Concrete Delivery Checklist"
"6cb01226-42b3-415a-b490-0982b5038486","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","PSC02"
"28390030-40fd-470b-a3c5-53998ba56ecf","","checklist-sectioned","pass","Pre-Pour Checklist Strand","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC02","Pre-Pour Checklist Strand"
"9afe7588-a798-4fa1-94b2-195b8655c36a","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC02","Concrete Delivery Checklist"
"e3a1d152-21e6-44f1-af4c-fbe2b6b635a9","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","PSC03 "
"fa1c782b-b3c4-4be5-9e87-667fc5fe183e","","checklist-sectioned","pass","Pre-Pour Checklist Strand","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC03 ","Pre-Pour Checklist Strand"
"3fa0afb8-6e70-4463-8ba6-3a0099f7596b","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC03 ","Concrete Delivery Checklist"
"861494d1-c555-4308-9457-57fcedf53651","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","PSC04"
"022e28c0-1288-4a71-af52-d3843b90b9e4","","checklist-sectioned","pass","Pre-Pour Checklist Strand","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC04","Pre-Pour Checklist Strand"
"c215275c-0786-457a-8c25-916a37c31b4b","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC04","Concrete Delivery Checklist"
"ddadc9ca-341c-4231-bbac-5514ec899f60","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","PSC05"
"90d41d89-bcf1-44e2-9cf0-aff7a8268457","","checklist-sectioned","pass","Pre-Pour Checklist Strand","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC05","Pre-Pour Checklist Strand"
"68c40f4e-6c12-4477-9303-e65fb1a5145c","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC05","Concrete Delivery Checklist"
"aec91023-4f2b-43c1-a465-aee91504a7d3","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","PSC06"
"79e9869d-01fb-4c51-a8a0-857ec90f8995","","checklist-sectioned","pass","Pre-Pour Checklist Strand","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC06","Pre-Pour Checklist Strand"
"82522755-355d-4ac2-b5c3-bf7b932f8599","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC06","Concrete Delivery Checklist"
"6377e342-c0d0-4e94-af04-96e3f660cab0","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","PSC07"
"f23bbbf4-8bef-432b-b1e2-55004df1f594","","checklist-sectioned","pass","Pre-Pour Checklist Strand","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC07","Pre-Pour Checklist Strand"
"1c9f975f-2b13-4aec-9067-33b2336500d3","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC07","Concrete Delivery Checklist"
"2937ca8d-ef4a-46c6-a79e-bac178d0beb1","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","PSC08"
"393bd5e1-69e1-4df6-8571-cc74d46e5a2a","","checklist-sectioned","pass","Pre-Pour Checklist Strand","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC08","Pre-Pour Checklist Strand"
"92399dd2-98e5-4226-8cb9-02554a63b3b3","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC08","Concrete Delivery Checklist"
"c9b039cb-ea34-4a61-bd36-d3c6d172356a","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","PSC09"
"6c0d8687-a720-4f0e-8d13-afef2fc98e4a","","checklist-sectioned","pass","Pre-Pour Checklist Strand","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC09","Pre-Pour Checklist Strand"
"a4142ee4-7bd1-4167-b282-fbbd2f0c8e22","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","PSC09","Concrete Delivery Checklist"
"ec86966b-e227-4c72-9ac4-6f04953f9fac","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","WW01"
"170ab32e-889d-476f-b4e2-6dc555c1fdd5","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","WW01","Pre-Pour Checklist Strand"
"d2015746-3b76-41ff-b858-0af743ccff72","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","WW01","Concrete Delivery Checklist"
"7f15a4bb-b2f2-4c3f-940d-ee4f463c114e","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","WW01-1"
"07f0a9dd-a7e4-4e02-b4bd-50ee280924d2","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","WW01-1","Pre-Pour Checklist Strand"
"e1f3efb7-14cc-48d5-b105-156e18556da0","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","WW01-1","Concrete Delivery"
"f392eb96-cbbf-4ac5-b8a0-8768b0db9db3","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","WW02"
"267676f8-dcd8-4f49-91da-24b01fdeb053","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","WW02","Pre-Pour Checklist Strand"
"520087a1-2df4-4695-b891-5b70a990de7f","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","WW02","Concrete Delivery Checklist"
"07125ff8-4169-4170-a9bb-bc859cd1dda1","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","WW02-1"
"91e60e42-3f29-41ff-a000-0f7ae11c09f6","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","Pre-pour & Concrete Delivery","WW02-1","Pre-Pour Checklist Strand"
"263b44bb-4253-4bb8-a7be-0b97ac8313f7","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","Pre-pour & Concrete Delivery","WW02-1","Concrete Delivery Checklist"
"1bad98ca-f834-446e-8787-4188457904a2","","folder-normal","pass","","step","TRUE","FALSE","Pre-pour & Concrete Delivery","AB01"
